sector_name,dataset_id,row_id,dataset_name,publisher,dataset_type,information_requirements_satisfied,related_gpc_sector,geographic_coverage,geographic_granularity,granularity_class,temporal_coverage,update_frequency,data_format,open_restricted,license,api_available,download_url,documentation_url,short_description,limitations,confidence_level,authoritative_tier
Residential buildings,MN-026,MN-026-I.1,"U.S. Census ACS — housing, commute, and socioeconomic proxies (Minnesota places)",U.S. Census Bureau,Activity,"Housing units, heating fuel proxies, commute mode — supporting downscaling and equity overlays for city inventories",I.1,Minnesota places / tracts / counties,Census place / tract,city_or_municipality,ACS 1-year / 5-year rolling,Annual ACS releases,CSV / API,Open,U.S. Government work,Yes (Census API),https://www.census.gov/programs-surveys/acs,https://www.census.gov/data/developers/data-sets/acs-5year.html,Socioeconomic and housing proxies for city downscaling and Scope 3 / consumption approaches.,Not direct energy meters; heating-fuel variables are coarse proxies.,Medium,Open government
Commercial & institutional buildings,MN-001,MN-001-I.2,Minnesota Greenhouse Gas Emissions Inventory (MPCA / Commerce biennial inventory),Minnesota Pollution Control Agency (MPCA) / Minnesota Department of Commerce,Emissions,"Official state GHG inventory by economic sector (transport, electricity, industrial, residential, commercial, agriculture, waste, LULUCF); 2005–2022 series; interactive sector charts and downloadable summary data",I.2,Minnesota,State,state_or_province,2005–2022 (2025 biennial report; prior cycles to 2020),Biennial legislative report + web data updates,PDF / interactive web / downloadable summary tables,Open,State of Minnesota public information (agency terms),No (web downloads / PDF),https://www.pca.state.mn.us/air-water-land-climate/climate-change-trends-and-data,https://www.pca.state.mn.us/sites/default/files/lraq-3sy25.pdf,Primary official Minnesota GHG inventory used to track Next Generation Energy Act / Climate Action Framework goals.,State territorial totals — not municipal GPC boundaries; sector taxonomy is economic (not GPC BASIC/BASIC+). City inventories still need local activity data.,High,Primary official
Commercial & institutional buildings,MN-002,MN-002-I.2,EPA Inventory of U.S. GHG Emissions and Sinks by State — Minnesota,U.S. Environmental Protection Agency (EPA),Emissions,"IPCC-aligned state GHG estimates consistent with the national Inventory; energy, IPPU, waste, agriculture, LULUCF by state",I.2,United States (filter Minnesota),State,state_or_province,1990–2022 (annual release cycle after national Inventory),Annual,CSV / ZIP / Data Explorer,Open,U.S. Government work / EPA terms,Partial (downloads; explorer),https://www.epa.gov/ghgemissions/state-ghg-emissions-and-removals,https://www.epa.gov/ghgemissions/methodology-report-inventory-us-greenhouse-gas-emissions-and-sinks-state-1990-2022,Federal IPCC-consistent Minnesota GHG series complementary to MPCA inventory (methods may differ).,Not city-boundary; may diverge from MPCA official state totals due to methodology/accounting choices.,High,Primary official
Commercial & institutional buildings,MN-004,MN-004-I.2,EIA State Energy Data System (SEDS) — Minnesota,U.S. Energy Information Administration (EIA),Activity,"State energy consumption by fuel and sector (residential, commercial, industrial, transportation, electric power); petroleum, natural gas, electricity, renewables",I.2,Minnesota,State,state_or_province,1960–latest (~2023); annual,Annual,CSV / API,Open,U.S. Government work / EIA terms,Yes (EIA API),https://www.eia.gov/state/seds/,https://www.eia.gov/state/seds/seds-technical-notes-complete.php,Core state energy balance activity for stationary energy and transport fuels.,State aggregates — municipal apportionment needed; not customer-class meter extracts for city boundaries.,High,Primary official
Commercial & institutional buildings,MN-005,MN-005-I.2,EIA Form EIA-861 / electricity sales & customers by utility (Minnesota),U.S. Energy Information Administration (EIA),Activity,Retail electricity sales (MWh) and customers by utility and sector class; utility service territories covering MN cities,I.2,"Minnesota utilities (IOU, coop, municipal)",Utility service territory (not exact city polygons),state_or_province,1990–latest annual files,Annual,XLSX / CSV,Open,U.S. Government work / EIA terms,Partial,https://www.eia.gov/electricity/data/eia861/,https://www.eia.gov/electricity/data/eia861/,Utility-class electricity activity; primary Scope 2 foundation when paired with eGRID factors.,Service territory ≠ city boundary (esp. Twin Cities multi-utility / municipal edges); need utility GIS or city extracts for true GPC city inventories.,High,Primary official
Commercial & institutional buildings,MN-006,MN-006-I.2,Minnesota Department of Commerce — Electric & Natural Gas Utility Annual Reports (Rules 7610),Minnesota Department of Commerce (Division of Energy Resources),Activity,Mandatory utility filings: electric sales by customer class; natural gas sales by category; natural gas delivered by county (GasByCounty); forecasts,I.2,Minnesota utility service areas; gas by county,Utility / county (gas); customer class,state_or_province,Annual reporting cycle (ongoing; historic Utility Data Book examples),Annual filings,XLSX filings / PDF compilations / eDockets,Mixed (many public dockets; some trade-secret redactions),Minnesota public utility reporting / Commerce terms,No (eDockets / forms),https://mn.gov/commerce/energy/industry-government/utilities/,https://www.revisor.mn.gov/rules/7610/,State-mandated utility activity reporting — stronger class detail than national SEDS for MN program design.,Not a single tidy open API; city-boundary extracts often still require utility data-sharing agreements; large-customer lists may be trade secret.,High,Primary official / utility
Commercial & institutional buildings,MN-007,MN-007-I.2,EPA eGRID — electricity emission factors (MROW / Minnesota plants),U.S. Environmental Protection Agency (EPA),Hybrid,Grid subregion and plant-level CO2/CH4/N2O emission rates for Scope 2 electricity; Minnesota plants in MROW and neighboring regions,I.2,U.S. grid subregions incl. MROW; MN generation plants,Grid subregion / plant,modeled_grid,Biennial eGRID years (e.g. 2018–2023 releases),Approximately biennial,XLSX / CSV,Open,U.S. Government work / EPA terms,No (file download),https://www.epa.gov/egrid,https://www.epa.gov/egrid/egrid-questions-and-answers,Standard U.S. emission factors for city electricity Scope 2 calculations.,Subregion average may differ from utility-specific residual mix / REC accounting used by Minneapolis/Xcel programs.,High,Primary official
Commercial & institutional buildings,MN-011,MN-011-I.2,Twin Cities MSA Greenhouse Gas Inventory (Metropolitan Council CPRG),Metropolitan Council (EPA CPRG-funded),Emissions,"Open, reproducible regional GHG inventory for Twin Cities MSA — energy, transportation, industrial, waste, agriculture, natural systems; county breakdowns; methods + R code",I.2,Twin Cities Metropolitan Statistical Area,MSA; county,city_or_municipality,2005–2022 emphasis (2022 headline totals); methods evolving with CCAP,Living Quarto book / continuous updates toward CCAP,Quarto HTML / R scripts / data files on GitHub,Open,Project documentation (EPA assistance agreement noted); code/data on GitHub,No (GitHub files),https://metropolitan-council.github.io/ghg-cprg/,https://github.com/Metropolitan-Council/ghg-cprg,Best regional city-scale emissions product in Minnesota — open methods and county profiles.,MSA/county grain — not every municipality as a CIRIS/GPC BASIC file; methodology continues to update.,High,National program
Commercial & institutional buildings,MN-012,MN-012-I.2,City of Minneapolis community-wide GHG emissions inventory,City of Minneapolis (Sustainability),Emissions,"Published citywide GHG inventory updates (e.g. 2020 update vs 2006 baseline) covering electricity, natural gas, transportation, solid waste, wastewater",I.2,City of Minneapolis,City,city_or_municipality,Baseline 2006; updates including 2019–2020 published materials,Periodic city sustainability reporting,PDF / web narrative,Open,City of Minneapolis public documents,No,https://www2.minneapolismn.gov/media/content-assets/www2-documents/residents/2020-GHG-Emissions-Inventory.pdf,https://www2.minneapolismn.gov/government/programs-initiatives/climate/,Reference GPC-style city inventory for Minnesota’s largest city — proves city pathway is operational.,PDF-oriented releases; not a full open CIRIS workbook series for every year; methods depend on Xcel/utility data sharing.,High,National program
Commercial & institutional buildings,MN-013,MN-013-I.2,City of Saint Paul community-wide GHG inventory / Climate Dashboard,City of Saint Paul,Emissions,Community-wide GHG by sector on Saint Paul Climate Dashboard; supports city climate action tracking,I.2,City of Saint Paul,City,city_or_municipality,Multi-year dashboard indicators (see portal for latest year),Dashboard updates (periodic),Web dashboard,Open,City of Saint Paul public information,No / unknown,https://climateaction.stpaul.gov/indicators/1402,https://climateaction.stpaul.gov/,Second Twin Cities municipal inventory product — city-grain emissions by sector.,Dashboard presentation; underlying activity tables may need request for full GPC BASIC rebuild.,High,National program
Commercial & institutional buildings,MN-023,MN-023-I.2,EDGAR GHG gridded & city emissions (Minnesota / U.S. cities),European Commission JRC / EDGAR,Emissions,Modeled gridded GHG; city aggregates as international fallback when local activity gaps remain,I.2,Global (Minnesota grids / U.S. cities),0.1° grid / city aggregates,modeled_grid,EDGAR release years (multi-decade),Periodic EDGAR releases,NetCDF / CSV city products,Open,EDGAR / EC terms,No / file download,https://edgar.jrc.ec.europa.eu/,https://edgar.jrc.ec.europa.eu/,"International modeled fallback — useful gap-fill, not preferred over MPCA/EPA/city products.",Not authoritative for Minnesota program design when state/city official data exist.,Medium,International modeled
Commercial & institutional buildings,MN-026,MN-026-I.2,"U.S. Census ACS — housing, commute, and socioeconomic proxies (Minnesota places)",U.S. Census Bureau,Activity,"Housing units, heating fuel proxies, commute mode — supporting downscaling and equity overlays for city inventories",I.2,Minnesota places / tracts / counties,Census place / tract,city_or_municipality,ACS 1-year / 5-year rolling,Annual ACS releases,CSV / API,Open,U.S. Government work,Yes (Census API),https://www.census.gov/programs-surveys/acs,https://www.census.gov/data/developers/data-sets/acs-5year.html,Socioeconomic and housing proxies for city downscaling and Scope 3 / consumption approaches.,Not direct energy meters; heating-fuel variables are coarse proxies.,Medium,Open government
Manufacturing industries & construction,MN-001,MN-001-I.3,Minnesota Greenhouse Gas Emissions Inventory (MPCA / Commerce biennial inventory),Minnesota Pollution Control Agency (MPCA) / Minnesota Department of Commerce,Emissions,"Official state GHG inventory by economic sector (transport, electricity, industrial, residential, commercial, agriculture, waste, LULUCF); 2005–2022 series; interactive sector charts and downloadable summary data",I.3,Minnesota,State,state_or_province,2005–2022 (2025 biennial report; prior cycles to 2020),Biennial legislative report + web data updates,PDF / interactive web / downloadable summary tables,Open,State of Minnesota public information (agency terms),No (web downloads / PDF),https://www.pca.state.mn.us/air-water-land-climate/climate-change-trends-and-data,https://www.pca.state.mn.us/sites/default/files/lraq-3sy25.pdf,Primary official Minnesota GHG inventory used to track Next Generation Energy Act / Climate Action Framework goals.,State territorial totals — not municipal GPC boundaries; sector taxonomy is economic (not GPC BASIC/BASIC+). City inventories still need local activity data.,High,Primary official
Manufacturing industries & construction,MN-002,MN-002-I.3,EPA Inventory of U.S. GHG Emissions and Sinks by State — Minnesota,U.S. Environmental Protection Agency (EPA),Emissions,"IPCC-aligned state GHG estimates consistent with the national Inventory; energy, IPPU, waste, agriculture, LULUCF by state",I.3,United States (filter Minnesota),State,state_or_province,1990–2022 (annual release cycle after national Inventory),Annual,CSV / ZIP / Data Explorer,Open,U.S. Government work / EPA terms,Partial (downloads; explorer),https://www.epa.gov/ghgemissions/state-ghg-emissions-and-removals,https://www.epa.gov/ghgemissions/methodology-report-inventory-us-greenhouse-gas-emissions-and-sinks-state-1990-2022,Federal IPCC-consistent Minnesota GHG series complementary to MPCA inventory (methods may differ).,Not city-boundary; may diverge from MPCA official state totals due to methodology/accounting choices.,High,Primary official
Manufacturing industries & construction,MN-003,MN-003-I.3,EPA Greenhouse Gas Reporting Program (GHGRP) / FLIGHT — Minnesota facilities,U.S. Environmental Protection Agency (EPA),Emissions,"Facility-level direct GHG for large emitters (≥25 kt CO2e typical threshold): power plants, industrial, landfills, some suppliers; mappable to counties/cities",I.3,Minnesota facilities,Facility lat/lon; aggregable to county/city,facility_or_asset,2010–present (annual reporting years),Annual,CSV / FLIGHT web / Envirofacts,Open,U.S. Government work / EPA terms,Yes (Envirofacts / FLIGHT exports),https://www.epa.gov/ghgreporting/data-sets,https://ghgdata.epa.gov/ghgp/main.do,Best facility-scale emissions layer for Minnesota cities with large point sources.,Threshold leaves small/medium sources out; not complete community inventory; supplier vs direct emissions need careful GPC Scope mapping.,High,Primary official
Manufacturing industries & construction,MN-004,MN-004-I.3,EIA State Energy Data System (SEDS) — Minnesota,U.S. Energy Information Administration (EIA),Activity,"State energy consumption by fuel and sector (residential, commercial, industrial, transportation, electric power); petroleum, natural gas, electricity, renewables",I.3,Minnesota,State,state_or_province,1960–latest (~2023); annual,Annual,CSV / API,Open,U.S. Government work / EIA terms,Yes (EIA API),https://www.eia.gov/state/seds/,https://www.eia.gov/state/seds/seds-technical-notes-complete.php,Core state energy balance activity for stationary energy and transport fuels.,State aggregates — municipal apportionment needed; not customer-class meter extracts for city boundaries.,High,Primary official
Manufacturing industries & construction,MN-005,MN-005-I.3,EIA Form EIA-861 / electricity sales & customers by utility (Minnesota),U.S. Energy Information Administration (EIA),Activity,Retail electricity sales (MWh) and customers by utility and sector class; utility service territories covering MN cities,I.3,"Minnesota utilities (IOU, coop, municipal)",Utility service territory (not exact city polygons),state_or_province,1990–latest annual files,Annual,XLSX / CSV,Open,U.S. Government work / EIA terms,Partial,https://www.eia.gov/electricity/data/eia861/,https://www.eia.gov/electricity/data/eia861/,Utility-class electricity activity; primary Scope 2 foundation when paired with eGRID factors.,Service territory ≠ city boundary (esp. Twin Cities multi-utility / municipal edges); need utility GIS or city extracts for true GPC city inventories.,High,Primary official
Manufacturing industries & construction,MN-006,MN-006-I.3,Minnesota Department of Commerce — Electric & Natural Gas Utility Annual Reports (Rules 7610),Minnesota Department of Commerce (Division of Energy Resources),Activity,Mandatory utility filings: electric sales by customer class; natural gas sales by category; natural gas delivered by county (GasByCounty); forecasts,I.3,Minnesota utility service areas; gas by county,Utility / county (gas); customer class,state_or_province,Annual reporting cycle (ongoing; historic Utility Data Book examples),Annual filings,XLSX filings / PDF compilations / eDockets,Mixed (many public dockets; some trade-secret redactions),Minnesota public utility reporting / Commerce terms,No (eDockets / forms),https://mn.gov/commerce/energy/industry-government/utilities/,https://www.revisor.mn.gov/rules/7610/,State-mandated utility activity reporting — stronger class detail than national SEDS for MN program design.,Not a single tidy open API; city-boundary extracts often still require utility data-sharing agreements; large-customer lists may be trade secret.,High,Primary official / utility
Manufacturing industries & construction,MN-007,MN-007-I.3,EPA eGRID — electricity emission factors (MROW / Minnesota plants),U.S. Environmental Protection Agency (EPA),Hybrid,Grid subregion and plant-level CO2/CH4/N2O emission rates for Scope 2 electricity; Minnesota plants in MROW and neighboring regions,I.3,U.S. grid subregions incl. MROW; MN generation plants,Grid subregion / plant,modeled_grid,Biennial eGRID years (e.g. 2018–2023 releases),Approximately biennial,XLSX / CSV,Open,U.S. Government work / EPA terms,No (file download),https://www.epa.gov/egrid,https://www.epa.gov/egrid/egrid-questions-and-answers,Standard U.S. emission factors for city electricity Scope 2 calculations.,Subregion average may differ from utility-specific residual mix / REC accounting used by Minneapolis/Xcel programs.,High,Primary official
Manufacturing industries & construction,MN-011,MN-011-I.3,Twin Cities MSA Greenhouse Gas Inventory (Metropolitan Council CPRG),Metropolitan Council (EPA CPRG-funded),Emissions,"Open, reproducible regional GHG inventory for Twin Cities MSA — energy, transportation, industrial, waste, agriculture, natural systems; county breakdowns; methods + R code",I.3,Twin Cities Metropolitan Statistical Area,MSA; county,city_or_municipality,2005–2022 emphasis (2022 headline totals); methods evolving with CCAP,Living Quarto book / continuous updates toward CCAP,Quarto HTML / R scripts / data files on GitHub,Open,Project documentation (EPA assistance agreement noted); code/data on GitHub,No (GitHub files),https://metropolitan-council.github.io/ghg-cprg/,https://github.com/Metropolitan-Council/ghg-cprg,Best regional city-scale emissions product in Minnesota — open methods and county profiles.,MSA/county grain — not every municipality as a CIRIS/GPC BASIC file; methodology continues to update.,High,National program
Manufacturing industries & construction,MN-012,MN-012-I.3,City of Minneapolis community-wide GHG emissions inventory,City of Minneapolis (Sustainability),Emissions,"Published citywide GHG inventory updates (e.g. 2020 update vs 2006 baseline) covering electricity, natural gas, transportation, solid waste, wastewater",I.3,City of Minneapolis,City,city_or_municipality,Baseline 2006; updates including 2019–2020 published materials,Periodic city sustainability reporting,PDF / web narrative,Open,City of Minneapolis public documents,No,https://www2.minneapolismn.gov/media/content-assets/www2-documents/residents/2020-GHG-Emissions-Inventory.pdf,https://www2.minneapolismn.gov/government/programs-initiatives/climate/,Reference GPC-style city inventory for Minnesota’s largest city — proves city pathway is operational.,PDF-oriented releases; not a full open CIRIS workbook series for every year; methods depend on Xcel/utility data sharing.,High,National program
Manufacturing industries & construction,MN-013,MN-013-I.3,City of Saint Paul community-wide GHG inventory / Climate Dashboard,City of Saint Paul,Emissions,Community-wide GHG by sector on Saint Paul Climate Dashboard; supports city climate action tracking,I.3,City of Saint Paul,City,city_or_municipality,Multi-year dashboard indicators (see portal for latest year),Dashboard updates (periodic),Web dashboard,Open,City of Saint Paul public information,No / unknown,https://climateaction.stpaul.gov/indicators/1402,https://climateaction.stpaul.gov/,Second Twin Cities municipal inventory product — city-grain emissions by sector.,Dashboard presentation; underlying activity tables may need request for full GPC BASIC rebuild.,High,National program
Manufacturing industries & construction,MN-017,MN-017-I.3,EPA National Emissions Inventory (NEI) + TRI — Minnesota industrial process air emissions,U.S. Environmental Protection Agency (EPA),Hybrid,Point/nonpoint process emissions supporting IPPU and industrial energy cross-checks; complementary to GHGRP for criteria/HAP and some GHG-related processes,I.3,Minnesota,Facility / county,facility_or_asset,"NEI triennial cycles (e.g. 2017, 2020, 2023)",Triennial NEI; annual TRI,CSV / EIS / web tools,Open,U.S. Government work,Yes (AirData / Envirofacts),https://www.epa.gov/air-emissions-inventories/national-emissions-inventory-nei,https://www.epa.gov/toxics-release-inventory-tri-program,Industrial process and air emissions layer to support IV.1 beyond GHGRP thresholds.,Not a GHG inventory by itself; pollutant coverage and years differ from GPC needs.,Medium,Primary official
Manufacturing industries & construction,MN-023,MN-023-I.3,EDGAR GHG gridded & city emissions (Minnesota / U.S. cities),European Commission JRC / EDGAR,Emissions,Modeled gridded GHG; city aggregates as international fallback when local activity gaps remain,I.3,Global (Minnesota grids / U.S. cities),0.1° grid / city aggregates,modeled_grid,EDGAR release years (multi-decade),Periodic EDGAR releases,NetCDF / CSV city products,Open,EDGAR / EC terms,No / file download,https://edgar.jrc.ec.europa.eu/,https://edgar.jrc.ec.europa.eu/,"International modeled fallback — useful gap-fill, not preferred over MPCA/EPA/city products.",Not authoritative for Minnesota program design when state/city official data exist.,Medium,International modeled
Manufacturing industries & construction,MN-024,MN-024-I.3,Climate TRACE inventory — Minnesota assets & sectors,Climate TRACE,Emissions,"Asset- and sector-level modeled/observed emissions; power plants, aviation, shipping, steel, etc.",I.3,Global assets in Minnesota,Asset / sector,facility_or_asset,Recent annual TRACE releases,Periodic,CSV / API / web,Open,Climate TRACE terms,Yes,https://climatetrace.org/,https://climatetrace.org/,Asset-level international complement for large point sources and transport modes.,Secondary to GHGRP/MPCA when both exist; methods vary by sector.,Medium,International modeled
Energy industries,MN-001,MN-001-I.4,Minnesota Greenhouse Gas Emissions Inventory (MPCA / Commerce biennial inventory),Minnesota Pollution Control Agency (MPCA) / Minnesota Department of Commerce,Emissions,"Official state GHG inventory by economic sector (transport, electricity, industrial, residential, commercial, agriculture, waste, LULUCF); 2005–2022 series; interactive sector charts and downloadable summary data",I.4,Minnesota,State,state_or_province,2005–2022 (2025 biennial report; prior cycles to 2020),Biennial legislative report + web data updates,PDF / interactive web / downloadable summary tables,Open,State of Minnesota public information (agency terms),No (web downloads / PDF),https://www.pca.state.mn.us/air-water-land-climate/climate-change-trends-and-data,https://www.pca.state.mn.us/sites/default/files/lraq-3sy25.pdf,Primary official Minnesota GHG inventory used to track Next Generation Energy Act / Climate Action Framework goals.,State territorial totals — not municipal GPC boundaries; sector taxonomy is economic (not GPC BASIC/BASIC+). City inventories still need local activity data.,High,Primary official
Energy industries,MN-002,MN-002-I.4,EPA Inventory of U.S. GHG Emissions and Sinks by State — Minnesota,U.S. Environmental Protection Agency (EPA),Emissions,"IPCC-aligned state GHG estimates consistent with the national Inventory; energy, IPPU, waste, agriculture, LULUCF by state",I.4,United States (filter Minnesota),State,state_or_province,1990–2022 (annual release cycle after national Inventory),Annual,CSV / ZIP / Data Explorer,Open,U.S. Government work / EPA terms,Partial (downloads; explorer),https://www.epa.gov/ghgemissions/state-ghg-emissions-and-removals,https://www.epa.gov/ghgemissions/methodology-report-inventory-us-greenhouse-gas-emissions-and-sinks-state-1990-2022,Federal IPCC-consistent Minnesota GHG series complementary to MPCA inventory (methods may differ).,Not city-boundary; may diverge from MPCA official state totals due to methodology/accounting choices.,High,Primary official
