indicator_name,dataset_id,row_id,dataset_name,publisher,dataset_type,information_requirements_satisfied,related_ccra_indicator,sectors_served,climatic_risks_served,risk_components,geographic_coverage,geographic_granularity,granularity_class,horizons_covered,temporal_coverage,update_frequency,data_format,open_restricted,license,api_available,download_url,documentation_url,short_description,limitations,confidence_level,authoritative_tier
Biodiversity Intactness Index (BII),CAN-A019,CAN-A019-CCRA-006,Biodiversity Intactness Index + KBAs (Canada),NHM / BirdLife,Vulnerability,BII and conservation-value areas,CCRA-006,Biodiversity,Droughts; Heatwaves,Vulnerability,Canada,Gridded / site polygons,modeled_grid,present,Model/KBA vintages,Product updates,GeoTIFF / SHP,Open/research,See products,Varies,https://www.keybiodiversityareas.org/,https://www.nhm.ac.uk/our-science/data/biodiversity-indicators.html,BII + KBA for biodiversity vulnerability.,Global models — complement with ECCC biodiversity assessments.,Medium,Research/NGO
Confirmed disease cases,CAN-A005,CAN-A005-CCRA-007,CCHS / provincial health indicators; PHAC disease surveillance (aggregates),Statistics Canada / PHAC / provinces,Vulnerability,Health access proxies and climate-sensitive disease prevalence (aggregate),CCRA-007,Public Health,Diseases,Vulnerability,Canada,Health region / province (rarely DA),state_or_province,present,Survey/surveillance cycles,Annual/periodic,Tables / open data portals,Open aggregates; case microdata restricted,See StatCan/PHAC,Partial,https://www.statcan.gc.ca/,https://www.canada.ca/en/public-health.html,Canadian Community Health Survey and public health aggregates for health vulnerability; not full case GIS.,Confirmed disease cases lack open city-block surveillance GIS — soft gap.,Medium,Primary official
Dependence on large-scale irrigation,CAN-A016,CAN-A016-CCRA-008,AAFC Annual Crop Inventory + Census of Agriculture,Agriculture and Agri-Food Canada / Statistics Canada,Exposure,"Agricultural land area, crop types, farm establishments, irrigation context",CCRA-008,Food Security,Droughts,Vulnerability,Canada,30 m crop inventory; Census of Agriculture geographies,modeled_grid,present,Annual ACI; CoA 5-year,Annual / census,GeoTIFF / tables,Open,OGL / StatCan,Yes,https://open.canada.ca/,https://www.statcan.gc.ca/en/census-agriculture,Strong agricultural exposure stack: ACI rasters + Census of Agriculture statistics.,Irrigation dependence may need provincial irrigation district layers.,High,Primary official
Electricity consumption,CAN-A025,CAN-A025-CCRA-009,StatCan / CER energy use; provincial utility open data; energy poverty research,Statistics Canada / CER / utilities,Vulnerability,Electricity consumption and energy poverty proxies,CCRA-009,Energy Security,Droughts; Heatwaves,Vulnerability,Canada,Province / utility service area; rare DA energy poverty indices in research,other_or_mixed,present,Annual energy stats,Annual,Tables / open data,Partially open,StatCan / OGL,Partial,https://www.statcan.gc.ca/,https://www.cer-rec.gc.ca/,National/provincial electricity use; municipal LDC customer-class extracts still often restricted (same GPC pattern).,City meter extracts not systematic open data.,Medium,Primary official
Energy poverty,CAN-A001,CAN-A001-CCRA-010,"Statistics Canada Census of Population 2021 — Dissemination Area profiles (age, income, housing, dwelling)",Statistics Canada,Hybrid,"Population density, age distribution, income/LIM, housing quality proxies for E/V",CCRA-010,Energy Security,Droughts; Heatwaves,Vulnerability,Canada,Dissemination Area (DA; ~400–700 people) — finest standard census unit,neighborhood_or_small_area,present,2021 Census (+ 2016 comparable),Census cycle (5 years),CSV / Beyond 20/20 / Census Profile API (SDMX),Open,Statistics Canada Open Licence,Yes (Census Profile WDS / SDMX),https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/index.cfm?Lang=E,https://www.statcan.gc.ca/en/developers,"National gold-standard E/V backbone at DA: age, LIM-AT/LICO, shelter cost burden, dwelling characteristics. Same grain used in OEF MN ACS-style CCRA.",Piped water/sanitation nearly universal in urban Canada — use housing/plumbing fields carefully; Indigenous/remote gaps remain.,High,Primary official
Energy poverty,CAN-A003,CAN-A003-CCRA-010,Canadian Area-Level Social Determinants of Health Indicators (CASDOHI) / DA socioeconomic compilations,Research compilations from StatCan Census Profiles,Vulnerability,"Harmonized DA SDOH indicators (income, housing, labour, ethnocultural)",CCRA-010,Energy Security,Droughts; Heatwaves,Vulnerability,Canada,Dissemination Area,neighborhood_or_small_area,present,2011/2016/2021 harmonized,Research releases,Tabular (research datasets),Open (research),See publications,No,https://doi.org/10.1101/2025.07.11.25331136,https://data.mendeley.com/datasets/fmvtcn9g4v/1,User-friendly DA SDOH packs derived from Census Profiles — accelerates V layer builds.,Secondary to raw StatCan profiles for authoritative citation.,High,Research/NGO
Energy poverty,CAN-A025,CAN-A025-CCRA-010,StatCan / CER energy use; provincial utility open data; energy poverty research,Statistics Canada / CER / utilities,Vulnerability,Electricity consumption and energy poverty proxies,CCRA-010,Energy Security,Droughts; Heatwaves,Vulnerability,Canada,Province / utility service area; rare DA energy poverty indices in research,other_or_mixed,present,Annual energy stats,Annual,Tables / open data,Partially open,StatCan / OGL,Partial,https://www.statcan.gc.ca/,https://www.cer-rec.gc.ca/,National/provincial electricity use; municipal LDC customer-class extracts still often restricted (same GPC pattern).,City meter extracts not systematic open data.,Medium,Primary official
Flood Threat Index,CAN-A006,CAN-A006-CCRA-011,"NRCan Flood Susceptibility Mapping (historic, trends, future) — national ~30 m",Natural Resources Canada,Hazard,National flood susceptibility / likelihood screening (present + future climate),CCRA-011,Hydrogeological Disasters,Floods,Hazard,Canada,~30 m COG / WMS / STAC,modeled_grid,present;2030;2050,Historic 2000–2023 + future climate conditions products,NRCan releases,COG / WMS / STAC,Open,Open Government Licence – Canada,Yes (WMS/STAC),https://open.canada.ca/data/en/dataset/1074f781-85d3-4c86-86cb-fd1c339197dc,https://open.canada.ca/data/en/dataset/c00f95a3-7bab-4d28-b9cc-b30f06b5afd2,Canada-wide ML flood susceptibility collection with historic and future climate layers — strong national Flood Threat screen.,Screening/regional patterns — not property-scale engineering flood maps; use CFM/FHIMP for regulatory hazard where available.,High,Primary official
Flood Threat Index,CAN-A007,CAN-A007-CCRA-011,Canada Flood Map Inventory (CFM) + FHIMP provincial/territorial flood hazard maps,NRCan / provinces & territories (FHIMP),Hazard,Inventory of and links to official flood hazard maps for higher-risk areas,CCRA-011,Hydrogeological Disasters,Floods,Hazard,Canada (coverage uneven; FHIMP expanding higher-risk areas),Local regulatory flood hazard polygons where mapped,other_or_mixed,present,Map vintages vary by jurisdiction,Ongoing FHIMP (to ~2028),GPKG/FGDB inventory + linked provincial maps,Open inventory; map access license varies by source,OGL-Canada (inventory); provincial terms,Yes (REST/WMS inventory),https://open.canada.ca/data/en/dataset/a13a2575-5bda-4bfd-a9b1-5bd2dd583f09,https://natural-resources.canada.ca/science-data/science-research/natural-hazards/flood-mapping/flood-hazard-identification-mapping-program,Authoritative path to local flood hazard mapping; inventory shows where maps exist and how to access them.,Not a single seamless national regulatory flood layer; city coverage depends on province/municipality.,High,Primary official
Flood Threat Index,CAN-A008,CAN-A008-CCRA-011,JRC Global River Flood Hazard + WRI Aqueduct Flood,JRC / WRI,Hazard,Global fluvial flood alternatives / OEF flood_hazard inputs,CCRA-011,Hydrogeological Disasters,Floods,Hazard,Global (incl. Canada),Raster,modeled_grid,present,Model vintages,Product versions,GeoTIFF,Open,See publishers,Yes,https://data.jrc.ec.europa.eu/,https://www.wri.org/aqueduct,Global flood rasters used in OEF ensemble; secondary to NRCan for CAN.,Prefer NRCan FS + CFM locally.,High,International modeled
Flood Threat Index,CAN-A010,CAN-A010-CCRA-011,NASA LHASA + Copernicus DEM / MERIT HAND (landslide drivers),NASA / ESA / MERIT,Hazard,Global landslide hazard and terrain drivers for OEF landslide_hazard,CCRA-011,Hydrogeological Disasters,Floods,Hazard,Canada,~1 km LHASA; 30 m DEM,modeled_grid,present,Model/DEM vintages,Product versions,GeoTIFF,Open,See publishers,Yes,https://gpm.nasa.gov/landslides/,https://spacedata.copernicus.eu/,Drivers and global landslide hazard complementary to GSC inventories.,Prefer local inventories where they exist.,Medium,International modeled
Flood Threat Index,CAN-A013,CAN-A013-CCRA-011,CHIRPS + ERA5-Land extremes / OEF HWM & FRI inputs,UCSB CHIRPS / ECMWF / OEF transforms,Hazard,"Rx5day, CDD, heatwave magnitude, FRI futures",CCRA-011,Hydrogeological Disasters,Floods,Hazard,Global (incl. Canada),0.05°–0.1° / OEF derivatives,modeled_grid,present;2030;2050,Multi-decadal + OEF futures,Near real-time / CDS,GeoTIFF / NetCDF,Open,Open/Copernicus,Yes,https://www.chc.ucsb.edu/data/chirps,https://cds.climate.copernicus.eu/,Open global climate extremes and OEF heat/FRI derivatives as ensemble gap-fills.,Prefer ClimateData.ca for Canadian official climate citation.,High,International modeled
Flood Threat Index,CAN-A028,CAN-A028-CCRA-011,OEF CHIRPS–COPDEM Flood Risk Index (FRI) — present+SSP,Open Earth Foundation,Hazard,FRI futures complement to NRCan flood susceptibility,CCRA-011,Hydrogeological Disasters,Floods,Hazard,Global / city AOIs,Model raster,modeled_grid,present;2030;2050,2024 + SSP,Internal,COG,Internal/open per OEF,See catalog,Via catalog,https://github.com/Open-Earth-Foundation/geospatial-data,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/catalog/datasets.yaml,OEF FRI — SSP futures alongside NRCan future flood susceptibility.,Prefer NRCan for Canadian citation of present susceptibility.,Medium,OEF derived screening
Flood Threat Index,CAN-A029,CAN-A029-CCRA-011,OEF Flood Hazard Score (city screening ensemble),Open Earth Foundation (models/flood_hazard),Hazard,City flood hazard ensemble (0–1),CCRA-011,Hydrogeological Disasters,Floods,Hazard,"Pipeline-ready for Canadian cities (Toronto, Vancouver, Montréal, Calgary, Ottawa, …). Published MN examples already in catalog.",~250 m,modeled_grid,present,Static ensemble,Per city run,COG + tiles,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/tree/main/transformation/flood_hazard,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/docs/ccra_pipeline_architecture.md,OEF flood_hazard — MN cities already demonstrate US/Canada-style pipeline; calibrate vs NRCan FS/CFM.,Not a substitute for regulatory FHIMP maps.,High,OEF derived screening
Flood Threat Index,CAN-A032,CAN-A032-CCRA-011,OEF Flood Risk Score H×E×V (city screening),Open Earth Foundation (flood_risk),Hybrid,R=(H×E×V)^(1/3) — StatCan DA E/V ready,CCRA-011,Hydrogeological Disasters,Floods,Hazard,Pipeline-ready; MN ACS path analogous to StatCan DA,~250 m,modeled_grid,present,Static composite,Per city run,COG + tiles,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/tree/main/transformation/flood_risk,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/docs/ccra_pipeline_architecture.md,OEF flood risk with Canadian DA E/V analogue to ACS block groups.,Wire NRCan H optionally.,High,OEF derived screening
Flood Threat Index,CAN-A037,CAN-A037-CCRA-011,OEF Flood / Heat / Landslide mechanism-type layers (NbS screening),Open Earth Foundation (nbs_*_mechanism_type),Hazard,Mechanism classes; drainage_constrained proxies stormwater gap,CCRA-011,Hydrogeological Disasters,Floods,Hazard,Pipeline-ready,~250 m / ~90 m,modeled_grid,present,Static,Per NbS run,Categorical COG,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/tree/main/transformation/nbs_screening,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/collections/layers.yaml,OEF mechanism-type layers. Drainage_constrained remains proxy until municipal drainage GIS opens.,Screening only.,Medium,OEF derived screening
Food production and marketing,CAN-A016,CAN-A016-CCRA-012,AAFC Annual Crop Inventory + Census of Agriculture,Agriculture and Agri-Food Canada / Statistics Canada,Exposure,"Agricultural land area, crop types, farm establishments, irrigation context",CCRA-012,Food Security,Droughts; Floods,Vulnerability,Canada,30 m crop inventory; Census of Agriculture geographies,modeled_grid,present,Annual ACI; CoA 5-year,Annual / census,GeoTIFF / tables,Open,OGL / StatCan,Yes,https://open.canada.ca/,https://www.statcan.gc.ca/en/census-agriculture,Strong agricultural exposure stack: ACI rasters + Census of Agriculture statistics.,Irrigation dependence may need provincial irrigation district layers.,High,Primary official
Forest cover,CAN-A017,CAN-A017-CCRA-013,"NRCAN / CFS forest inventories, Hansen GFC, ESA WorldCover",NRCan CFS / UMD / ESA,Hybrid,"Forest cover, forest loss, natural vegetation",CCRA-013,Infrastructures,Erosions; Heatwave,Vulnerability,Canada,National forest inventory / 30 m EO,modeled_grid,present,NFI cycles + annual Hansen,Periodic/annual,GeoTIFF / tables,Open,OGL / CC BY,Yes,https://open.canada.ca/,https://natural-resources.canada.ca/forest-forestry,Forest and natural vegetation products for biodiversity/erosion/landslide context.,Combine NFI with Hansen for loss dynamics.,High,Primary official
Forest loss,CAN-A017,CAN-A017-CCRA-014,"NRCAN / CFS forest inventories, Hansen GFC, ESA WorldCover",NRCan CFS / UMD / ESA,Hybrid,"Forest cover, forest loss, natural vegetation",CCRA-014,Public Health,Diseases,Exposure,Canada,National forest inventory / 30 m EO,modeled_grid,present,NFI cycles + annual Hansen,Periodic/annual,GeoTIFF / tables,Open,OGL / CC BY,Yes,https://open.canada.ca/,https://natural-resources.canada.ca/forest-forestry,Forest and natural vegetation products for biodiversity/erosion/landslide context.,Combine NFI with Hansen for loss dynamics.,High,Primary official
Health and basic services access,CAN-A001,CAN-A001-CCRA-015,"Statistics Canada Census of Population 2021 — Dissemination Area profiles (age, income, housing, dwelling)",Statistics Canada,Hybrid,"Population density, age distribution, income/LIM, housing quality proxies for E/V",CCRA-015,Food Security; Public Health; Water Resources,Diseases; Droughts; Floods; Heatwaves,Exposure,Canada,Dissemination Area (DA; ~400–700 people) — finest standard census unit,neighborhood_or_small_area,present,2021 Census (+ 2016 comparable),Census cycle (5 years),CSV / Beyond 20/20 / Census Profile API (SDMX),Open,Statistics Canada Open Licence,Yes (Census Profile WDS / SDMX),https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/index.cfm?Lang=E,https://www.statcan.gc.ca/en/developers,"National gold-standard E/V backbone at DA: age, LIM-AT/LICO, shelter cost burden, dwelling characteristics. Same grain used in OEF MN ACS-style CCRA.",Piped water/sanitation nearly universal in urban Canada — use housing/plumbing fields carefully; Indigenous/remote gaps remain.,High,Primary official
Health and basic services access,CAN-A003,CAN-A003-CCRA-015,Canadian Area-Level Social Determinants of Health Indicators (CASDOHI) / DA socioeconomic compilations,Research compilations from StatCan Census Profiles,Vulnerability,"Harmonized DA SDOH indicators (income, housing, labour, ethnocultural)",CCRA-015,Food Security; Public Health; Water Resources,Diseases; Droughts; Floods; Heatwaves,Exposure,Canada,Dissemination Area,neighborhood_or_small_area,present,2011/2016/2021 harmonized,Research releases,Tabular (research datasets),Open (research),See publications,No,https://doi.org/10.1101/2025.07.11.25331136,https://data.mendeley.com/datasets/fmvtcn9g4v/1,User-friendly DA SDOH packs derived from Census Profiles — accelerates V layer builds.,Secondary to raw StatCan profiles for authoritative citation.,High,Research/NGO
Health and basic services access,CAN-A005,CAN-A005-CCRA-015,CCHS / provincial health indicators; PHAC disease surveillance (aggregates),Statistics Canada / PHAC / provinces,Vulnerability,Health access proxies and climate-sensitive disease prevalence (aggregate),CCRA-015,Food Security; Public Health; Water Resources,Diseases; Droughts; Floods; Heatwaves,Exposure,Canada,Health region / province (rarely DA),state_or_province,present,Survey/surveillance cycles,Annual/periodic,Tables / open data portals,Open aggregates; case microdata restricted,See StatCan/PHAC,Partial,https://www.statcan.gc.ca/,https://www.canada.ca/en/public-health.html,Canadian Community Health Survey and public health aggregates for health vulnerability; not full case GIS.,Confirmed disease cases lack open city-block surveillance GIS — soft gap.,Medium,Primary official
Health and basic services access,CAN-A022,CAN-A022-CCRA-015,Health facility locations (CIHI / provincial open data / OSM),CIHI / provinces / OSM,Vulnerability,Health facility density,CCRA-015,Food Security; Public Health; Water Resources,Diseases; Droughts; Floods; Heatwaves,Exposure,Canada,Facility points,facility_or_asset,present,Ongoing,Periodic,CSV / GeoJSON,Partially open,Varies,Partial,https://www.cihi.ca/,https://open.canada.ca/,Hospital/clinic locations from provincial open data and OSM; CIHI for system stats.,No single seamless national open facility GIS with uniform schema.,Medium,Secondary official
Health facility density,CAN-A005,CAN-A005-CCRA-016,CCHS / provincial health indicators; PHAC disease surveillance (aggregates),Statistics Canada / PHAC / provinces,Vulnerability,Health access proxies and climate-sensitive disease prevalence (aggregate),CCRA-016,Public Health,Diseases; Heatwaves,Vulnerability,Canada,Health region / province (rarely DA),state_or_province,present,Survey/surveillance cycles,Annual/periodic,Tables / open data portals,Open aggregates; case microdata restricted,See StatCan/PHAC,Partial,https://www.statcan.gc.ca/,https://www.canada.ca/en/public-health.html,Canadian Community Health Survey and public health aggregates for health vulnerability; not full case GIS.,Confirmed disease cases lack open city-block surveillance GIS — soft gap.,Medium,Primary official
Health facility density,CAN-A022,CAN-A022-CCRA-016,Health facility locations (CIHI / provincial open data / OSM),CIHI / provinces / OSM,Vulnerability,Health facility density,CCRA-016,Public Health,Diseases; Heatwaves,Vulnerability,Canada,Facility points,facility_or_asset,present,Ongoing,Periodic,CSV / GeoJSON,Partially open,Varies,Partial,https://www.cihi.ca/,https://open.canada.ca/,Hospital/clinic locations from provincial open data and OSM; CIHI for system stats.,No single seamless national open facility GIS with uniform schema.,Medium,Secondary official
Households in hazard-prone areas,CAN-A002,CAN-A002-CCRA-017,Statistics Canada Census Boundary Files + Cartographic Boundary Files (DA/CSD/CT),Statistics Canada,Boundary,Official census geographies for city AOI clipping and E/V joins,CCRA-017,Hydrogeological Disasters,Floods; Landslides,Exposure,Canada,DA / CT / CSD / CMA,neighborhood_or_small_area,n/a,2021 (and prior) vintages,Census cycle,SHP / GPKG,Open,StatCan Open Licence,Yes (downloads),https://www12.statcan.gc.ca/census-recensement/2021/geo/sip-pis/boundary-limites/index2021-eng.cfm,https://www.statcan.gc.ca/en/subjects-start/geography,Official DA polygons for joining Census Profile attributes — preferred over COD for domestic CCRA.,PCCF+ needed for postal→DA health linkages (licensed separately sometimes).,High,Primary official
Households in hazard-prone areas,CAN-A004,CAN-A004-CCRA-017,WorldPop / GHSL population grids (Canada),WorldPop / JRC,Exposure,Alternate gridded population density,CCRA-017,Hydrogeological Disasters,Floods; Landslides,Exposure,Canada,~100 m,modeled_grid,present;2030,Multi-epoch,Product releases,GeoTIFF,Open,CC BY / JRC,Yes,https://hub.worldpop.org/,https://ghsl.jrc.ec.europa.eu/,Continuous population rasters; prefer StatCan DA for official counts when intersecting hazards.,Modeled vs census; use for raster CCRA grids / OEF E.,High,International modeled
Households in hazard-prone areas,CAN-A006,CAN-A006-CCRA-017,"NRCan Flood Susceptibility Mapping (historic, trends, future) — national ~30 m",Natural Resources Canada,Hazard,National flood susceptibility / likelihood screening (present + future climate),CCRA-017,Hydrogeological Disasters,Floods; Landslides,Exposure,Canada,~30 m COG / WMS / STAC,modeled_grid,present;2030;2050,Historic 2000–2023 + future climate conditions products,NRCan releases,COG / WMS / STAC,Open,Open Government Licence – Canada,Yes (WMS/STAC),https://open.canada.ca/data/en/dataset/1074f781-85d3-4c86-86cb-fd1c339197dc,https://open.canada.ca/data/en/dataset/c00f95a3-7bab-4d28-b9cc-b30f06b5afd2,Canada-wide ML flood susceptibility collection with historic and future climate layers — strong national Flood Threat screen.,Screening/regional patterns — not property-scale engineering flood maps; use CFM/FHIMP for regulatory hazard where available.,High,Primary official
Households in hazard-prone areas,CAN-A007,CAN-A007-CCRA-017,Canada Flood Map Inventory (CFM) + FHIMP provincial/territorial flood hazard maps,NRCan / provinces & territories (FHIMP),Hazard,Inventory of and links to official flood hazard maps for higher-risk areas,CCRA-017,Hydrogeological Disasters,Floods; Landslides,Exposure,Canada (coverage uneven; FHIMP expanding higher-risk areas),Local regulatory flood hazard polygons where mapped,other_or_mixed,present,Map vintages vary by jurisdiction,Ongoing FHIMP (to ~2028),GPKG/FGDB inventory + linked provincial maps,Open inventory; map access license varies by source,OGL-Canada (inventory); provincial terms,Yes (REST/WMS inventory),https://open.canada.ca/data/en/dataset/a13a2575-5bda-4bfd-a9b1-5bd2dd583f09,https://natural-resources.canada.ca/science-data/science-research/natural-hazards/flood-mapping/flood-hazard-identification-mapping-program,Authoritative path to local flood hazard mapping; inventory shows where maps exist and how to access them.,Not a single seamless national regulatory flood layer; city coverage depends on province/municipality.,High,Primary official
Households in hazard-prone areas,CAN-A009,CAN-A009-CCRA-017,GSC / provincial landslide inventories & susceptibility products,Geological Survey of Canada / provinces,Hazard,Landslide threat/susceptibility and inventories,CCRA-017,Hydrogeological Disasters,Floods; Landslides,Exposure,"Canada (stronger in Cordillera, some eastern corridors)",Inventory points/polygons; regional susceptibility maps,other_or_mixed,present,Study vintages,Ad hoc / program releases,SHP / open.canada.ca layers,Partially open,OGL / provincial,Partial,https://open.canada.ca/,https://natural-resources.canada.ca/,National/provincial landslide information — coverage uneven; OEF landslide_hazard fills consistent city screens.,No single seamless national open susceptibility COG equivalent to NOAH-PHL.,Medium,Primary official
