indicator_name,dataset_id,row_id,dataset_name,publisher,dataset_type,information_requirements_satisfied,related_ccra_indicator,sectors_served,climatic_risks_served,risk_components,geographic_coverage,geographic_granularity,granularity_class,horizons_covered,temporal_coverage,update_frequency,data_format,open_restricted,license,api_available,download_url,documentation_url,short_description,limitations,confidence_level,authoritative_tier
Dependence on large-scale irrigation,MAR-A026,MAR-A026-CCRA-008,Crop and irrigation types ground-truth (5 major agricultural regions),Research dataset (Sci Data / Nature portfolio),Vulnerability,Parcel-level crop type + irrigation system (dependence on irrigation proxy),CCRA-008,Food Security,Droughts,Vulnerability,"El Gharb, Tadla, Doukkala, El Haouz, Souss","~10,000 geolocated parcels",facility_or_asset,present,Dec 2023–Jan 2025 survey window,One-off research release,Geodata + photos,Open,See article,No,https://doi.org/10.1038/s41597-026-06993-y,https://doi.org/10.1038/s41597-026-06993-y,Open ground-truth parcels with irrigation system labels across Morocco’s main irrigated plains.,Not national complete; sample for EO calibration rather than census of all irrigated land.,High,Research/NGO
Electricity consumption,MAR-A024,MAR-A024-CCRA-009,"Indicateurs sectoriels (agriculture, énergie, eau, transport…) — data.gov.ma",Portail Open Data Maroc (sources administratives),Hybrid,"National sector indicators: precip means, crops, livestock, energy balance, water, roads",CCRA-009,Energy Security,Droughts; Heatwaves,Vulnerability,Morocco,National (some series),national,present,~2012–2022 workbook,Irregular batches,XLSX,Open,ODbL (stated),Unknown (CKAN),https://www.data.gov.ma/data/dataset/indicateurs-sectoriels-2012-2022,https://www.data.gov.ma/,"National open workbook of sectoral indicators including agriculture, energy, water and transport proxies.",Mostly national aggregates — needs downscaling for city CCRA.,High,Primary official
Electricity consumption,MAR-A031,MAR-A031-CCRA-009,ONEE / ANRE — electricity production & consumption statistics,ONEE / ANRE,Vulnerability,Electricity consumption and system statistics (energy poverty / demand proxy),CCRA-009,Energy Security,Droughts; Heatwaves,Vulnerability,Morocco,National / concession areas (partial),other_or_mixed,present,Annual reports,Annual,PDF / tables,Partially open,Not identified,No,https://www.onee.ma/,https://www.anre.ma/,Utility/regulator electricity statistics; municipal customer-class open extracts remain thin (same pattern as GPC research).,Energy poverty not directly measured; city meter extracts rarely public.,Medium,Primary official
Energy poverty,MAR-A002,MAR-A002-CCRA-010,Cartographie de la pauvreté multidimensionnelle (Mai 2025),Haut-Commissariat au Plan (HCP),Vulnerability,Multidimensional poverty / deprivation mapping as income & social-vulnerability proxy,CCRA-010,Energy Security,Droughts; Heatwaves,Vulnerability,Morocco,Commune / quartier urbain / douar (as published in mapping products),neighborhood_or_small_area,present,Based on RGPH 2024 (+ prior dynamics),Ad hoc analytical releases,PDF report + associated local indicators (machine-readable GIS not always published),Open (report); GIS extract may be restricted/unpublished,Not identified,No,https://www.hcp.ma/Cartographie-de-la-pauvrete-multidimensionnelle-paysage-territorial-et-dynamique-Mai-2025_a4113.html,https://www.hcp.ma/Cartographie-de-la-pauvrete-multidimensionnelle-paysage-territorial-et-dynamique-Mai-2025_a4113.html,HCP multidimensional poverty cartography aiming at fine local deprivation pockets beyond monetary poverty.,Primary public artifact is analytical report; ready-to-use commune GIS layers not consistently open.,High,Primary official
Energy poverty,MAR-A031,MAR-A031-CCRA-010,ONEE / ANRE — electricity production & consumption statistics,ONEE / ANRE,Vulnerability,Electricity consumption and system statistics (energy poverty / demand proxy),CCRA-010,Energy Security,Droughts; Heatwaves,Vulnerability,Morocco,National / concession areas (partial),other_or_mixed,present,Annual reports,Annual,PDF / tables,Partially open,Not identified,No,https://www.onee.ma/,https://www.anre.ma/,Utility/regulator electricity statistics; municipal customer-class open extracts remain thin (same pattern as GPC research).,Energy poverty not directly measured; city meter extracts rarely public.,Medium,Primary official
Flood Threat Index,MAR-A007,MAR-A007-CCRA-011,"Morocco — Risk Assessment Indicators (HeiGIT GAIA / HDX, ADM2)",HeiGIT (via HDX),Hybrid,"ADM2 demographics, vulnerability, facilities, flood exposure composites",CCRA-011,Hydrogeological Disasters,Floods,Hazard,Morocco,Admin level 2,state_or_province,present,Pipeline build from WorldPop/OSM/GEE (published on HDX),As publisher refreshes,CSV,Open,See HDX dataset,Yes (HDX),https://data.humdata.org/dataset/morocco---risk-assessment-indicators,https://data.humdata.org/dataset/morocco---risk-assessment-indicators,Pre-aggregated risk-assessment indicators including flood exposure at 30 cm depth for multiple return periods.,"Province/prefecture grain — useful screening, not intra-city hotspots.",Medium,Research/NGO
Flood Threat Index,MAR-A008,MAR-A008-CCRA-011,Atlas des zones inondables — ABH du Tensift (web atlas),Agence de Bassin Hydraulique du Tensift (ABHT),Hazard,Flood hazard / probability zones (10/50/100-year) for Tensift basin,CCRA-011,Hydrogeological Disasters,Floods,Hazard,Tensift hydraulic basin (Marrakech region & surrounds),Hazard polygons / map services (viewer),modeled_grid,present,Operational atlas (viewer),Agency updates,Web GIS viewer (downloadability unclear),Open (viewer); bulk GIS may be restricted,Not identified,Unknown,https://atlas-inondation-tensift.ma/en/,https://atlas-inondation-tensift.ma/en/,Interactive flood atlas showing hazard zones vs buildings and development areas for the Tensift basin.,Regional only; national AZI coverage still incomplete (~6 provinces finished per 2026 reporting).,High,Primary official
Flood Threat Index,MAR-A009,MAR-A009-CCRA-011,Atlas des zones inondables (AZI) — programme national ABH / Intérieur,Agences de Bassins Hydrauliques + Ministère de l’Intérieur,Hazard,Official floodable-zone atlases (reference / centennial floods) — expanding national programme,CCRA-011,Hydrogeological Disasters,Floods,Hazard,Morocco (partial; expanding),Local flood polygons where studies completed,other_or_mixed,present,Studies staggered by basin/province,Ongoing programme,Study reports / cartography (open GIS uneven),Restricted / partial public,Not identified,No,https://medias24.com/2026/07/27/inondations-comment-le-maroc-veut-eviter-les-prochaines-catastrophes-1731259/,https://www.equipement.gov.ma/,National AZI programme; public reporting indicates limited completed provincial coverage with many studies underway.,Not a single open national download; city usability depends on whether the AOI’s ABH has published layers.,Medium,Primary official
Flood Threat Index,MAR-A010,MAR-A010-CCRA-011,JRC Global River Flood Hazard Maps v2.1,European Commission JRC,Hazard,Modeled river flood depth / hazard as Flood Threat proxy,CCRA-011,Hydrogeological Disasters,Floods,Hazard,Global (incl. Morocco),Raster flood hazard maps (return periods),modeled_grid,present,Model version 2.1,Product versions,GeoTIFF / CDS,Open,See JRC/CDS,Yes,https://data.jrc.ec.europa.eu/,https://data.jrc.ec.europa.eu/collection/id-0054,Global river flood hazard maps used in OEF catalog (`jrc_gloflor_v2`) as city flood-hazard gap-fill.,Fluvial focus; arid wadi / urban pluvial floods may be under-represented vs local AZI.,High,International modeled
Flood Threat Index,MAR-A011,MAR-A011-CCRA-011,WRI Aqueduct Flood Hazard Maps,World Resources Institute,Hazard,Alternate global flood hazard depths / return periods,CCRA-011,Hydrogeological Disasters,Floods,Hazard,Global (incl. Morocco),Raster,modeled_grid,present,Aqueduct flood v2 era,Product versions,GeoTIFF,Open,See WRI,Yes,https://www.wri.org/data/aqueduct-floods,https://www.wri.org/aqueduct,Global flood hazard layers (catalog: `wri_aqueduct_flood`).,Global model; validate against ABH AZI where available.,Medium,International modeled
Flood Threat Index,MAR-A012,MAR-A012-CCRA-011,"CHIRPS extreme precipitation indices (Rx5day, R90p/R95p/R99p) + climatology",UCSB Climate Hazards Center / CHIRPS (OEF transformations available),Hazard,Rx5day and related extreme precip indices for drought/flood climatic drivers,CCRA-011,Hydrogeological Disasters,Floods,Hazard,Global land (incl. Morocco),~0.05° raster,modeled_grid,present,1981–present daily; derived annual extremes,Near real-time CHIRPS,GeoTIFF / NetCDF,Open,Open (CHIRPS),Yes,https://www.chc.ucsb.edu/data/chirps,https://www.chc.ucsb.edu/data/chirps,Satellite-station blended precip widely validated for Morocco drought monitoring; OEF catalog has Rx5day derivatives.,Satellite product bias in mountains; not DGM station truth.,High,International modeled
Flood Threat Index,MAR-A017,MAR-A017-CCRA-011,Copernicus DEM GLO-30 (+ slope/HAND derivatives),ESA / Copernicus,Hazard,"Elevation/slope inputs for landslide threat, flood mechanisms, erosion context",CCRA-011,Hydrogeological Disasters,Floods,Hazard,Global (incl. Morocco),30 m,modeled_grid,n/a,DEM mosaic,Product versions,GeoTIFF (COG),Open,Copernicus,Yes,https://spacedata.copernicus.eu/,https://spacedata.copernicus.eu/collections/copernicus-digital-elevation-model,"DEM foundation for OEF landslide/flood mechanism layers (`copernicus_dem`, MERIT HAND).",Terrain driver only — not a full landslide threat index by itself.,High,International modeled
Flood Threat Index,MAR-A034,MAR-A034-CCRA-011,OEF CHIRPS–COPDEM Flood Risk Index (FRI) — global/present+SSP inputs,OEF geospatial-data transformations (CHIRPS + COPDEM),Hazard,Modeled flood risk index with 2030/2050 SSP slices,CCRA-011,Hydrogeological Disasters,Floods,Hazard,Global pipeline / city AOIs (product family),Model raster,modeled_grid,present;2030;2050,2024 baseline + future SSP slices in catalog,Internal releases,GeoTIFF / COG,Internal/open per OEF release policy,See OEF catalog,Via OEF catalog/tiles,https://github.com/Open-Earth-Foundation/geospatial-data,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/catalog/datasets.yaml,OEF catalog global FRI layers (chirps_copdem_fri_*): CHIRPS+COPDEM flood-risk index with present and SSP future slices. Input/product family distinct from the city flood_hazard ensemble (MAR-A035).,Model product — calibrate with ABH AZI when city is covered.,Medium,OEF derived screening
Flood Threat Index,MAR-A035,MAR-A035-CCRA-011,OEF Flood Hazard Score (city screening ensemble),Open Earth Foundation (geospatial-data / models/flood_hazard),Hazard,City-AOI flood hazard screening index (0–1) — operational Flood Threat Index,CCRA-011,Hydrogeological Disasters,Floods,Hazard,"Any city AOI with site config (published examples: Porto Alegre, MN cities). Pipeline-ready for Moroccan cities (Casablanca, Rabat, Marrakech, Tangier, Agadir, …).",~250 m city grid (normalized inside AOI),modeled_grid,present,Static ensemble of current global fluvial inputs,Per city pipeline run / catalog release,COG + XYZ visual/value tiles,Internal catalog/S3 when published for a city,CC BY 4.0,Tiles/COG via OEF geo-test-api when published,https://github.com/Open-Earth-Foundation/geospatial-data/tree/main/transformation/flood_hazard,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/docs/ccra_pipeline_architecture.md,"OEF flood hazard screening: weighted ensemble of JRC GLOFLO v2.1, Global Flood Database, WRI Aqueduct, and GFPLAIN250m on a common ~250 m city grid (layer_id flood_hazard). Catalog examples: poa_flood_hazard, plymouth_flood_hazard, …",Not yet published for Moroccan cities — requires site YAML + boundary run. Screening only (not loss). Prefer ABH AZI for local validation where available.,High,OEF derived screening
Flood Threat Index,MAR-A038,MAR-A038-CCRA-011,OEF Flood Risk Score H×E×V (city screening),Open Earth Foundation (geospatial-data / flood_risk),Hybrid,Composite flood risk R=(H×E×V)^(1/3) combining OEF flood hazard with city exposure & vulnerability,CCRA-011,Hydrogeological Disasters,Floods,Hazard,City AOI (published POA/MN). Runnable for MAR once H + local E/V exist.,~250 m (matches flood hazard grid),modeled_grid,present,Static composite from current H + E/V,Per city pipeline run,COG + tiles + optional zonal vector,Internal catalog/S3 when published,CC BY 4.0,Tiles/COG when published,https://github.com/Open-Earth-Foundation/geospatial-data/tree/main/transformation/flood_risk,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/docs/ccra_pipeline_architecture.md,"OEF flood risk screening product. Catalog examples: poa_flood_risk, plymouth_flood_risk. For MAR, E/V would use HCP/WorldPop analogues rather than ACS/IBGE.","Screening composite, not IPCC full risk or loss. MAR E/V inputs need local adaptation (RGPH/WorldPop).",High,OEF derived screening
Flood Threat Index,MAR-A043,MAR-A043-CCRA-011,OEF Flood / Heat / Landslide mechanism-type layers (NbS screening),Open Earth Foundation (models/nbs_*_mechanism_type),Hazard,Dominant mechanism class per cell (riverine/pluvial/…; UHI/shade; slope/rainfall…) supporting hazard interpretation,CCRA-011,Hydrogeological Disasters,Floods,Hazard,City AOI (published POA + MN mechanism layers). Runnable for MAR.,~250 m (flood/heat) / ~90 m (landslide),modeled_grid,present,Static screening classification,Per city NbS screening run,Categorical COG + GeoJSON QA,Internal catalog/S3 when published,CC BY 4.0,Tiles/COG when published,https://github.com/Open-Earth-Foundation/geospatial-data/tree/main/transformation/nbs_screening,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/collections/layers.yaml,"OEF mechanism-type rasters for flood, heat, and landslide (catalog: poa_*_mechanism_type, plymouth_*, …). Flood drainage_constrained class is a proxy until municipal drainage data exists — relevant to CCRA-039 gap.",Screening classification only. Drainage-constrained remains a proxy (ties to stormwater coverage gap).,Medium,OEF derived screening
Food production and marketing,MAR-A024,MAR-A024-CCRA-012,"Indicateurs sectoriels (agriculture, énergie, eau, transport…) — data.gov.ma",Portail Open Data Maroc (sources administratives),Hybrid,"National sector indicators: precip means, crops, livestock, energy balance, water, roads",CCRA-012,Food Security,Droughts; Floods,Vulnerability,Morocco,National (some series),national,present,~2012–2022 workbook,Irregular batches,XLSX,Open,ODbL (stated),Unknown (CKAN),https://www.data.gov.ma/data/dataset/indicateurs-sectoriels-2012-2022,https://www.data.gov.ma/,"National open workbook of sectoral indicators including agriculture, energy, water and transport proxies.",Mostly national aggregates — needs downscaling for city CCRA.,High,Primary official
Food production and marketing,MAR-A025,MAR-A025-CCRA-012,Agriculture et pêche — open data MEF / data.gov.ma,Ministère de l’Économie et des Finances (via data.gov.ma),Exposure,Agriculture & fisheries statistics tables,CCRA-012,Food Security,Droughts; Floods,Vulnerability,Morocco,National / sector tables,national,present,Multi-year series (portal resource),Portal updates,Tables / portal resources,Open,ODbL (portal),Yes (CKAN JSON),https://data.gov.ma/data/dataset/agriculture-et-peche,https://data.gov.ma/data/dataset/agriculture-et-peche,Open agriculture & fisheries datasets on the national portal.,Limited city/commune agricultural establishment density; MAPMDREF yearbooks may be richer but PDF-heavy.,Medium,Primary official
Food production and marketing,MAR-A026,MAR-A026-CCRA-012,Crop and irrigation types ground-truth (5 major agricultural regions),Research dataset (Sci Data / Nature portfolio),Vulnerability,Parcel-level crop type + irrigation system (dependence on irrigation proxy),CCRA-012,Food Security,Droughts; Floods,Vulnerability,"El Gharb, Tadla, Doukkala, El Haouz, Souss","~10,000 geolocated parcels",facility_or_asset,present,Dec 2023–Jan 2025 survey window,One-off research release,Geodata + photos,Open,See article,No,https://doi.org/10.1038/s41597-026-06993-y,https://doi.org/10.1038/s41597-026-06993-y,Open ground-truth parcels with irrigation system labels across Morocco’s main irrigated plains.,Not national complete; sample for EO calibration rather than census of all irrigated land.,High,Research/NGO
Forest cover,MAR-A019,MAR-A019-CCRA-013,Hansen Global Forest Change (treecover / loss),UMD / GLAD,Hybrid,Forest cover and forest loss,CCRA-013,Infrastructures,Erosions; Heatwave,Vulnerability,Global (incl. Morocco),~30 m,modeled_grid,present,2000 baseline + annual loss,Annual,GeoTIFF,Open,CC BY 4.0,Yes (GEE),https://glad.earthengine.app/view/global-forest-change,https://storage.googleapis.com/earthenginepartners-hansen/GFC-2023-v1.11/download.html,"Standard forest cover/loss product (OEF catalog: `hansen_forest_change`, `hansen_treecover2000`).",Dryland/argan systems may be poorly captured as ‘forest’.,High,International modeled
Forest cover,MAR-A020,MAR-A020-CCRA-013,ESA WorldCover / Dynamic World land cover,ESA / Google+WRI (Dynamic World),Hybrid,Natural vegetation cover and land-cover context,CCRA-013,Infrastructures,Erosions; Heatwave,Vulnerability,Global (incl. Morocco),10 m,modeled_grid,present,Annual / near-real-time (DW),Product cadence,GeoTIFF / GEE,Open,Open (see product),Yes,https://esa-worldcover.org/,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1,Land-cover rasters for natural vegetation and agricultural land proxies.,Class confusion in mosaic landscapes; not a biodiversity intactness metric.,High,International modeled
