indicator_name,dataset_id,row_id,dataset_name,publisher,dataset_type,information_requirements_satisfied,related_ccra_indicator,sectors_served,climatic_risks_served,risk_components,geographic_coverage,geographic_granularity,granularity_class,horizons_covered,temporal_coverage,update_frequency,data_format,open_restricted,license,api_available,download_url,documentation_url,short_description,limitations,confidence_level,authoritative_tier
Confirmed disease cases,GBR-A005,GBR-A005-CCRA-007,NHS Digital / ODS health sites + OSM healthcare POIs,NHS England / OSM,Vulnerability,Health facility density and access proxies,CCRA-007,Public Health,Diseases,Vulnerability,England (NHS ODS); UK via OSM; devolved health orgs for Scotland/Wales/NI,Facility points,facility_or_asset,present,Ongoing,Continuous/periodic,CSV / GeoJSON,Open (ODS/OSM),OGL / ODbL,Yes,https://digital.nhs.uk/services/organisation-data-service,https://www.england.nhs.uk/,Official NHS organisation locations plus OSM — strong facility density layer.,Confirmed disease cases: UKHSA surveillance not open as city GIS — soft gap; use health deprivation/IMD health domain as proxy.,High,Primary official
Dependence on large-scale irrigation,GBR-A016,GBR-A016-CCRA-008,"Defra / RPA agricultural land classification, June Survey, Crop Map of England",Defra / RPA / devolved administrations,Exposure,"Agricultural land area, production, holdings, irrigation context",CCRA-008,Food Security,Droughts,Vulnerability,UK (nation-specific agri stats),Field/parcel products (CROME/CE) + survey geographies,facility_or_asset,present,Annual surveys / crop maps,Annual,GeoTIFF / tables,Open / registration,OGL,Partial,https://www.data.gov.uk/,https://www.gov.uk/government/organisations/department-for-environment-food-rural-affairs,Strong agri exposure stack for food-security indicators.,Irrigation dependence less central than in arid countries; still map irrigated holdings where published.,High,Primary official
Electricity consumption,GBR-A023,GBR-A023-CCRA-009,DESNZ DUKES / Digest of UK Energy Statistics; subnational electricity & gas; WRI power plants,DESNZ / WRI,Hybrid,Electricity consumption and power generation facilities; energy poverty proxies,CCRA-009,Energy Security,Droughts; Heatwaves,Vulnerability,UK,LSOA/MSOA meters (elec/gas); facility points for plants,neighborhood_or_small_area,present,Annual DUKES + subnational meter series,Annual,CSV / tables,Open,OGL,Partial,https://www.gov.uk/government/collections/sub-national-electricity-consumption-data,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,Unusually strong subnational electricity/gas consumption to LSOA/MSOA; power plant locations via DESNZ/WRI.,Energy poverty needs fuel poverty statistics (DESNZ) as dedicated indicator.,High,Primary official
Energy poverty,GBR-A001,GBR-A001-CCRA-010,"ONS Census 2021 — population, age/sex, housing & deprivation dimensions (LSOA/MSOA)",Office for National Statistics (ONS),Hybrid,"Population density, age distribution, housing/WASH proxies, household deprivation for E/V",CCRA-010,Energy Security,Droughts; Heatwaves,Vulnerability,England & Wales (Census 2021); Scotland/NI via NRS/NISRA parallels,LSOA / MSOA (OA available for some themes),neighborhood_or_small_area,present,2021 Census,Census cycle (10 years),CSV / Nomis / ONS API,Open,OGL / ONS terms,Yes,https://www.ons.gov.uk/census,https://www.ons.gov.uk/,"UK gold-standard neighbourhood E/V: age, housing (central heating/overcrowding), deprivation dimensions at LSOA — city CCRA ready.",Piped water nearly universal in urban UK; use housing deprivation carefully. Devolved stats for Scotland/NI.,High,Primary official
Energy poverty,GBR-A002,GBR-A002-CCRA-010,English Indices of Deprivation (IoD/IMD) + Welsh/Scottish/NI IMD,MHCLG / Welsh Government / Scottish Government / NISRA,Vulnerability,"Income and multi-domain deprivation (income, health, barriers to services, living environment)",CCRA-010,Energy Security,Droughts; Heatwaves,Vulnerability,UK (nation-specific IMD products),LSOA (E/W); Data Zones (Scotland); SOA (NI),neighborhood_or_small_area,present,IoD2025 (England) and prior nation releases,Periodic national updates,CSV,Open,OGL,No bulk,https://www.gov.uk/government/statistics/english-indices-of-deprivation-2025,https://data.geods.ac.uk/dataset/index-of-multiple-deprivation-imd,Canonical small-area income/deprivation for vulnerability — preferred income proxy for English LSOAs.,Nation methodologies differ; do not naively merge ranks across UK without harmonisation.,High,Primary official
Energy poverty,GBR-A023,GBR-A023-CCRA-010,DESNZ DUKES / Digest of UK Energy Statistics; subnational electricity & gas; WRI power plants,DESNZ / WRI,Hybrid,Electricity consumption and power generation facilities; energy poverty proxies,CCRA-010,Energy Security,Droughts; Heatwaves,Vulnerability,UK,LSOA/MSOA meters (elec/gas); facility points for plants,neighborhood_or_small_area,present,Annual DUKES + subnational meter series,Annual,CSV / tables,Open,OGL,Partial,https://www.gov.uk/government/collections/sub-national-electricity-consumption-data,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,Unusually strong subnational electricity/gas consumption to LSOA/MSOA; power plant locations via DESNZ/WRI.,Energy poverty needs fuel poverty statistics (DESNZ) as dedicated indicator.,High,Primary official
Energy poverty,GBR-A024,GBR-A024-CCRA-010,DESNZ Fuel Poverty statistics (England) + devolved fuel poverty measures,DESNZ / devolved governments,Vulnerability,Energy poverty,CCRA-010,Energy Security,Droughts; Heatwaves,Vulnerability,England (LSOA modelled estimates); nation-specific measures elsewhere,LSOA (England),neighborhood_or_small_area,present,Annual fuel poverty series,Annual,CSV,Open,OGL,No,https://www.gov.uk/government/collections/fuel-poverty-statistics,https://www.gov.uk/government/collections/fuel-poverty-statistics,Official fuel poverty estimates — direct Energy poverty indicator for English neighbourhoods.,Definition differs by UK nation.,High,Primary official
Flood Threat Index,GBR-A006,GBR-A006-CCRA-011,Environment Agency — Risk of Flooding from Rivers and Sea (RoFRS) + climate-change scenarios,Environment Agency (Defra DSP),Hazard,Primary Flood Threat Index for rivers & sea (present + UKCP18 climate change),CCRA-011,Hydrogeological Disasters,Floods,Hazard,England (SEPA/NRW/DfI NI equivalents for DAs),National modelled flood risk extents/depths,modeled_grid,present;2030;2050,NaFRA 2024 refresh; CC allowances to ~2050s/2065,AsNeeded / programme updates,GDB / WMS / WFS / SFTP,Open,OGL / EA terms on DSP,Yes (WMS/WFS/OGC),https://www.data.gov.uk/dataset/0158a888-66c8-4471-9c30-856911c3ac13/risk-of-flooding-from-rivers-and-sea-climate-change-1,https://environment.data.gov.uk/,Authoritative English flood risk from rivers and sea including climate-change scenarios (UKCP18) — strongest Flood Threat product for GBR cities in England.,England-focused product family; use SEPA Flood Maps / NRW / DfI for Scotland/Wales/NI.,High,Primary official
Flood Threat Index,GBR-A007,GBR-A007-CCRA-011,Environment Agency — Risk of Flooding from Surface Water (RoFSW) + climate change,Environment Agency,Hazard,Pluvial/surface-water flood threat (closely related to urban drainage performance),CCRA-011,Hydrogeological Disasters,Floods,Hazard,England (+ LLFA local enhancements),National surface-water extents/depths/hazards,modeled_grid,present;2030;2050,NaFRA surface water + 2050s CC central allowance,AsNeeded,GDB / WMS / SFTP,Open,OGL / EA terms,Yes,https://www.data.gov.uk/dataset/ca2b02ce-3115-4949-94ce-592bdbb9c717/risk-of-flooding-from-surface-water-climate-change-1,https://environment.data.gov.uk/,National surface-water flood risk — critical urban flood hazard; proxies drainage stress but is NOT measured stormwater network coverage.,Still emit stormwater coverage as soft/hard gap for pipe-network % coverage; RoFSW is hazard outcome not asset inventory.,High,Primary official
Flood Threat Index,GBR-A008,GBR-A008-CCRA-011,Flood Map for Planning — Flood Zones (+ climate change),Environment Agency,Hazard,Planning flood zones (FZ2/FZ3) present and with climate change,CCRA-011,Hydrogeological Disasters,Floods,Hazard,England,Flood zone polygons,modeled_grid,present;2030;2050,2025+ NaFRA-aligned products,AsNeeded,GPKG / GeoJSON / WMS/WFS,Open,OGL / EA,Yes,https://www.data.gov.uk/dataset/77931470-ee6b-4f8e-8868-82842aed2e5d/flood-map-for-planning-flood-zones-plus-climate-change,https://www.gov.uk/guidance/updates-to-national-flood-and-coastal-erosion-risk-information,Statutory planning flood zones with climate-change extents — essential for households in hazard-prone areas.,Ignores defences in zone definition (by design for planning).,High,Primary official
Flood Threat Index,GBR-A013,GBR-A013-CCRA-011,NASA LHASA + Copernicus DEM (landslide drivers / global hazard),NASA / ESA,Hazard,Global landslide hazard and DEM drivers,CCRA-011,Hydrogeological Disasters,Floods,Hazard,UK,~1 km / 30 m,modeled_grid,present,Model/DEM,Product versions,GeoTIFF,Open,See publishers,Yes,https://gpm.nasa.gov/landslides/,https://spacedata.copernicus.eu/,Open global complement where BGS licence blocks bulk use; also feeds OEF landslide_hazard.,Prefer BGS when licence allows.,Medium,International modeled
Flood Threat Index,GBR-A014,GBR-A014-CCRA-011,CHIRPS / ERA5-Land / OEF HWM & FRI inputs,UCSB / ECMWF / OEF,Hazard,"Rx5day, CDD, heatwave, FRI futures as ensemble gap-fills",CCRA-011,Hydrogeological Disasters,Floods,Hazard,Global (incl. UK),0.05°–0.1°,modeled_grid,present;2030;2050,Multi-decadal + OEF futures,Near real-time / CDS,GeoTIFF / NetCDF,Open,Open/Copernicus,Yes,https://www.chc.ucsb.edu/data/chirps,https://cds.climate.copernicus.eu/,Global extremes + OEF derivatives; secondary to UKCP18/HadUK-Grid/EA for UK citation.,Prefer Met Office/EA for official UK assessments.,High,International modeled
Flood Threat Index,GBR-A027,GBR-A027-CCRA-011,JRC / WRI global flood rasters (OEF flood_hazard inputs),JRC / WRI,Hazard,Global fluvial flood alternatives,CCRA-011,Hydrogeological Disasters,Floods,Hazard,Global (incl. UK),Raster,modeled_grid,present,Model vintages,Product versions,GeoTIFF,Open,See publishers,Yes,https://data.jrc.ec.europa.eu/,https://www.wri.org/aqueduct,OEF ensemble inputs — secondary to EA NaFRA for UK.,Prefer EA.,High,International modeled
Flood Threat Index,GBR-A028,GBR-A028-CCRA-011,OEF CHIRPS–COPDEM Flood Risk Index (FRI) — present+SSP,Open Earth Foundation,Hazard,FRI futures complement to EA climate-change flood layers,CCRA-011,Hydrogeological Disasters,Floods,Hazard,Global / city AOIs,Model raster,modeled_grid,present;2030;2050,2024 + SSP,Internal,COG,Internal/open per OEF,See catalog,Via catalog,https://github.com/Open-Earth-Foundation/geospatial-data,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/catalog/datasets.yaml,OEF FRI — optional SSP ensemble alongside EA UKCP18 flood CC.,Prefer EA for UK official flood futures.,Medium,OEF derived screening
Flood Threat Index,GBR-A029,GBR-A029-CCRA-011,OEF Flood Hazard Score (city screening ensemble),Open Earth Foundation (models/flood_hazard),Hazard,City flood hazard ensemble (0–1),CCRA-011,Hydrogeological Disasters,Floods,Hazard,"Pipeline-ready for UK cities (London, Manchester, Birmingham, Glasgow, Cardiff, Belfast, …)",~250 m,modeled_grid,present,Static ensemble,Per city run,COG + tiles,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/tree/main/transformation/flood_hazard,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/docs/ccra_pipeline_architecture.md,OEF flood_hazard — cross-check only; EA RoFRS/RoFSW preferred as primary H.,Not a substitute for NaFRA/planning zones.,High,OEF derived screening
Flood Threat Index,GBR-A032,GBR-A032-CCRA-011,OEF Flood Risk Score H×E×V (city screening),Open Earth Foundation (flood_risk),Hybrid,R=(H×E×V)^(1/3) with ONS/IMD E/V; optional EA H,CCRA-011,Hydrogeological Disasters,Floods,Hazard,Pipeline-ready,~250 m,modeled_grid,present,Static,Per city run,COG + tiles,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/tree/main/transformation/flood_risk,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/docs/ccra_pipeline_architecture.md,OEF flood risk packaging; UK can feed LSOA E/V and optionally EA hazard.,EA H adapter optional.,High,OEF derived screening
Flood Threat Index,GBR-A037,GBR-A037-CCRA-011,OEF Flood / Heat / Landslide mechanism-type layers (NbS screening),Open Earth Foundation (nbs_*_mechanism_type),Hazard,Mechanism classes; drainage_constrained relates to RoFSW but ≠ pipe coverage,CCRA-011,Hydrogeological Disasters,Floods,Hazard,Pipeline-ready,~250 m / ~90 m,modeled_grid,present,Static,Per NbS run,Categorical COG,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/tree/main/transformation/nbs_screening,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/collections/layers.yaml,"OEF mechanism-type layers. For stormwater asset coverage, still treat as proxy; RoFSW is better flood outcome layer.",Screening only.,Medium,OEF derived screening
Food production and marketing,GBR-A016,GBR-A016-CCRA-012,"Defra / RPA agricultural land classification, June Survey, Crop Map of England",Defra / RPA / devolved administrations,Exposure,"Agricultural land area, production, holdings, irrigation context",CCRA-012,Food Security,Droughts; Floods,Vulnerability,UK (nation-specific agri stats),Field/parcel products (CROME/CE) + survey geographies,facility_or_asset,present,Annual surveys / crop maps,Annual,GeoTIFF / tables,Open / registration,OGL,Partial,https://www.data.gov.uk/,https://www.gov.uk/government/organisations/department-for-environment-food-rural-affairs,Strong agri exposure stack for food-security indicators.,Irrigation dependence less central than in arid countries; still map irrigated holdings where published.,High,Primary official
Forest cover,GBR-A017,GBR-A017-CCRA-013,National Forest Inventory / Forest Research + Hansen GFC + Living England/Wales land cover,Forest Research / JNCC / UMD / EA,Hybrid,"Forest cover, forest loss, natural vegetation",CCRA-013,Infrastructures,Erosions; Heatwave,Vulnerability,UK,NFI / 10–25 m land cover,modeled_grid,present,NFI cycles + annual Hansen,Periodic/annual,GeoTIFF / GPKG,Open,OGL / CC BY,Yes,https://www.forestresearch.gov.uk/,https://www.data.gov.uk/,Official forest inventory plus EO land cover for vegetation/erosion context.,Combine NFI with Hansen for loss.,High,Primary official
Forest loss,GBR-A017,GBR-A017-CCRA-014,National Forest Inventory / Forest Research + Hansen GFC + Living England/Wales land cover,Forest Research / JNCC / UMD / EA,Hybrid,"Forest cover, forest loss, natural vegetation",CCRA-014,Public Health,Diseases,Exposure,UK,NFI / 10–25 m land cover,modeled_grid,present,NFI cycles + annual Hansen,Periodic/annual,GeoTIFF / GPKG,Open,OGL / CC BY,Yes,https://www.forestresearch.gov.uk/,https://www.data.gov.uk/,Official forest inventory plus EO land cover for vegetation/erosion context.,Combine NFI with Hansen for loss.,High,Primary official
Health and basic services access,GBR-A001,GBR-A001-CCRA-015,"ONS Census 2021 — population, age/sex, housing & deprivation dimensions (LSOA/MSOA)",Office for National Statistics (ONS),Hybrid,"Population density, age distribution, housing/WASH proxies, household deprivation for E/V",CCRA-015,Food Security; Public Health; Water Resources,Diseases; Droughts; Floods; Heatwaves,Exposure,England & Wales (Census 2021); Scotland/NI via NRS/NISRA parallels,LSOA / MSOA (OA available for some themes),neighborhood_or_small_area,present,2021 Census,Census cycle (10 years),CSV / Nomis / ONS API,Open,OGL / ONS terms,Yes,https://www.ons.gov.uk/census,https://www.ons.gov.uk/,"UK gold-standard neighbourhood E/V: age, housing (central heating/overcrowding), deprivation dimensions at LSOA — city CCRA ready.",Piped water nearly universal in urban UK; use housing deprivation carefully. Devolved stats for Scotland/NI.,High,Primary official
Health and basic services access,GBR-A002,GBR-A002-CCRA-015,English Indices of Deprivation (IoD/IMD) + Welsh/Scottish/NI IMD,MHCLG / Welsh Government / Scottish Government / NISRA,Vulnerability,"Income and multi-domain deprivation (income, health, barriers to services, living environment)",CCRA-015,Food Security; Public Health; Water Resources,Diseases; Droughts; Floods; Heatwaves,Exposure,UK (nation-specific IMD products),LSOA (E/W); Data Zones (Scotland); SOA (NI),neighborhood_or_small_area,present,IoD2025 (England) and prior nation releases,Periodic national updates,CSV,Open,OGL,No bulk,https://www.gov.uk/government/statistics/english-indices-of-deprivation-2025,https://data.geods.ac.uk/dataset/index-of-multiple-deprivation-imd,Canonical small-area income/deprivation for vulnerability — preferred income proxy for English LSOAs.,Nation methodologies differ; do not naively merge ranks across UK without harmonisation.,High,Primary official
Health and basic services access,GBR-A005,GBR-A005-CCRA-015,NHS Digital / ODS health sites + OSM healthcare POIs,NHS England / OSM,Vulnerability,Health facility density and access proxies,CCRA-015,Food Security; Public Health; Water Resources,Diseases; Droughts; Floods; Heatwaves,Exposure,England (NHS ODS); UK via OSM; devolved health orgs for Scotland/Wales/NI,Facility points,facility_or_asset,present,Ongoing,Continuous/periodic,CSV / GeoJSON,Open (ODS/OSM),OGL / ODbL,Yes,https://digital.nhs.uk/services/organisation-data-service,https://www.england.nhs.uk/,Official NHS organisation locations plus OSM — strong facility density layer.,Confirmed disease cases: UKHSA surveillance not open as city GIS — soft gap; use health deprivation/IMD health domain as proxy.,High,Primary official
Health facility density,GBR-A005,GBR-A005-CCRA-016,NHS Digital / ODS health sites + OSM healthcare POIs,NHS England / OSM,Vulnerability,Health facility density and access proxies,CCRA-016,Public Health,Diseases; Heatwaves,Vulnerability,England (NHS ODS); UK via OSM; devolved health orgs for Scotland/Wales/NI,Facility points,facility_or_asset,present,Ongoing,Continuous/periodic,CSV / GeoJSON,Open (ODS/OSM),OGL / ODbL,Yes,https://digital.nhs.uk/services/organisation-data-service,https://www.england.nhs.uk/,Official NHS organisation locations plus OSM — strong facility density layer.,Confirmed disease cases: UKHSA surveillance not open as city GIS — soft gap; use health deprivation/IMD health domain as proxy.,High,Primary official
Households in hazard-prone areas,GBR-A003,GBR-A003-CCRA-017,ONS / OS Boundary-Line & Census geographies (OA/LSOA/MSOA/LAD),ONS / Ordnance Survey,Boundary,Official statistical and admin boundaries for city AOI and joins,CCRA-017,Hydrogeological Disasters,Floods; Landslides,Exposure,UK,OA → LAD,neighborhood_or_small_area,n/a,2021 census geographies + updates,Periodic,SHP / GPKG,Open,OGL / OS OpenData,Yes,https://geoportal.statistics.gov.uk/,https://www.ordnancesurvey.co.uk/products/boundary-line,Standard UK geography stack for census/IMD joins and hazard overlays.,Keep geography vintage matched to attribute tables (2011 vs 2021 LSOA).,High,Primary official
Households in hazard-prone areas,GBR-A004,GBR-A004-CCRA-017,WorldPop / GHSL population grids (UK),WorldPop / JRC,Exposure,Alternate gridded population,CCRA-017,Hydrogeological Disasters,Floods; Landslides,Exposure,UK,~100 m,modeled_grid,present;2030,Multi-epoch,Product releases,GeoTIFF,Open,CC BY / JRC,Yes,https://hub.worldpop.org/,https://ghsl.jrc.ec.europa.eu/,Continuous population rasters; prefer ONS LSOA for official counts.,Modeled vs census.,High,International modeled
Households in hazard-prone areas,GBR-A006,GBR-A006-CCRA-017,Environment Agency — Risk of Flooding from Rivers and Sea (RoFRS) + climate-change scenarios,Environment Agency (Defra DSP),Hazard,Primary Flood Threat Index for rivers & sea (present + UKCP18 climate change),CCRA-017,Hydrogeological Disasters,Floods; Landslides,Exposure,England (SEPA/NRW/DfI NI equivalents for DAs),National modelled flood risk extents/depths,modeled_grid,present;2030;2050,NaFRA 2024 refresh; CC allowances to ~2050s/2065,AsNeeded / programme updates,GDB / WMS / WFS / SFTP,Open,OGL / EA terms on DSP,Yes (WMS/WFS/OGC),https://www.data.gov.uk/dataset/0158a888-66c8-4471-9c30-856911c3ac13/risk-of-flooding-from-rivers-and-sea-climate-change-1,https://environment.data.gov.uk/,Authoritative English flood risk from rivers and sea including climate-change scenarios (UKCP18) — strongest Flood Threat product for GBR cities in England.,England-focused product family; use SEPA Flood Maps / NRW / DfI for Scotland/Wales/NI.,High,Primary official
Households in hazard-prone areas,GBR-A007,GBR-A007-CCRA-017,Environment Agency — Risk of Flooding from Surface Water (RoFSW) + climate change,Environment Agency,Hazard,Pluvial/surface-water flood threat (closely related to urban drainage performance),CCRA-017,Hydrogeological Disasters,Floods; Landslides,Exposure,England (+ LLFA local enhancements),National surface-water extents/depths/hazards,modeled_grid,present;2030;2050,NaFRA surface water + 2050s CC central allowance,AsNeeded,GDB / WMS / SFTP,Open,OGL / EA terms,Yes,https://www.data.gov.uk/dataset/ca2b02ce-3115-4949-94ce-592bdbb9c717/risk-of-flooding-from-surface-water-climate-change-1,https://environment.data.gov.uk/,National surface-water flood risk — critical urban flood hazard; proxies drainage stress but is NOT measured stormwater network coverage.,Still emit stormwater coverage as soft/hard gap for pipe-network % coverage; RoFSW is hazard outcome not asset inventory.,High,Primary official
Households in hazard-prone areas,GBR-A008,GBR-A008-CCRA-017,Flood Map for Planning — Flood Zones (+ climate change),Environment Agency,Hazard,Planning flood zones (FZ2/FZ3) present and with climate change,CCRA-017,Hydrogeological Disasters,Floods; Landslides,Exposure,England,Flood zone polygons,modeled_grid,present;2030;2050,2025+ NaFRA-aligned products,AsNeeded,GPKG / GeoJSON / WMS/WFS,Open,OGL / EA,Yes,https://www.data.gov.uk/dataset/77931470-ee6b-4f8e-8868-82842aed2e5d/flood-map-for-planning-flood-zones-plus-climate-change,https://www.gov.uk/guidance/updates-to-national-flood-and-coastal-erosion-risk-information,Statutory planning flood zones with climate-change extents — essential for households in hazard-prone areas.,Ignores defences in zone definition (by design for planning).,High,Primary official
Households in hazard-prone areas,GBR-A009,GBR-A009-CCRA-017,National Coastal Erosion Risk Mapping (NCERM) 2024,Environment Agency,Hazard,Coastal erosion risk with UKCP18 sea-level rise allowances (to 2055/2105),CCRA-017,Hydrogeological Disasters,Floods; Landslides,Exposure,England coast,Coastal frontage erosion risk zones,modeled_grid,present;2030;2050,Present day 2020; medium term to 2055; long term to 2105,Expected yearly-ish after 2026,WMS/WFS / downloads,Open,OGL / EA,Yes,https://environment.data.gov.uk/dataset/9fede91f-5acd-4fd2-9bd8-98153fa3c2ff,https://www.gov.uk/guidance/updates-to-national-flood-and-coastal-erosion-risk-information,National coastal erosion risk including SLR-driven future scenarios — pairs with RoFRS sea flooding for coastal cities.,England; Scotland/Wales/NI have separate coastal products.,High,Primary official
