indicator_name,dataset_id,row_id,dataset_name,publisher,dataset_type,information_requirements_satisfied,related_ccra_indicator,sectors_served,climatic_risks_served,risk_components,geographic_coverage,geographic_granularity,granularity_class,horizons_covered,temporal_coverage,update_frequency,data_format,open_restricted,license,api_available,download_url,documentation_url,short_description,limitations,confidence_level,authoritative_tier
Confirmed disease cases,ARG-A005,ARG-A005-CCRA-007,Ministerio de Salud / provincial health open data + OSM healthcare POIs,Ministerio de Salud / provincias / OSM,Vulnerability,Health facility density; disease surveillance aggregates (soft),CCRA-007,Public Health,Diseases,Vulnerability,Argentina,Facility points; departamento/partido for surveillance tables,facility_or_asset,present,Ongoing,Periodic,CSV / GeoJSON,Partially open,Varies / ODbL,Partial,https://www.argentina.gob.ar/salud,https://datos.gob.ar/,Establecimientos de salud + OSM for facility density; SNVS aggregates for disease (not case GIS).,Confirmed disease cases lack open city-block GIS — soft gap.,Medium,Secondary official
Dependence on large-scale irrigation,ARG-A014,ARG-A014-CCRA-008,INDEC Censo Nacional Agropecuario 2018 + MAGyP land use / irrigation statistics,"INDEC / Ministerio de Agricultura, Ganadería y Pesca",Exposure,"Agricultural land, establishments, production, irrigation dependence",CCRA-008,Food Security,Droughts,Vulnerability,Argentina,Departamento / partido; some raster land-use products,state_or_province,present,CNA 2018; MAGyP annual,Census / annual,Tables / GIS varying,Open,INDEC / MAGyP,Partial,https://www.indec.gob.ar/indec/web/Nivel4-Tema-3-8-87,https://www.argentina.gob.ar/agricultura,Strong agri exposure stack for food-security and irrigation dependence (critical in Cuyo/NOA).,Departamento grain often needs downscaling for city AOI; peri-urban farms matter for metros.,High,Primary official
Electricity consumption,ARG-A020,ARG-A020-CCRA-009,CAMMESA / Secretaría de Energía generation & SESCO; WRI Global Power Plant Database,CAMMESA / Secretaría de Energía / WRI,Exposure,Power generation facilities,CCRA-009,Energy Security,Droughts; Heatwaves,Vulnerability,Argentina,Facility points,facility_or_asset,present,Ongoing registers,Periodic,CSV / tables / open data,Open,Gov AR / CC BY,Partial,https://cammesaweb.cammesa.com/,https://www.argentina.gob.ar/economia/energia,Official generation locations for Energy Security exposure.,Distributed/behind-meter incomplete.,High,Primary official
Electricity consumption,ARG-A021,ARG-A021-CCRA-009,Balance Energético Nacional (BEN) / CAMMESA demand; ENRE–ENARGAS; census energy proxies,Secretaría de Energía / CAMMESA / reguladores,Vulnerability,Electricity consumption; energy poverty proxies with Census NBI + fuel/cooking fields,CCRA-009,Energy Security,Droughts; Heatwaves,Vulnerability,Argentina,Province / distributor; radio via census proxies,other_or_mixed,present,Annual BEN; census 2022,Annual / census,Tables / CSV,Partially open,Gov AR,Partial,https://www.argentina.gob.ar/economia/energia,https://datos.gob.ar/,National/provincial electricity use; neighbourhood energy poverty via Census NBI/housing energy fields (no SEIFA-style fuel poverty product).,Municipal meter extracts heterogeneous (same GPC pattern).,Medium,Primary official
Energy poverty,ARG-A001,ARG-A001-CCRA-010,"INDEC Censo Nacional de Población, Hogares y Viviendas 2022 — radios censales (edad, NBI, vivienda, agua/saneamiento)",Instituto Nacional de Estadística y Censos (INDEC),Hybrid,"Population density, age, NBI/income proxies, water/sanitation, housing for E/V",CCRA-010,Energy Security,Droughts; Heatwaves,Vulnerability,Argentina,Radio censal (urban blocks ≈ neighbourhood); fracción/departamento for some tables,neighborhood_or_small_area,present,2022 Census (+ 2010 comparable themes),Census cycle (~10 years),REDATAM / CSV / Portal Geoestadístico,Open (aggregates); microdata via REDATAM,INDEC terms / open data,Partial (geo portal),https://www.indec.gob.ar/indec/web/Nivel4-Tema-2-41-165,https://portalgeoestadistico.indec.gob.ar/,"National E/V backbone at radio censal: age, NBI, dwelling services — city CCRA ready for CABA/AMBA/Rosario/Córdoba/etc.",Some REDATAM themes publish slowly; radio topology may need CONICET-corrected geometries for GIS joins.,High,Primary official
Energy poverty,ARG-A002,ARG-A002-CCRA-010,INDEC NBI / EPH poverty & income indicators (aglomerados + census NBI at radio),INDEC,Vulnerability,Income / poverty / NBI for vulnerability,CCRA-010,Energy Security,Droughts; Heatwaves,Vulnerability,Argentina (EPH major agglomerations; NBI census nationwide),Radio (NBI census); aglomerado urbano (EPH),neighborhood_or_small_area,present,Census 2022 NBI; EPH quarterly,Census / quarterly EPH,Tables / REDATAM,Open aggregates,INDEC,Partial,https://www.indec.gob.ar/,https://www.indec.gob.ar/indec/web/Nivel3-Tema-4-46,NBI at radio + EPH income/poverty for agglomerations — primary Income indicator path (no SEIFA/IMD equivalent).,EPH not radio-level; use census NBI/education/occupation for neighbourhood V outside EPH cities.,High,Primary official
Energy poverty,ARG-A021,ARG-A021-CCRA-010,Balance Energético Nacional (BEN) / CAMMESA demand; ENRE–ENARGAS; census energy proxies,Secretaría de Energía / CAMMESA / reguladores,Vulnerability,Electricity consumption; energy poverty proxies with Census NBI + fuel/cooking fields,CCRA-010,Energy Security,Droughts; Heatwaves,Vulnerability,Argentina,Province / distributor; radio via census proxies,other_or_mixed,present,Annual BEN; census 2022,Annual / census,Tables / CSV,Partially open,Gov AR,Partial,https://www.argentina.gob.ar/economia/energia,https://datos.gob.ar/,National/provincial electricity use; neighbourhood energy poverty via Census NBI/housing energy fields (no SEIFA-style fuel poverty product).,Municipal meter extracts heterogeneous (same GPC pattern).,Medium,Primary official
Flood Threat Index,ARG-A006,ARG-A006-CCRA-011,INA / provincial flood hazard & floodplain studies + CABA/AMBA inundación open layers,Instituto Nacional del Agua (INA) / provincias / CABA,Hazard,Primary Flood Threat path where local studies/maps exist,CCRA-011,Hydrogeological Disasters,Floods,Hazard,"Argentina (uneven; stronger in AMBA, litoral, major rivers)",Floodplain / study polygons,other_or_mixed,present,Study vintages,As studies update,SHP / WMS / PDF maps / open data,Partially open,Agency terms,Partial,https://www.argentina.gob.ar/ina,https://datos.gob.ar/,Official/local flood studies and municipal inundation layers — preferred Flood Threat for city CCRA when available.,No seamless national AEP flood layer; coverage patchy outside major basins/cities.,High,Primary official
Flood Threat Index,ARG-A007,ARG-A007-CCRA-011,SINAGIR / Defensa Civil risk inventories & municipal risk maps (flood/landslide where published),SINAGIR / municipios,Hazard,Disaster risk inventories supporting Flood/Landslide Threat and households in hazard areas,CCRA-011,Hydrogeological Disasters,Floods,Hazard,Argentina (municipal coverage uneven),Municipal risk polygons / points,city_or_municipality,present,Plan vintages,Periodic,PDF / GIS varying,Partially open,Varies,Limited,https://www.argentina.gob.ar/sinagir,https://www.argentina.gob.ar/sinagir,National DRM framework and municipal risk maps — useful catalogue path; quality varies by municipality.,Often PDF; not a national seamless hazard raster.,Medium,Secondary official
Flood Threat Index,ARG-A008,ARG-A008-CCRA-011,JRC Global River Flood Hazard + WRI Aqueduct Flood,JRC / WRI,Hazard,Global fluvial flood alternatives / OEF flood_hazard inputs,CCRA-011,Hydrogeological Disasters,Floods,Hazard,Global (incl. Argentina),Raster,modeled_grid,present,Model vintages,Product versions,GeoTIFF,Open,See publishers,Yes,https://data.jrc.ec.europa.eu/,https://www.wri.org/aqueduct,Global flood rasters for OEF ensemble and national gap-fill where INA/provincial maps missing.,Prefer INA/provincial studies locally.,High,International modeled
Flood Threat Index,ARG-A011,ARG-A011-CCRA-011,CHIRPS + ERA5-Land extremes / OEF HWM & FRI inputs,UCSB CHIRPS / ECMWF / OEF,Hazard,"Rx5day, CDD, humidity, SPEI, heatwave, FRI futures",CCRA-011,Hydrogeological Disasters,Floods,Hazard,Global (incl. Argentina),0.05°–0.1° / OEF derivatives,modeled_grid,present;2030;2050,Multi-decadal + OEF futures,Near real-time / CDS,GeoTIFF / NetCDF,Open,Open/Copernicus,Yes,https://www.chc.ucsb.edu/data/chirps,https://cds.climate.copernicus.eu/,Open global extremes and OEF derivatives as operational CCRA rasters and futures.,Prefer SMN/CN for official Argentine climate narrative.,High,International modeled
Flood Threat Index,ARG-A028,ARG-A028-CCRA-011,OEF CHIRPS–COPDEM Flood Risk Index (FRI) — present+SSP,Open Earth Foundation,Hazard,FRI futures complement where national flood CC maps absent,CCRA-011,Hydrogeological Disasters,Floods,Hazard,Global / city AOIs,Model raster,modeled_grid,present;2030;2050,2024 + SSP,Internal,COG,Internal/open per OEF,See catalog,Via catalog,https://github.com/Open-Earth-Foundation/geospatial-data,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/catalog/datasets.yaml,OEF FRI — important futures layer given fragmented AR flood CC products.,Prefer INA/provincial for present flood where available.,Medium,OEF derived screening
Flood Threat Index,ARG-A029,ARG-A029-CCRA-011,OEF Flood Hazard Score (city screening ensemble),Open Earth Foundation (models/flood_hazard),Hazard,City flood hazard ensemble (0–1),CCRA-011,Hydrogeological Disasters,Floods,Hazard,"Pipeline-ready (CABA, Rosario, Córdoba, Mendoza, AMBA municipios, …)",~250 m,modeled_grid,present,Static ensemble,Per city run,COG + tiles,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/tree/main/transformation/flood_hazard,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/docs/ccra_pipeline_architecture.md,OEF flood_hazard — high value as national flood maps are federated/patchy.,Calibrate vs INA/municipal studies when they exist.,High,OEF derived screening
Flood Threat Index,ARG-A032,ARG-A032-CCRA-011,OEF Flood Risk Score H×E×V (city screening),Open Earth Foundation (flood_risk),Hybrid,R=(H×E×V)^(1/3) with INDEC radio E/V,CCRA-011,Hydrogeological Disasters,Floods,Hazard,Pipeline-ready,~250 m,modeled_grid,present,Static,Per city run,COG + tiles,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/tree/main/transformation/flood_risk,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/docs/ccra_pipeline_architecture.md,OEF flood risk with radio censal E/V — natural ARG packaging path.,Wire INA H when available.,High,OEF derived screening
Flood Threat Index,ARG-A037,ARG-A037-CCRA-011,OEF Flood / Heat / Landslide mechanism-type layers (NbS screening),Open Earth Foundation (nbs_*_mechanism_type),Hazard,Mechanism classes; drainage_constrained proxies stormwater gap,CCRA-011,Hydrogeological Disasters,Floods,Hazard,Pipeline-ready,~250 m / ~90 m,modeled_grid,present,Static,Per NbS run,Categorical COG,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/tree/main/transformation/nbs_screening,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/collections/layers.yaml,OEF mechanism-type layers. Drainage_constrained remains proxy until municipal drainage GIS opens.,Screening only; CABA may have partial pluvial layers but not national % coverage.,Medium,OEF derived screening
Food production and marketing,ARG-A014,ARG-A014-CCRA-012,INDEC Censo Nacional Agropecuario 2018 + MAGyP land use / irrigation statistics,"INDEC / Ministerio de Agricultura, Ganadería y Pesca",Exposure,"Agricultural land, establishments, production, irrigation dependence",CCRA-012,Food Security,Droughts; Floods,Vulnerability,Argentina,Departamento / partido; some raster land-use products,state_or_province,present,CNA 2018; MAGyP annual,Census / annual,Tables / GIS varying,Open,INDEC / MAGyP,Partial,https://www.indec.gob.ar/indec/web/Nivel4-Tema-3-8-87,https://www.argentina.gob.ar/agricultura,Strong agri exposure stack for food-security and irrigation dependence (critical in Cuyo/NOA).,Departamento grain often needs downscaling for city AOI; peri-urban farms matter for metros.,High,Primary official
Forest cover,ARG-A015,ARG-A015-CCRA-013,UMSEF / Dirección de Bosques monitores + Hansen GFC + ESA WorldCover,MAGyP / UMD / ESA,Hybrid,"Forest cover, forest loss, natural vegetation",CCRA-013,Infrastructures,Erosions; Heatwave,Vulnerability,Argentina,~30 m EO / UMSEF products,modeled_grid,present,UMSEF cycles + annual Hansen,Periodic/annual,GeoTIFF / maps,Open,Gov AR / CC BY,Partial,https://www.argentina.gob.ar/ambiente/bosques,https://glad.umd.edu/,Official forest monitoring plus EO for vegetation/erosion/landslide context.,Combine UMSEF with Hansen for loss dynamics.,High,Primary official
Forest loss,ARG-A015,ARG-A015-CCRA-014,UMSEF / Dirección de Bosques monitores + Hansen GFC + ESA WorldCover,MAGyP / UMD / ESA,Hybrid,"Forest cover, forest loss, natural vegetation",CCRA-014,Public Health,Diseases,Exposure,Argentina,~30 m EO / UMSEF products,modeled_grid,present,UMSEF cycles + annual Hansen,Periodic/annual,GeoTIFF / maps,Open,Gov AR / CC BY,Partial,https://www.argentina.gob.ar/ambiente/bosques,https://glad.umd.edu/,Official forest monitoring plus EO for vegetation/erosion/landslide context.,Combine UMSEF with Hansen for loss dynamics.,High,Primary official
Health and basic services access,ARG-A001,ARG-A001-CCRA-015,"INDEC Censo Nacional de Población, Hogares y Viviendas 2022 — radios censales (edad, NBI, vivienda, agua/saneamiento)",Instituto Nacional de Estadística y Censos (INDEC),Hybrid,"Population density, age, NBI/income proxies, water/sanitation, housing for E/V",CCRA-015,Food Security; Public Health; Water Resources,Diseases; Droughts; Floods; Heatwaves,Exposure,Argentina,Radio censal (urban blocks ≈ neighbourhood); fracción/departamento for some tables,neighborhood_or_small_area,present,2022 Census (+ 2010 comparable themes),Census cycle (~10 years),REDATAM / CSV / Portal Geoestadístico,Open (aggregates); microdata via REDATAM,INDEC terms / open data,Partial (geo portal),https://www.indec.gob.ar/indec/web/Nivel4-Tema-2-41-165,https://portalgeoestadistico.indec.gob.ar/,"National E/V backbone at radio censal: age, NBI, dwelling services — city CCRA ready for CABA/AMBA/Rosario/Córdoba/etc.",Some REDATAM themes publish slowly; radio topology may need CONICET-corrected geometries for GIS joins.,High,Primary official
Health and basic services access,ARG-A002,ARG-A002-CCRA-015,INDEC NBI / EPH poverty & income indicators (aglomerados + census NBI at radio),INDEC,Vulnerability,Income / poverty / NBI for vulnerability,CCRA-015,Food Security; Public Health; Water Resources,Diseases; Droughts; Floods; Heatwaves,Exposure,Argentina (EPH major agglomerations; NBI census nationwide),Radio (NBI census); aglomerado urbano (EPH),neighborhood_or_small_area,present,Census 2022 NBI; EPH quarterly,Census / quarterly EPH,Tables / REDATAM,Open aggregates,INDEC,Partial,https://www.indec.gob.ar/,https://www.indec.gob.ar/indec/web/Nivel3-Tema-4-46,NBI at radio + EPH income/poverty for agglomerations — primary Income indicator path (no SEIFA/IMD equivalent).,EPH not radio-level; use census NBI/education/occupation for neighbourhood V outside EPH cities.,High,Primary official
Health and basic services access,ARG-A005,ARG-A005-CCRA-015,Ministerio de Salud / provincial health open data + OSM healthcare POIs,Ministerio de Salud / provincias / OSM,Vulnerability,Health facility density; disease surveillance aggregates (soft),CCRA-015,Food Security; Public Health; Water Resources,Diseases; Droughts; Floods; Heatwaves,Exposure,Argentina,Facility points; departamento/partido for surveillance tables,facility_or_asset,present,Ongoing,Periodic,CSV / GeoJSON,Partially open,Varies / ODbL,Partial,https://www.argentina.gob.ar/salud,https://datos.gob.ar/,Establecimientos de salud + OSM for facility density; SNVS aggregates for disease (not case GIS).,Confirmed disease cases lack open city-block GIS — soft gap.,Medium,Secondary official
Health facility density,ARG-A005,ARG-A005-CCRA-016,Ministerio de Salud / provincial health open data + OSM healthcare POIs,Ministerio de Salud / provincias / OSM,Vulnerability,Health facility density; disease surveillance aggregates (soft),CCRA-016,Public Health,Diseases; Heatwaves,Vulnerability,Argentina,Facility points; departamento/partido for surveillance tables,facility_or_asset,present,Ongoing,Periodic,CSV / GeoJSON,Partially open,Varies / ODbL,Partial,https://www.argentina.gob.ar/salud,https://datos.gob.ar/,Establecimientos de salud + OSM for facility density; SNVS aggregates for disease (not case GIS).,Confirmed disease cases lack open city-block GIS — soft gap.,Medium,Secondary official
Households in hazard-prone areas,ARG-A003,ARG-A003-CCRA-017,INDEC Portal Geoestadístico — radios/fracciones/departamentos + IGN administrative boundaries,INDEC / Instituto Geográfico Nacional (IGN),Boundary,Official census/admin geographies for city AOI and joins,CCRA-017,Hydrogeological Disasters,Floods; Landslides,Exposure,Argentina,Radio → provincia,neighborhood_or_small_area,n/a,Censo 2022 cartography,Census editions,SHP / GeoNode,Open,INDEC/IGN citation,Yes (GeoNode),https://geonode.indec.gob.ar/layers/geonode_data:geonode:radios_censales,https://www.ign.gob.ar/,Official radio polygons for Census joins and hazard overlays.,Topology issues reported; CONICET corrected radios useful for GIS.,High,Primary official
Households in hazard-prone areas,ARG-A004,ARG-A004-CCRA-017,WorldPop / GHSL population grids (Argentina),WorldPop / JRC,Exposure,Alternate gridded population density,CCRA-017,Hydrogeological Disasters,Floods; Landslides,Exposure,Argentina,~100 m,modeled_grid,present;2030,Multi-epoch,Product releases,GeoTIFF,Open,CC BY / JRC,Yes,https://hub.worldpop.org/,https://ghsl.jrc.ec.europa.eu/,Continuous population rasters; prefer INDEC radios for official counts.,Modeled vs census; use for OEF E grids.,High,International modeled
Households in hazard-prone areas,ARG-A006,ARG-A006-CCRA-017,INA / provincial flood hazard & floodplain studies + CABA/AMBA inundación open layers,Instituto Nacional del Agua (INA) / provincias / CABA,Hazard,Primary Flood Threat path where local studies/maps exist,CCRA-017,Hydrogeological Disasters,Floods; Landslides,Exposure,"Argentina (uneven; stronger in AMBA, litoral, major rivers)",Floodplain / study polygons,other_or_mixed,present,Study vintages,As studies update,SHP / WMS / PDF maps / open data,Partially open,Agency terms,Partial,https://www.argentina.gob.ar/ina,https://datos.gob.ar/,Official/local flood studies and municipal inundation layers — preferred Flood Threat for city CCRA when available.,No seamless national AEP flood layer; coverage patchy outside major basins/cities.,High,Primary official
Households in hazard-prone areas,ARG-A007,ARG-A007-CCRA-017,SINAGIR / Defensa Civil risk inventories & municipal risk maps (flood/landslide where published),SINAGIR / municipios,Hazard,Disaster risk inventories supporting Flood/Landslide Threat and households in hazard areas,CCRA-017,Hydrogeological Disasters,Floods; Landslides,Exposure,Argentina (municipal coverage uneven),Municipal risk polygons / points,city_or_municipality,present,Plan vintages,Periodic,PDF / GIS varying,Partially open,Varies,Limited,https://www.argentina.gob.ar/sinagir,https://www.argentina.gob.ar/sinagir,National DRM framework and municipal risk maps — useful catalogue path; quality varies by municipality.,Often PDF; not a national seamless hazard raster.,Medium,Secondary official
Households in hazard-prone areas,ARG-A013,ARG-A013-CCRA-017,SEGEMAR geological hazard / landslide inventories + provincial susceptibility (Andes/Sierras),SEGEMAR / provincias,Hazard,Landslide Threat / Susceptibility,CCRA-017,Hydrogeological Disasters,Floods; Landslides,Exposure,Argentina (stronger in mountain provinces),Inventory points / susceptibility where published,other_or_mixed,present,Inventory vintages,Periodic,SHP / maps / WMS,Partially open,SEGEMAR/provincial,Partial,https://www.segemar.gob.ar/,https://www.segemar.gob.ar/,National geological survey landslide products — preferred for Andean/Sierras cities.,Pampa metros low landslide relevance; OEF as open ensemble elsewhere.,Medium,Primary official
Households in hazard-prone areas,ARG-A019,ARG-A019-CCRA-017,"IGN / OSM — roads, rail, ports, buildings; Microsoft footprints",IGN / OSM / Microsoft,Exposure,Road/rail/port density; buildings for hazard-prone households,CCRA-017,Hydrogeological Disasters,Floods; Landslides,Exposure,Argentina,Vector networks / buildings,facility_or_asset,present,IGN releases; OSM continuous,Periodic / continuous,SHP / PBF / GPKG,Open,IGN / ODbL,Yes,https://www.ign.gob.ar/,https://download.geofabrik.de/south-america/argentina.html,Open transport and building exposure stack for hazard overlays.,Building completeness uneven outside major cities.,High,Secondary official
Households in hazard-prone areas,ARG-A029,ARG-A029-CCRA-017,OEF Flood Hazard Score (city screening ensemble),Open Earth Foundation (models/flood_hazard),Hazard,City flood hazard ensemble (0–1),CCRA-017,Hydrogeological Disasters,Floods; Landslides,Exposure,"Pipeline-ready (CABA, Rosario, Córdoba, Mendoza, AMBA municipios, …)",~250 m,modeled_grid,present,Static ensemble,Per city run,COG + tiles,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/tree/main/transformation/flood_hazard,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/docs/ccra_pipeline_architecture.md,OEF flood_hazard — high value as national flood maps are federated/patchy.,Calibrate vs INA/municipal studies when they exist.,High,OEF derived screening
Households in hazard-prone areas,ARG-A032,ARG-A032-CCRA-017,OEF Flood Risk Score H×E×V (city screening),Open Earth Foundation (flood_risk),Hybrid,R=(H×E×V)^(1/3) with INDEC radio E/V,CCRA-017,Hydrogeological Disasters,Floods; Landslides,Exposure,Pipeline-ready,~250 m,modeled_grid,present,Static,Per city run,COG + tiles,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/tree/main/transformation/flood_risk,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/docs/ccra_pipeline_architecture.md,OEF flood risk with radio censal E/V — natural ARG packaging path.,Wire INA H when available.,High,OEF derived screening
