sector_name,dataset_id,row_id,dataset_name,publisher,dataset_type,information_requirements_satisfied,related_gpc_sector,geographic_coverage,geographic_granularity,granularity_class,temporal_coverage,update_frequency,data_format,open_restricted,license,api_available,download_url,documentation_url,short_description,limitations,confidence_level,authoritative_tier
Commercial & institutional buildings,MAR-002,MAR-002-I.2,"Indicateurs sectoriels (agriculture, mines, énergie, eau, industrie, transport…)",Portail Open Data Maroc (data.gov.ma) — sources administratives consolidées,Activity,Energy balance indicators (ktep); livestock counts; crop areas/production; cement sales; mineral production; water; selected transport indicators,I.2,Morocco (national),National,national,~2012–2022 (series in file; 2025 refresh available),Irregular / annual batches,XLSX,Open,ODbL (stated on portal resource),Unknown (CKAN API may exist),https://www.data.gov.ma/data/dataset/indicateurs-sectoriels-2012-2022,https://www.data.gov.ma/,"National open-data workbook of sectoral indicators including energy balance, livestock, crops, cement and other activity proxies.",Mostly national aggregates; metadata fields often incomplete on portal; city allocation requires additional proxies.,High,Primary official
Commercial & institutional buildings,MAR-003,MAR-003-I.2,Indicateurs sectoriels — Énergie et eau 2010–2020,Portail Open Data Maroc,Activity,Energy and water sector indicators time series,I.2,Morocco (national),National,national,2010–2020,Static snapshot (last modified ~2022),XLSX,Open,Not identified,Unknown,https://data.gov.ma/data/dataset/indicateurs-sectoriels-energie-et-eau-2010-2020,https://data.gov.ma/data/dataset/indicateurs-sectoriels-energie-et-eau-2010-2020,Open Excel indicators for energy and water sectors over 2010–2020.,Ended at 2020; national only; indicator dictionary sparse.,Medium,Primary official
Commercial & institutional buildings,MAR-004,MAR-004-I.2,Chiffres clés annuels de l’énergie,Ministère de la Transition Énergétique et du Développement Durable (MEM),Activity,Primary/final energy consumption; petroleum products; LPG/butane; natural gas; coal; electricity import/production context; energy bill,I.2,Morocco (national),National; some product-level,national,~2007–2021 (publication series),Annual (when published),PDF,Open,Not identified,No,https://www.mem.gov.ma/Lists/Lst_rapports/Attachments/39/Chiffres%20cl%C3%A9s%20annuels%20de%20l%27%C3%A9nergie.pdf,https://mem.gov.ma/,Official annual energy key figures including fuel imports/consumption and natural gas use by major consumers.,PDF tables; not city-level; latest year depends on publication lag; limited customer-class detail.,High,Primary official
Commercial & institutional buildings,MAR-005,MAR-005-I.2,Rapports d’activités ONEE — Branche Électricité,Office National de l’Électricité et de l’Eau Potable (ONEE),Activity,National electricity production; installed capacity by technology; energy called; sales volumes; rural electrification; client counts,I.2,Morocco (national grid / ONEE perimeter),National; limited plant/program mentions,national,Annual series (e.g. 2021–2024 PDFs available),Annual,PDF,Open,Not identified,No,https://www.one.org.ma/FR/pages/interne.asp?esp=2&id1=10&id2=73&t2=1,https://www.one.org.ma/,"ONEE electricity branch annual activity reports with national generation, capacity mix and sales indicators.",Not disaggregated to municipality/customer class for all cities; PDF; distribution concessionaires hold city meter data separately.,High,Primary official
Commercial & institutional buildings,MAR-008,MAR-008-I.2,Rapports financiers / volumes électricité — Lydec (Grand Casablanca),Lydec / AMMC filings (historically); SRM Casablanca-Settat from Oct 2024,Activity,Electricity sales volumes (GWh) for Grand Casablanca service area; wastewater/water volumes as supporting,I.2,Grand Casablanca (concession / SRM perimeter),Utility service area (~city/metro),other_or_mixed,Annual/quarterly series through 2024 transfer,Quarterly/annual filings when published,PDF,Open (filings),Not identified,No,https://www.ammc.ma/sites/default/files/Lydec_RFA_2024.pdf,https://www.ammc.ma/,Public financial reports disclosing electricity (and water/wastewater) volumes sold in Casablanca perimeter — rare city-scale utility activity data.,Customer-class split limited; institutional transition to SRM may change publication practice; not full GPC building stock.,High,Primary operator
Commercial & institutional buildings,MAR-010,MAR-010-I.2,Annuaire statistique du Maroc (plateforme),HCP,Activity,"Cross-cutting socio-economic, demographic, industry, agriculture, transport tables for allocation proxies",I.2,Morocco,National; selected regional/provincial tables depending on indicator,state_or_province,Multi-year yearbooks,Annual,Web tables,Open,Not identified,Unknown,https://www.annuaire.hcp.ma/,https://www.hcp.ma/,Official statistical yearbook platform with thematic time series used as allocation and supporting activity data.,Variable geographic detail; energy consumption often not at city meter level.,High,Primary official
Commercial & institutional buildings,MAR-011,MAR-011-I.2,État des lieux de la consommation énergétique — Région Fès-Meknès,Conseil de la Région Fès-Meknès,Hybrid,"Regional final energy consumption by sector (residential, transport, industry, tertiary, agriculture); supporting building/transport context",I.2,Région Fès-Meknès,Region (subnational),state_or_province,Around 2022 baseline in report,One-off / project-based,PDF,Open,Not identified,No,https://www.region-fes-meknes.ma/wp-content/uploads/2026/04/Etat-des-lieux-de-la-consommation-energetique-FM.pdf,https://www.region-fes-meknes.ma/,Regional energy consumption diagnostic compiling sectoral energy uses — useful subnational template though not city GPC inventory.,Not municipality-complete for all cities; methods may mix sources; not annual open series.,Medium,Subnational official
Commercial & institutional buildings,MAR-024,MAR-024-I.2,EDGAR GHG gridded & cities emissions,European Commission JRC (EDGAR),Emissions,Modeled sectoral GHG emissions; 0.1° grids; EDGAR Cities / settlement-type products for urban allocation,I.2,Global including Morocco,0.1° grid; 1 km settlement/city products,modeled_grid,1970–2024 (latest GHG release),Periodic major releases,NetCDF / CSV / Excel,Open,As stated by JRC (typically open research use),No (file download),https://edgar.jrc.ec.europa.eu/emissions_data_and_maps,https://edgar.jrc.ec.europa.eu/,Independent global emissions database with gridded and city products usable to approximate city-scale sector emissions when local activity data are missing.,Modeled downscaling; not official Moroccan inventory; weak for GPC BASIC+ detailed scopes without local calibration.,High,International modeled
Commercial & institutional buildings,MAR-029,MAR-029-I.2,Plans Climat Territoriaux (PCT) — analyses GES régionales (ex. Casablanca-Settat),Régions / Département Environnement (project outputs; e.g. ECI references),Emissions,Regional GHG diagnostics and priority sectors (supporting city inventory scoping),I.2,Selected Moroccan regions (6-region PCT program),Region,state_or_province,Project baseline years (varies),One-off project documents,PDF reports (availability uneven),Partial / Restricted (many reports not systematically open),Not identified,No,https://eci.ma/en/projets/elaboration-dun-plan-climat-territorial-pour-la-region-de-casablanca-settat/,https://environnement.gov.ma/,Territorial climate plans include regional GHG analyses that can inform city inventory boundaries and data leads.,Underlying datasets often not published; methods/documentation incomplete publicly; not GPC city inventories.,Low,Subnational project
Manufacturing industries & construction,MAR-001,MAR-001-I.3,Rapport National d’Inventaire des GES (NIR 2024) — série 2010–2022,Département du Développement Durable (Maroc) / UNFCCC,Emissions,"National GHG emissions by IPCC sector/category; activity data tables for energy, IPPU, AFOLU, waste; emission factors",I.3,Morocco (national),National (no city boundary),national,2010–2022,Linked to BTR/NIR cycle (multi-year),PDF (+ CRF tables referenced),Open,Not identified (UNFCCC public document),No,https://unfccc.int/sites/default/files/resource/Maroc%20-%20Rapport%20National%20d%27Inventaire%20-%20D%C3%A9cembre%202024.pdf,https://unfccc.int/documents/645214,Official national GHG inventory document with sectoral emissions and activity-data tables used for UNFCCC transparency reporting.,"National totals only; not city-level. Category structure follows IPCC CRF, not GPC. Many underlying operator datasets not published separately.",High,Primary official
Manufacturing industries & construction,MAR-002,MAR-002-I.3,"Indicateurs sectoriels (agriculture, mines, énergie, eau, industrie, transport…)",Portail Open Data Maroc (data.gov.ma) — sources administratives consolidées,Activity,Energy balance indicators (ktep); livestock counts; crop areas/production; cement sales; mineral production; water; selected transport indicators,I.3,Morocco (national),National,national,~2012–2022 (series in file; 2025 refresh available),Irregular / annual batches,XLSX,Open,ODbL (stated on portal resource),Unknown (CKAN API may exist),https://www.data.gov.ma/data/dataset/indicateurs-sectoriels-2012-2022,https://www.data.gov.ma/,"National open-data workbook of sectoral indicators including energy balance, livestock, crops, cement and other activity proxies.",Mostly national aggregates; metadata fields often incomplete on portal; city allocation requires additional proxies.,High,Primary official
Manufacturing industries & construction,MAR-003,MAR-003-I.3,Indicateurs sectoriels — Énergie et eau 2010–2020,Portail Open Data Maroc,Activity,Energy and water sector indicators time series,I.3,Morocco (national),National,national,2010–2020,Static snapshot (last modified ~2022),XLSX,Open,Not identified,Unknown,https://data.gov.ma/data/dataset/indicateurs-sectoriels-energie-et-eau-2010-2020,https://data.gov.ma/data/dataset/indicateurs-sectoriels-energie-et-eau-2010-2020,Open Excel indicators for energy and water sectors over 2010–2020.,Ended at 2020; national only; indicator dictionary sparse.,Medium,Primary official
Manufacturing industries & construction,MAR-004,MAR-004-I.3,Chiffres clés annuels de l’énergie,Ministère de la Transition Énergétique et du Développement Durable (MEM),Activity,Primary/final energy consumption; petroleum products; LPG/butane; natural gas; coal; electricity import/production context; energy bill,I.3,Morocco (national),National; some product-level,national,~2007–2021 (publication series),Annual (when published),PDF,Open,Not identified,No,https://www.mem.gov.ma/Lists/Lst_rapports/Attachments/39/Chiffres%20cl%C3%A9s%20annuels%20de%20l%27%C3%A9nergie.pdf,https://mem.gov.ma/,Official annual energy key figures including fuel imports/consumption and natural gas use by major consumers.,PDF tables; not city-level; latest year depends on publication lag; limited customer-class detail.,High,Primary official
Manufacturing industries & construction,MAR-005,MAR-005-I.3,Rapports d’activités ONEE — Branche Électricité,Office National de l’Électricité et de l’Eau Potable (ONEE),Activity,National electricity production; installed capacity by technology; energy called; sales volumes; rural electrification; client counts,I.3,Morocco (national grid / ONEE perimeter),National; limited plant/program mentions,national,Annual series (e.g. 2021–2024 PDFs available),Annual,PDF,Open,Not identified,No,https://www.one.org.ma/FR/pages/interne.asp?esp=2&id1=10&id2=73&t2=1,https://www.one.org.ma/,"ONEE electricity branch annual activity reports with national generation, capacity mix and sales indicators.",Not disaggregated to municipality/customer class for all cities; PDF; distribution concessionaires hold city meter data separately.,High,Primary official
Manufacturing industries & construction,MAR-008,MAR-008-I.3,Rapports financiers / volumes électricité — Lydec (Grand Casablanca),Lydec / AMMC filings (historically); SRM Casablanca-Settat from Oct 2024,Activity,Electricity sales volumes (GWh) for Grand Casablanca service area; wastewater/water volumes as supporting,I.3,Grand Casablanca (concession / SRM perimeter),Utility service area (~city/metro),other_or_mixed,Annual/quarterly series through 2024 transfer,Quarterly/annual filings when published,PDF,Open (filings),Not identified,No,https://www.ammc.ma/sites/default/files/Lydec_RFA_2024.pdf,https://www.ammc.ma/,Public financial reports disclosing electricity (and water/wastewater) volumes sold in Casablanca perimeter — rare city-scale utility activity data.,Customer-class split limited; institutional transition to SRM may change publication practice; not full GPC building stock.,High,Primary operator
Manufacturing industries & construction,MAR-010,MAR-010-I.3,Annuaire statistique du Maroc (plateforme),HCP,Activity,"Cross-cutting socio-economic, demographic, industry, agriculture, transport tables for allocation proxies",I.3,Morocco,National; selected regional/provincial tables depending on indicator,state_or_province,Multi-year yearbooks,Annual,Web tables,Open,Not identified,Unknown,https://www.annuaire.hcp.ma/,https://www.hcp.ma/,Official statistical yearbook platform with thematic time series used as allocation and supporting activity data.,Variable geographic detail; energy consumption often not at city meter level.,High,Primary official
Manufacturing industries & construction,MAR-011,MAR-011-I.3,État des lieux de la consommation énergétique — Région Fès-Meknès,Conseil de la Région Fès-Meknès,Hybrid,"Regional final energy consumption by sector (residential, transport, industry, tertiary, agriculture); supporting building/transport context",I.3,Région Fès-Meknès,Region (subnational),state_or_province,Around 2022 baseline in report,One-off / project-based,PDF,Open,Not identified,No,https://www.region-fes-meknes.ma/wp-content/uploads/2026/04/Etat-des-lieux-de-la-consommation-energetique-FM.pdf,https://www.region-fes-meknes.ma/,Regional energy consumption diagnostic compiling sectoral energy uses — useful subnational template though not city GPC inventory.,Not municipality-complete for all cities; methods may mix sources; not annual open series.,Medium,Subnational official
Manufacturing industries & construction,MAR-021,MAR-021-I.3,Livraisons / ventes de ciment (APC / ministère Habitat),Association Professionnelle des Cimentiers (APC); cross-cited by producers & ministry,Activity,Cement dispatch/sales volumes (clinker/cement process activity proxy),I.3,Morocco,National; plant locations known but production rarely open by plant,national,Monthly/annual commercial series,Monthly (trade press) / annual,Web / PDF / press,Partial Open,Not identified,No,https://apc.ma/,https://apc.ma/le-secteur-cimentier-integre/,Industry cement sales/dispatch statistics widely used as IPPU cement activity data; capacity and plant counts published by APC.,Process EF and plant-level clinker not fully open; some producers (non-APC) may be excluded depending on source.,High,Industry association
Manufacturing industries & construction,MAR-024,MAR-024-I.3,EDGAR GHG gridded & cities emissions,European Commission JRC (EDGAR),Emissions,Modeled sectoral GHG emissions; 0.1° grids; EDGAR Cities / settlement-type products for urban allocation,I.3,Global including Morocco,0.1° grid; 1 km settlement/city products,modeled_grid,1970–2024 (latest GHG release),Periodic major releases,NetCDF / CSV / Excel,Open,As stated by JRC (typically open research use),No (file download),https://edgar.jrc.ec.europa.eu/emissions_data_and_maps,https://edgar.jrc.ec.europa.eu/,Independent global emissions database with gridded and city products usable to approximate city-scale sector emissions when local activity data are missing.,Modeled downscaling; not official Moroccan inventory; weak for GPC BASIC+ detailed scopes without local calibration.,High,International modeled
Manufacturing industries & construction,MAR-025,MAR-025-I.3,"Climate TRACE inventory (countries, assets, urban areas)",Climate TRACE,Emissions,"Modeled/facility emissions; urban-area inventories; sector assets (power, transport, waste, etc.)",I.3,Global including Morocco,Asset / urban area / admin,modeled_grid,Monthly recent years (from ~2021),Periodic releases,CSV / API / web,Open,As stated by Climate TRACE,Yes,https://climatetrace.org/,https://climatetrace.org/,Global emissions inventory with asset-level and urban estimates useful as gap-fill and cross-check for Moroccan cities.,Not official; methods vary by sector; city boundaries may be Functional Urban Areas not administrative communes.,Medium,International modeled
Energy industries,MAR-001,MAR-001-I.4,Rapport National d’Inventaire des GES (NIR 2024) — série 2010–2022,Département du Développement Durable (Maroc) / UNFCCC,Emissions,"National GHG emissions by IPCC sector/category; activity data tables for energy, IPPU, AFOLU, waste; emission factors",I.4,Morocco (national),National (no city boundary),national,2010–2022,Linked to BTR/NIR cycle (multi-year),PDF (+ CRF tables referenced),Open,Not identified (UNFCCC public document),No,https://unfccc.int/sites/default/files/resource/Maroc%20-%20Rapport%20National%20d%27Inventaire%20-%20D%C3%A9cembre%202024.pdf,https://unfccc.int/documents/645214,Official national GHG inventory document with sectoral emissions and activity-data tables used for UNFCCC transparency reporting.,"National totals only; not city-level. Category structure follows IPCC CRF, not GPC. Many underlying operator datasets not published separately.",High,Primary official
Energy industries,MAR-002,MAR-002-I.4,"Indicateurs sectoriels (agriculture, mines, énergie, eau, industrie, transport…)",Portail Open Data Maroc (data.gov.ma) — sources administratives consolidées,Activity,Energy balance indicators (ktep); livestock counts; crop areas/production; cement sales; mineral production; water; selected transport indicators,I.4,Morocco (national),National,national,~2012–2022 (series in file; 2025 refresh available),Irregular / annual batches,XLSX,Open,ODbL (stated on portal resource),Unknown (CKAN API may exist),https://www.data.gov.ma/data/dataset/indicateurs-sectoriels-2012-2022,https://www.data.gov.ma/,"National open-data workbook of sectoral indicators including energy balance, livestock, crops, cement and other activity proxies.",Mostly national aggregates; metadata fields often incomplete on portal; city allocation requires additional proxies.,High,Primary official
Energy industries,MAR-003,MAR-003-I.4,Indicateurs sectoriels — Énergie et eau 2010–2020,Portail Open Data Maroc,Activity,Energy and water sector indicators time series,I.4,Morocco (national),National,national,2010–2020,Static snapshot (last modified ~2022),XLSX,Open,Not identified,Unknown,https://data.gov.ma/data/dataset/indicateurs-sectoriels-energie-et-eau-2010-2020,https://data.gov.ma/data/dataset/indicateurs-sectoriels-energie-et-eau-2010-2020,Open Excel indicators for energy and water sectors over 2010–2020.,Ended at 2020; national only; indicator dictionary sparse.,Medium,Primary official
Energy industries,MAR-004,MAR-004-I.4,Chiffres clés annuels de l’énergie,Ministère de la Transition Énergétique et du Développement Durable (MEM),Activity,Primary/final energy consumption; petroleum products; LPG/butane; natural gas; coal; electricity import/production context; energy bill,I.4,Morocco (national),National; some product-level,national,~2007–2021 (publication series),Annual (when published),PDF,Open,Not identified,No,https://www.mem.gov.ma/Lists/Lst_rapports/Attachments/39/Chiffres%20cl%C3%A9s%20annuels%20de%20l%27%C3%A9nergie.pdf,https://mem.gov.ma/,Official annual energy key figures including fuel imports/consumption and natural gas use by major consumers.,PDF tables; not city-level; latest year depends on publication lag; limited customer-class detail.,High,Primary official
Energy industries,MAR-005,MAR-005-I.4,Rapports d’activités ONEE — Branche Électricité,Office National de l’Électricité et de l’Eau Potable (ONEE),Activity,National electricity production; installed capacity by technology; energy called; sales volumes; rural electrification; client counts,I.4,Morocco (national grid / ONEE perimeter),National; limited plant/program mentions,national,Annual series (e.g. 2021–2024 PDFs available),Annual,PDF,Open,Not identified,No,https://www.one.org.ma/FR/pages/interne.asp?esp=2&id1=10&id2=73&t2=1,https://www.one.org.ma/,"ONEE electricity branch annual activity reports with national generation, capacity mix and sales indicators.",Not disaggregated to municipality/customer class for all cities; PDF; distribution concessionaires hold city meter data separately.,High,Primary official
Energy industries,MAR-006,MAR-006-I.4,Rapport annuel ANRE (marché électrique / production par source),Autorité Nationale de Régulation de l’Électricité (ANRE),Activity,National electricity generation by fuel/technology; system indicators; renewables share,I.4,Morocco,National,national,Recent years (e.g. 2024 production figures published),Annual,PDF,Open,Not identified,No,https://anre.ma/wp-content/uploads/2025/12/ANRE-Rapport-VF-web.pdf,https://anre.ma/,"Electricity regulator report with national generation mix (coal, wind, gas, solar, hydro, etc.).",National totals; not plant-level emissions; hosting-capacity platforms are not consumption datasets.,High,Primary official
Energy industries,MAR-007,MAR-007-I.4,Plateforme capacité d’accueil des réseaux (transport & distribution),ANRE,Activity,Supporting grid/distribution-zone capacity (proxy for distribution geography); not fuel combustion activity,I.4,Morocco,Transmission zones; distribution operators (SRM/Amendis/Redal etc.),other_or_mixed,Forward-looking 2026–2030 hosting capacity,Periodic regulatory publication,Web platform / tables,Open,Not identified,Unknown,https://ca.anre.ma/,https://anre.ma/regulations/capacite-daccueil/,Interactive hosting-capacity publication by distribution zone useful as spatial proxy for utility territories.,Not metered consumption or emissions; planning capacity only.,Medium,Primary official
Energy industries,MAR-024,MAR-024-I.4,EDGAR GHG gridded & cities emissions,European Commission JRC (EDGAR),Emissions,Modeled sectoral GHG emissions; 0.1° grids; EDGAR Cities / settlement-type products for urban allocation,I.4,Global including Morocco,0.1° grid; 1 km settlement/city products,modeled_grid,1970–2024 (latest GHG release),Periodic major releases,NetCDF / CSV / Excel,Open,As stated by JRC (typically open research use),No (file download),https://edgar.jrc.ec.europa.eu/emissions_data_and_maps,https://edgar.jrc.ec.europa.eu/,Independent global emissions database with gridded and city products usable to approximate city-scale sector emissions when local activity data are missing.,Modeled downscaling; not official Moroccan inventory; weak for GPC BASIC+ detailed scopes without local calibration.,High,International modeled
Energy industries,MAR-025,MAR-025-I.4,"Climate TRACE inventory (countries, assets, urban areas)",Climate TRACE,Emissions,"Modeled/facility emissions; urban-area inventories; sector assets (power, transport, waste, etc.)",I.4,Global including Morocco,Asset / urban area / admin,modeled_grid,Monthly recent years (from ~2021),Periodic releases,CSV / API / web,Open,As stated by Climate TRACE,Yes,https://climatetrace.org/,https://climatetrace.org/,Global emissions inventory with asset-level and urban estimates useful as gap-fill and cross-check for Moroccan cities.,Not official; methods vary by sector; city boundaries may be Functional Urban Areas not administrative communes.,Medium,International modeled
Energy industries,MAR-030,MAR-030-I.4,Global Power Plant Database (Morocco plants),WRI,Activity,"Power plant locations, fuels, capacities (energy industries facility proxy)",I.4,Morocco plants within global DB,Facility,modeled_grid,Snapshot (last major GPPD release; verify currency),Irregular,CSV,Open,CC-BY 4.0 (typical),No,https://datasets.wri.org/dataset/globalpowerplantdatabase,https://datasets.wri.org/dataset/globalpowerplantdatabase,Global plant registry enabling geocoding of generation assets inside/near city boundaries.,Generation and emissions not always yearly; may miss newest Moroccan plants; verify against ONEE/ANRE.,Medium,International compiled
