sector_name,dataset_id,row_id,dataset_name,publisher,dataset_type,information_requirements_satisfied,related_gpc_sector,geographic_coverage,geographic_granularity,granularity_class,temporal_coverage,update_frequency,data_format,open_restricted,license,api_available,download_url,documentation_url,short_description,limitations,confidence_level,authoritative_tier
Commercial & institutional buildings,ETH-001,ETH-001-I.2,First Biennial Update Report (BUR1) — National GHG Inventory 2018 & 2020,Federal Democratic Republic of Ethiopia / UNFCCC,Emissions,"National GHG emissions by IPCC sector (Energy, IPPU, AFOLU, Waste); activity-data narratives and inventory totals",I.2,Ethiopia (national),National,national,Inventory years 2018 and 2020 (submitted 2024),BUR/NC cycle,PDF,Open,Not identified (UNFCCC public),No,https://unfccc.int/sites/default/files/resource/Ethiopia_First%20BUR.pdf,https://unfccc.int/documents/639672,"Official BUR1 with national GHG inventory covering Energy, IPPU, AFOLU and Waste for 2018 and 2020.",National only; not city-boundary; AFOLU dominates totals; underlying microdata not published with report.,High,Primary official
Commercial & institutional buildings,ETH-003,ETH-003-I.2,Ethiopian Energy Sector Brief 2025 (energy balance & electricity statistics),Ministry of Water and Energy (MoWE),Activity,Energy balance; electricity production by source; consumption by industry/households; installed capacity; losses,I.2,Ethiopia,National; sectoral splits,national,Electricity series ~2018–2023 in brief; energy balance tables,Periodic ministry briefs,PDF,Open,Not identified,No,https://www.mowe.gov.et/sites/default/files/resource/Ethiopian%20Energy%20Sector%20Brief%202025.pdf,https://www.mowe.gov.et/,Official energy-sector brief with national electricity production/consumption by broad consumer class and capacity mix (hydro-dominated).,Not municipal customer-class meter extracts; biomass still dominant in total energy but city electricity detail limited.,High,Primary official
Commercial & institutional buildings,ETH-004,ETH-004-I.2,EEP Facts in Brief 2024/25,Ethiopian Electric Power (EEP),Activity,Generation output; capacity; bulk sales to EEU/HV industry/rail/exports; per-capita generation,I.2,Ethiopia interconnected system + exports,"National / system; customer category (EEU, HV, mining, rail, export)",national,Ethiopian FY referenced in 2024/25 brief,Annual facts brief,PDF,Open,Not identified,No,https://www.eep.com.et/wp-content/uploads/2025/10/fact-and-bierf-pdf.pdf,https://www.eep.com.et/,Generation and bulk-sale KPIs from the national generation/transmission utility.,Retail city distribution sits with EEU; plant-level fuel inputs sparse in brief; PDF.,High,Primary operator
Commercial & institutional buildings,ETH-011,ETH-011-I.2,Addis Ababa GHG Emissions Inventory 2016 (GPC / C40 CIRIS),Addis Ababa / Ethiopia EPA (C40 CAP programme),Emissions,City-wide GPC-compliant GHG inventory by sector and scope for Addis Ababa,I.2,Addis Ababa administrative boundary,City,city_or_municipality,2016 (prior 2012 inventory also exists),Project-based (not confirmed annual open series),PDF,Open,Not identified,No,https://epa.gov.et/images/PDF/Climatechange/2016_Addis_Ababa_GHG_Emssion_Report.pdf,https://epa.gov.et/,Rare public city GPC inventory for Addis Ababa confirming BASIC/BASIC+ style sector coverage for a reference year.,Dated (2016); underlying activity tables incomplete in public PDF; other Ethiopian cities lack equivalent open inventories.,High,City official / C40
Commercial & institutional buildings,ETH-019,ETH-019-I.2,EDGAR GHG gridded & cities emissions,European Commission JRC,Emissions,Modeled sectoral GHG; grids; city/settlement products for spatial allocation,I.2,Global including Ethiopia,0.1° / 1 km city products,modeled_grid,1970–2024 (latest release),Periodic,NetCDF / CSV,Open,As stated by JRC,No,https://edgar.jrc.ec.europa.eu/emissions_data_and_maps,https://edgar.jrc.ec.europa.eu/,Independent gridded emissions for gap-filling Ethiopian city inventories.,Modeled; biomass/AFOLU dominance needs local calibration.,High,International modeled
Manufacturing industries & construction,ETH-001,ETH-001-I.3,First Biennial Update Report (BUR1) — National GHG Inventory 2018 & 2020,Federal Democratic Republic of Ethiopia / UNFCCC,Emissions,"National GHG emissions by IPCC sector (Energy, IPPU, AFOLU, Waste); activity-data narratives and inventory totals",I.3,Ethiopia (national),National,national,Inventory years 2018 and 2020 (submitted 2024),BUR/NC cycle,PDF,Open,Not identified (UNFCCC public),No,https://unfccc.int/sites/default/files/resource/Ethiopia_First%20BUR.pdf,https://unfccc.int/documents/639672,"Official BUR1 with national GHG inventory covering Energy, IPPU, AFOLU and Waste for 2018 and 2020.",National only; not city-boundary; AFOLU dominates totals; underlying microdata not published with report.,High,Primary official
Manufacturing industries & construction,ETH-003,ETH-003-I.3,Ethiopian Energy Sector Brief 2025 (energy balance & electricity statistics),Ministry of Water and Energy (MoWE),Activity,Energy balance; electricity production by source; consumption by industry/households; installed capacity; losses,I.3,Ethiopia,National; sectoral splits,national,Electricity series ~2018–2023 in brief; energy balance tables,Periodic ministry briefs,PDF,Open,Not identified,No,https://www.mowe.gov.et/sites/default/files/resource/Ethiopian%20Energy%20Sector%20Brief%202025.pdf,https://www.mowe.gov.et/,Official energy-sector brief with national electricity production/consumption by broad consumer class and capacity mix (hydro-dominated).,Not municipal customer-class meter extracts; biomass still dominant in total energy but city electricity detail limited.,High,Primary official
Manufacturing industries & construction,ETH-004,ETH-004-I.3,EEP Facts in Brief 2024/25,Ethiopian Electric Power (EEP),Activity,Generation output; capacity; bulk sales to EEU/HV industry/rail/exports; per-capita generation,I.3,Ethiopia interconnected system + exports,"National / system; customer category (EEU, HV, mining, rail, export)",national,Ethiopian FY referenced in 2024/25 brief,Annual facts brief,PDF,Open,Not identified,No,https://www.eep.com.et/wp-content/uploads/2025/10/fact-and-bierf-pdf.pdf,https://www.eep.com.et/,Generation and bulk-sale KPIs from the national generation/transmission utility.,Retail city distribution sits with EEU; plant-level fuel inputs sparse in brief; PDF.,High,Primary operator
Manufacturing industries & construction,ETH-005,ETH-005-I.3,Large and Medium Scale Manufacturing and Electricity Industries Survey reports,Ethiopian Statistical Service (ESS),Activity,Manufacturing establishment energy/electricity use proxies; industrial structure,I.3,Ethiopia,National; sometimes regional in report tables,state_or_province,Series of annual survey years (e.g. 2015–2017 E.C. releases on portal),Annual survey (publication lag),PDF,Open,Not identified,No,https://ess.gov.et/business/,https://ess.gov.et/,Official manufacturing and electricity industries survey reports supporting industrial energy activity data.,Facility microdata restricted; city geocoding limited; newer years may lag on portal.,Medium,Primary official
Manufacturing industries & construction,ETH-011,ETH-011-I.3,Addis Ababa GHG Emissions Inventory 2016 (GPC / C40 CIRIS),Addis Ababa / Ethiopia EPA (C40 CAP programme),Emissions,City-wide GPC-compliant GHG inventory by sector and scope for Addis Ababa,I.3,Addis Ababa administrative boundary,City,city_or_municipality,2016 (prior 2012 inventory also exists),Project-based (not confirmed annual open series),PDF,Open,Not identified,No,https://epa.gov.et/images/PDF/Climatechange/2016_Addis_Ababa_GHG_Emssion_Report.pdf,https://epa.gov.et/,Rare public city GPC inventory for Addis Ababa confirming BASIC/BASIC+ style sector coverage for a reference year.,Dated (2016); underlying activity tables incomplete in public PDF; other Ethiopian cities lack equivalent open inventories.,High,City official / C40
Manufacturing industries & construction,ETH-018,ETH-018-I.3,Cement sector production / capacity disclosures (industry + inventory literature),Cement producers (e.g. Dangote Mugher) / academic IPPU studies citing plants,Activity,Cement/clinker capacity and production proxies for process emissions,I.3,Ethiopia plants (e.g. Mugher ~90 km from Addis),Facility (partial public),facility_or_asset,Capacity announcements; inventory studies ~2013–2022,Irregular,Web / journal PDF,Partial Open,Not identified,No,https://www.dangotecement.com/ethiopia/,https://link.springer.com/article/10.1007/s42452-025-06608-y,Public plant capacity and research on clinker-specific EFs supporting IPPU cement estimates.,No comprehensive open annual national cement dispatch registry found; multi-plant coverage incomplete.,Medium,Industry / research
Manufacturing industries & construction,ETH-019,ETH-019-I.3,EDGAR GHG gridded & cities emissions,European Commission JRC,Emissions,Modeled sectoral GHG; grids; city/settlement products for spatial allocation,I.3,Global including Ethiopia,0.1° / 1 km city products,modeled_grid,1970–2024 (latest release),Periodic,NetCDF / CSV,Open,As stated by JRC,No,https://edgar.jrc.ec.europa.eu/emissions_data_and_maps,https://edgar.jrc.ec.europa.eu/,Independent gridded emissions for gap-filling Ethiopian city inventories.,Modeled; biomass/AFOLU dominance needs local calibration.,High,International modeled
Manufacturing industries & construction,ETH-020,ETH-020-I.3,Climate TRACE inventory,Climate TRACE,Emissions,Asset and urban-area emissions estimates,I.3,Global including Ethiopia,Asset / urban area,modeled_grid,Monthly recent years,Periodic releases,CSV / API,Open,As stated by Climate TRACE,Yes,https://climatetrace.org/,https://climatetrace.org/,Global asset/urban emissions useful where Ethiopian facility reporting is absent.,Not official; boundary definitions may differ from woredas.,Medium,International modeled
Energy industries,ETH-001,ETH-001-I.4,First Biennial Update Report (BUR1) — National GHG Inventory 2018 & 2020,Federal Democratic Republic of Ethiopia / UNFCCC,Emissions,"National GHG emissions by IPCC sector (Energy, IPPU, AFOLU, Waste); activity-data narratives and inventory totals",I.4,Ethiopia (national),National,national,Inventory years 2018 and 2020 (submitted 2024),BUR/NC cycle,PDF,Open,Not identified (UNFCCC public),No,https://unfccc.int/sites/default/files/resource/Ethiopia_First%20BUR.pdf,https://unfccc.int/documents/639672,"Official BUR1 with national GHG inventory covering Energy, IPPU, AFOLU and Waste for 2018 and 2020.",National only; not city-boundary; AFOLU dominates totals; underlying microdata not published with report.,High,Primary official
Energy industries,ETH-002,ETH-002-I.4,Third National Communication (NC3),Ethiopia / UNFCCC,Hybrid,"National circumstances, GHG inventory context, mitigation/adaptation; complementary to BUR1",I.4,Ethiopia,National,national,Submitted June 2024,NC cycle,PDF,Open,Not identified,No,https://unfccc.int/documents/639671,https://unfccc.int/documents/639671,Third National Communication providing inventory and climate-policy context alongside BUR1.,Narrative PDF; city inventories need separate activity data.,High,Primary official
Energy industries,ETH-003,ETH-003-I.4,Ethiopian Energy Sector Brief 2025 (energy balance & electricity statistics),Ministry of Water and Energy (MoWE),Activity,Energy balance; electricity production by source; consumption by industry/households; installed capacity; losses,I.4,Ethiopia,National; sectoral splits,national,Electricity series ~2018–2023 in brief; energy balance tables,Periodic ministry briefs,PDF,Open,Not identified,No,https://www.mowe.gov.et/sites/default/files/resource/Ethiopian%20Energy%20Sector%20Brief%202025.pdf,https://www.mowe.gov.et/,Official energy-sector brief with national electricity production/consumption by broad consumer class and capacity mix (hydro-dominated).,Not municipal customer-class meter extracts; biomass still dominant in total energy but city electricity detail limited.,High,Primary official
Energy industries,ETH-004,ETH-004-I.4,EEP Facts in Brief 2024/25,Ethiopian Electric Power (EEP),Activity,Generation output; capacity; bulk sales to EEU/HV industry/rail/exports; per-capita generation,I.4,Ethiopia interconnected system + exports,"National / system; customer category (EEU, HV, mining, rail, export)",national,Ethiopian FY referenced in 2024/25 brief,Annual facts brief,PDF,Open,Not identified,No,https://www.eep.com.et/wp-content/uploads/2025/10/fact-and-bierf-pdf.pdf,https://www.eep.com.et/,Generation and bulk-sale KPIs from the national generation/transmission utility.,Retail city distribution sits with EEU; plant-level fuel inputs sparse in brief; PDF.,High,Primary operator
Energy industries,ETH-005,ETH-005-I.4,Large and Medium Scale Manufacturing and Electricity Industries Survey reports,Ethiopian Statistical Service (ESS),Activity,Manufacturing establishment energy/electricity use proxies; industrial structure,I.4,Ethiopia,National; sometimes regional in report tables,state_or_province,Series of annual survey years (e.g. 2015–2017 E.C. releases on portal),Annual survey (publication lag),PDF,Open,Not identified,No,https://ess.gov.et/business/,https://ess.gov.et/,Official manufacturing and electricity industries survey reports supporting industrial energy activity data.,Facility microdata restricted; city geocoding limited; newer years may lag on portal.,Medium,Primary official
Energy industries,ETH-008,ETH-008-I.4,IMIS Ethiopia / ESS StatBank,ESS (+ Redatam/UNFPA partners for IMIS),Activity,Interactive census/survey indicators including selected energy production and socio-economic proxies,I.4,Ethiopia,National to local depending on dataset,national,Multiple survey/census vintages,As surveys loaded,Web query / Excel-PDF export,Open,Not identified,Unknown,http://imisethiopia.gov.et/,https://ess.gov.et/,Integrated statistical query platform and StatBank for official indicators usable as allocation proxies.,UI/legacy stack; indicator coverage uneven; not a full energy meter database.,Medium,Primary official
Energy industries,ETH-011,ETH-011-I.4,Addis Ababa GHG Emissions Inventory 2016 (GPC / C40 CIRIS),Addis Ababa / Ethiopia EPA (C40 CAP programme),Emissions,City-wide GPC-compliant GHG inventory by sector and scope for Addis Ababa,I.4,Addis Ababa administrative boundary,City,city_or_municipality,2016 (prior 2012 inventory also exists),Project-based (not confirmed annual open series),PDF,Open,Not identified,No,https://epa.gov.et/images/PDF/Climatechange/2016_Addis_Ababa_GHG_Emssion_Report.pdf,https://epa.gov.et/,Rare public city GPC inventory for Addis Ababa confirming BASIC/BASIC+ style sector coverage for a reference year.,Dated (2016); underlying activity tables incomplete in public PDF; other Ethiopian cities lack equivalent open inventories.,High,City official / C40
Energy industries,ETH-019,ETH-019-I.4,EDGAR GHG gridded & cities emissions,European Commission JRC,Emissions,Modeled sectoral GHG; grids; city/settlement products for spatial allocation,I.4,Global including Ethiopia,0.1° / 1 km city products,modeled_grid,1970–2024 (latest release),Periodic,NetCDF / CSV,Open,As stated by JRC,No,https://edgar.jrc.ec.europa.eu/emissions_data_and_maps,https://edgar.jrc.ec.europa.eu/,Independent gridded emissions for gap-filling Ethiopian city inventories.,Modeled; biomass/AFOLU dominance needs local calibration.,High,International modeled
Energy industries,ETH-020,ETH-020-I.4,Climate TRACE inventory,Climate TRACE,Emissions,Asset and urban-area emissions estimates,I.4,Global including Ethiopia,Asset / urban area,modeled_grid,Monthly recent years,Periodic releases,CSV / API,Open,As stated by Climate TRACE,Yes,https://climatetrace.org/,https://climatetrace.org/,Global asset/urban emissions useful where Ethiopian facility reporting is absent.,Not official; boundary definitions may differ from woredas.,Medium,International modeled
Energy industries,ETH-023,ETH-023-I.4,Global Power Plant Database (Ethiopia plants),WRI,Activity,"Power plant locations, fuels, capacities",I.4,Ethiopia plants in global DB,Facility,modeled_grid,Snapshot (verify vs EEP for new hydro/wind),Irregular,CSV,Open,CC-BY 4.0 (typical),No,https://datasets.wri.org/dataset/globalpowerplantdatabase,https://datasets.wri.org/dataset/globalpowerplantdatabase,Facility registry to geocode generation assets for territorial energy-industry emissions.,May miss newest plants; annual generation not always present.,Medium,International compiled
Energy industries,ETH-024,ETH-024-I.4,NDC 3.0 (2025) — emissions pathways & MRV context,Ethiopia / UNFCCC,Emissions,National pathway totals; sector mitigation context; MRV priorities (not city activity),I.4,Ethiopia,National,national,Targets through 2035; baseline narratives,NDC cycle,PDF,Open,Not identified,No,https://unfccc.int/sites/default/files/2025-09/Ethiopia%20NDC%203.0%20Final.pdf,https://unfccc.int/,Updated NDC with national emissions pathways and transparency priorities.,Not a substitute for activity datasets; city inventories not included.,High,Primary official
"Agriculture, forestry & fishing energy",ETH-001,ETH-001-I.5,First Biennial Update Report (BUR1) — National GHG Inventory 2018 & 2020,Federal Democratic Republic of Ethiopia / UNFCCC,Emissions,"National GHG emissions by IPCC sector (Energy, IPPU, AFOLU, Waste); activity-data narratives and inventory totals",I.5,Ethiopia (national),National,national,Inventory years 2018 and 2020 (submitted 2024),BUR/NC cycle,PDF,Open,Not identified (UNFCCC public),No,https://unfccc.int/sites/default/files/resource/Ethiopia_First%20BUR.pdf,https://unfccc.int/documents/639672,"Official BUR1 with national GHG inventory covering Energy, IPPU, AFOLU and Waste for 2018 and 2020.",National only; not city-boundary; AFOLU dominates totals; underlying microdata not published with report.,High,Primary official
"Agriculture, forestry & fishing energy",ETH-003,ETH-003-I.5,Ethiopian Energy Sector Brief 2025 (energy balance & electricity statistics),Ministry of Water and Energy (MoWE),Activity,Energy balance; electricity production by source; consumption by industry/households; installed capacity; losses,I.5,Ethiopia,National; sectoral splits,national,Electricity series ~2018–2023 in brief; energy balance tables,Periodic ministry briefs,PDF,Open,Not identified,No,https://www.mowe.gov.et/sites/default/files/resource/Ethiopian%20Energy%20Sector%20Brief%202025.pdf,https://www.mowe.gov.et/,Official energy-sector brief with national electricity production/consumption by broad consumer class and capacity mix (hydro-dominated).,Not municipal customer-class meter extracts; biomass still dominant in total energy but city electricity detail limited.,High,Primary official
"Agriculture, forestry & fishing energy",ETH-006,ETH-006-I.5,Agricultural Sample Survey — Livestock and Livestock Characteristics,ESS,Activity,Livestock populations by species; livestock product utilization; farm management practices,I.5,Ethiopia,National and regional (survey design); woreda not always published,state_or_province,Annual Meher-season series (e.g. 2021/22 latest highlighted),Annual,PDF (+ StatBank/IMIS indicators),Open,Not identified,Partial (IMIS/StatBank),https://ess.gov.et/agriculture/,https://ess.gov.et/agriculture/,Core official livestock statistics for AFOLU enteric/manure activity data.,Manure management systems detail limited; urban livestock sparse; city allocation needs spatial proxies.,High,Primary official
"Agriculture, forestry & fishing energy",ETH-007,ETH-007-I.5,Agricultural Sample Survey — Area and Production of Major Crops / Land Utilization / Farm Management,ESS,Activity,Crop area and production; land utilization; farm management (inputs/practices proxies for soils/N2O),I.5,Ethiopia,National/regional,state_or_province,Annual Meher and Belg season reports,Annual (two seasons),PDF / StatBank,Open,Not identified,Partial,https://ess.gov.et/agriculture/,https://ess.gov.et/agriculture/,Official crop and land-use sample survey outputs for AFOLU aggregate sources and land activity.,Fertilizer quantities may be incomplete; rice limited; burning poorly measured.,High,Primary official
"Agriculture, forestry & fishing energy",ETH-009,ETH-009-I.5,Ethiopia Multi-Tier Framework (MTF) Energy Access Survey,World Bank / ESMAP (energydata.info),Activity,Household electricity and clean-cooking access tiers; fuel stacking; supporting residential energy characterization,I.5,Ethiopia,Survey sample (national/regional design),state_or_province,MTF survey wave (see dataset metadata; portal updated 2024),One-off / infrequent,Microdata / documentation on energydata.info,Open,As stated on energydata.info,Yes (CKAN API),https://energydata.info/dataset?vocab_country_names=ETH,https://energydata.info/,Household energy-access survey beyond binary electrification — useful residential fuel/electricity supporting data.,Not billed kWh by city; sample-based; not annual official utility sales.,High,International survey
"Agriculture, forestry & fishing energy",ETH-021,ETH-021-I.5,"FAOSTAT (crops, livestock, fertilizers, land)",FAO,Activity,National agricultural activity defaults and cross-checks,I.5,Ethiopia,National,modeled_grid,Long series,Annual,CSV / API,Open,FAO terms,Yes,https://www.fao.org/faostat/en/#data,https://www.fao.org/faostat/en/#home,International agriculture statistics complementing ESS AgSS.,National only; may differ from ESS.,High,International official
Non-specified sources,NO-COVERAGE,NO-COVERAGE-I.6,No suitable dataset identified (I.6),,,,I.6,,,unknown,,,,,,,,,No suitable dataset identified for this GPC subsector in the current research pass.,,,
"Fugitive emissions from mining, processing, storage & transport of coal",NO-COVERAGE,NO-COVERAGE-I.7,No suitable dataset identified (I.7),,,,I.7,,,unknown,,,,,,,,,No suitable dataset identified for this GPC subsector in the current research pass.,,,
Fugitive emissions from oil & natural gas systems,ETH-001,ETH-001-I.8,First Biennial Update Report (BUR1) — National GHG Inventory 2018 & 2020,Federal Democratic Republic of Ethiopia / UNFCCC,Emissions,"National GHG emissions by IPCC sector (Energy, IPPU, AFOLU, Waste); activity-data narratives and inventory totals",I.8,Ethiopia (national),National,national,Inventory years 2018 and 2020 (submitted 2024),BUR/NC cycle,PDF,Open,Not identified (UNFCCC public),No,https://unfccc.int/sites/default/files/resource/Ethiopia_First%20BUR.pdf,https://unfccc.int/documents/639672,"Official BUR1 with national GHG inventory covering Energy, IPPU, AFOLU and Waste for 2018 and 2020.",National only; not city-boundary; AFOLU dominates totals; underlying microdata not published with report.,High,Primary official
On-road transportation,ETH-001,ETH-001-II.1,First Biennial Update Report (BUR1) — National GHG Inventory 2018 & 2020,Federal Democratic Republic of Ethiopia / UNFCCC,Emissions,"National GHG emissions by IPCC sector (Energy, IPPU, AFOLU, Waste); activity-data narratives and inventory totals",II.1,Ethiopia (national),National,national,Inventory years 2018 and 2020 (submitted 2024),BUR/NC cycle,PDF,Open,Not identified (UNFCCC public),No,https://unfccc.int/sites/default/files/resource/Ethiopia_First%20BUR.pdf,https://unfccc.int/documents/639672,"Official BUR1 with national GHG inventory covering Energy, IPPU, AFOLU and Waste for 2018 and 2020.",National only; not city-boundary; AFOLU dominates totals; underlying microdata not published with report.,High,Primary official
On-road transportation,ETH-002,ETH-002-II.1,Third National Communication (NC3),Ethiopia / UNFCCC,Hybrid,"National circumstances, GHG inventory context, mitigation/adaptation; complementary to BUR1",II.1,Ethiopia,National,national,Submitted June 2024,NC cycle,PDF,Open,Not identified,No,https://unfccc.int/documents/639671,https://unfccc.int/documents/639671,Third National Communication providing inventory and climate-policy context alongside BUR1.,Narrative PDF; city inventories need separate activity data.,High,Primary official
On-road transportation,ETH-003,ETH-003-II.1,Ethiopian Energy Sector Brief 2025 (energy balance & electricity statistics),Ministry of Water and Energy (MoWE),Activity,Energy balance; electricity production by source; consumption by industry/households; installed capacity; losses,II.1,Ethiopia,National; sectoral splits,national,Electricity series ~2018–2023 in brief; energy balance tables,Periodic ministry briefs,PDF,Open,Not identified,No,https://www.mowe.gov.et/sites/default/files/resource/Ethiopian%20Energy%20Sector%20Brief%202025.pdf,https://www.mowe.gov.et/,Official energy-sector brief with national electricity production/consumption by broad consumer class and capacity mix (hydro-dominated).,Not municipal customer-class meter extracts; biomass still dominant in total energy but city electricity detail limited.,High,Primary official
On-road transportation,ETH-008,ETH-008-II.1,IMIS Ethiopia / ESS StatBank,ESS (+ Redatam/UNFPA partners for IMIS),Activity,Interactive census/survey indicators including selected energy production and socio-economic proxies,II.1,Ethiopia,National to local depending on dataset,national,Multiple survey/census vintages,As surveys loaded,Web query / Excel-PDF export,Open,Not identified,Unknown,http://imisethiopia.gov.et/,https://ess.gov.et/,Integrated statistical query platform and StatBank for official indicators usable as allocation proxies.,UI/legacy stack; indicator coverage uneven; not a full energy meter database.,Medium,Primary official
