indicator_name,dataset_id,row_id,dataset_name,publisher,dataset_type,information_requirements_satisfied,related_ccra_indicator,sectors_served,climatic_risks_served,risk_components,geographic_coverage,geographic_granularity,granularity_class,horizons_covered,temporal_coverage,update_frequency,data_format,open_restricted,license,api_available,download_url,documentation_url,short_description,limitations,confidence_level,authoritative_tier
Confirmed disease cases,CRI-A005,CRI-A005-CCRA-007,Ministerio de Salud / CCSS establecimientos + OSM healthcare POIs,Ministerio de Salud / CCSS / OSM,Vulnerability,Health facility density; disease surveillance aggregates (soft),CCRA-007,Public Health,Diseases,Vulnerability,Costa Rica,Facility points; cantón/región for surveillance tables,facility_or_asset,present,Ongoing,Periodic,CSV / GeoJSON,Partially open,Varies / ODbL,Partial,https://www.ministeriodesalud.go.cr/,https://www.ccss.sa.cr/,Health facility locations for density; Vigilancia epidemiológica aggregates — not open case GIS.,Confirmed disease cases soft gap at neighbourhood grain.,Medium,Secondary official
Dependence on large-scale irrigation,CRI-A013,CRI-A013-CCRA-008,INEC Encuesta Nacional Agropecuaria (ENA) + MAG land use / SENARA irrigation districts,INEC / MAG / SENARA,Exposure,"Agricultural land, establishments, production, irrigation dependence",CCRA-008,Food Security,Droughts,Vulnerability,Costa Rica,Cantón/region survey; SENARA district polygons via SNIT,other_or_mixed,present,ENA cycles; SENARA ongoing,Periodic / annual,Tables / OGC / SHP,Open,INEC/MAG/SENARA,Partial (SNIT),https://inec.cr/,https://www.senara.or.cr/,Agri exposure + SENARA irrigation/aquifer layers — irrigation critical in Guanacaste drought CCRA.,Survey grain coarser than farm cadastral; SENARA coverage by district.,High,Primary official
Electricity consumption,CRI-A019,CRI-A019-CCRA-009,ICE / ARESEP generation & plant registers; WRI Global Power Plant Database,ICE / ARESEP / WRI,Exposure,Power generation facilities,CCRA-009,Energy Security,Droughts; Heatwaves,Vulnerability,Costa Rica,Facility points,facility_or_asset,present,Ongoing registers,Periodic,CSV / tables / open data,Open,Gov CR / CC BY,Partial (ARESEP),https://aresep.go.cr/datos-abiertos/,https://www.grupoice.com/,Generation locations (mostly renewables) for Energy Security exposure.,Distributed/rooftop solar incomplete.,High,Primary official
Electricity consumption,CRI-A020,CRI-A020-CCRA-009,SEPSE BNE / ARESEP electricity; Census/EHPM energy access proxies,SEPSE / ARESEP / INEC,Vulnerability,Electricity consumption; energy poverty proxies,CCRA-009,Energy Security,Droughts; Heatwaves,Vulnerability,Costa Rica,National/cantón; distrito via census access fields,other_or_mixed,present,Annual BNE; census/survey,Annual / survey,Tables / open data,Open,Gov CR,Partial,https://aresep.go.cr/datos-abiertos/,https://inec.cr/,Electricity nearly universal & renewable — energy poverty less discriminating than MX/ARG; still map access/affordability proxies.,Near-universal access reduces indicator variance; affordability needs EHPM.,Medium,Primary official
Energy poverty,CRI-A001,CRI-A001-CCRA-010,INEC Censo 2011 + Estimaciones de población y vivienda 2022 (distrito) / proyecciones 2000–2050,Instituto Nacional de Estadística y Censos (INEC),Hybrid,"Population density, age structure, housing/WASH themes (census); updated distrito population counts",CCRA-010,Energy Security,Droughts; Heatwaves,Vulnerability,Costa Rica,Distrito (~491); cantón/provincia aggregates; census segments where published,neighborhood_or_small_area,present;2030;2050,Censo 2011 themes; población/vivienda 2022; proyecciones to 2050,Census cycle + annual estimates,CSV / REDATAM / PDF tables,Open,INEC open terms,Partial,https://inec.cr/,https://admin.inec.cr/,Primary E/V backbone: distrito population/age (+ Census 2011 housing/WASH). Finer than cantón; coarser than MX AGEB/UK LSOA.,Full thematic census refresh lagging vs 2022 estimates; use EHPM/ENAHO for income between censuses. GAM needs multi-distrito AOIs.,High,Primary official
Energy poverty,CRI-A002,CRI-A002-CCRA-010,PNUD–UCR–SINIRUBE Atlas de Desarrollo Humano Cantonal (IDH / IPM cantonal),PNUD / UCR / SINIRUBE,Vulnerability,Income/poverty and multi-domain human development at cantón,CCRA-010,Energy Security,Droughts; Heatwaves,Vulnerability,Costa Rica,Cantón (84+),city_or_municipality,present,IDH ~2010–2022; IPM ~2020–2023,Annual atlas releases,Tables / interactive atlas,Open,PNUD/UCR terms,Downloads,https://www.undp.org/es/costa-rica,https://pnud-conocimiento.cr/,Cantonal HDI and multidimensional poverty — best systematic deprivation product (coarser than CONEVAL AGEB/SEIFA).,Cantón grain; not distrito/neighbourhood. IPMc methodology differs from INEC national IPM.,High,Research/NGO
Energy poverty,CRI-A020,CRI-A020-CCRA-010,SEPSE BNE / ARESEP electricity; Census/EHPM energy access proxies,SEPSE / ARESEP / INEC,Vulnerability,Electricity consumption; energy poverty proxies,CCRA-010,Energy Security,Droughts; Heatwaves,Vulnerability,Costa Rica,National/cantón; distrito via census access fields,other_or_mixed,present,Annual BNE; census/survey,Annual / survey,Tables / open data,Open,Gov CR,Partial,https://aresep.go.cr/datos-abiertos/,https://inec.cr/,Electricity nearly universal & renewable — energy poverty less discriminating than MX/ARG; still map access/affordability proxies.,Near-universal access reduces indicator variance; affordability needs EHPM.,Medium,Primary official
Flood Threat Index,CRI-A006,CRI-A006-CCRA-011,CNE threat layers via SNIT — áreas con potencial a inundación + deslizamientos / mapas de amenaza,Comisión Nacional de Emergencias (CNE),Hazard,Primary national Flood and Landslide Threat mapping,CCRA-011,Hydrogeological Disasters,Floods,Hazard,Costa Rica,National threat polygons / susceptibility maps (SNIT OGC),modeled_grid,present,CNE map vintages (ongoing updates),As CNE/SNIT refresh,OGC WMS/WFS / SHP,Open via SNIT,CNE/SNIT,Yes (OGC),https://www.snitcr.go.cr/ico_servicios_ogc,https://www.cne.go.cr/,Authoritative CNE inundation-potential and landslide threat layers published through SNIT — primary Flood/Landslide Threat for CRI cities.,Not always design-flood AEP engineering maps; climate-change flood futures limited — pair with IMN/OEF FRI.,High,Primary official
Flood Threat Index,CRI-A007,CRI-A007-CCRA-011,Municipal / cantonal risk atlases & CNE DesInventar / MIDEPLAN disaster loss records,Municipalidades / CNE / MIDEPLAN,Hazard,Local flood/landslide risk context and historical event exposure,CCRA-011,Hydrogeological Disasters,Floods,Hazard,Costa Rica (uneven municipal atlas coverage),Cantón / local study polygons / event points,city_or_municipality,present,Event records from ~1988+; atlas vintages vary,Periodic,PDF / GIS / tables,Partially open,Varies,Limited,https://www.cne.go.cr/,https://www.mideplan.go.cr/,Cantonal adaptation plans and loss inventories complement CNE national layers for GAM and coastal cantones.,Many products PDF-first; GIS openness varies.,Medium,Secondary official
Flood Threat Index,CRI-A008,CRI-A008-CCRA-011,JRC Global River Flood Hazard + WRI Aqueduct Flood,JRC / WRI,Hazard,Global fluvial flood alternatives / OEF flood_hazard inputs,CCRA-011,Hydrogeological Disasters,Floods,Hazard,Global (incl. Costa Rica),Raster,modeled_grid,present,Model vintages,Product versions,GeoTIFF,Open,See publishers,Yes,https://data.jrc.ec.europa.eu/,https://www.wri.org/aqueduct,Global flood rasters for OEF ensemble; secondary to CNE for CRI.,Prefer CNE SNIT layers locally.,High,International modeled
Flood Threat Index,CRI-A011,CRI-A011-CCRA-011,CHIRPS + ERA5-Land extremes / OEF HWM & FRI inputs,UCSB CHIRPS / ECMWF / OEF,Hazard,"Rx5day, CDD, humidity, SPEI, heatwave, FRI futures",CCRA-011,Hydrogeological Disasters,Floods,Hazard,Global (incl. Costa Rica),0.05°–0.1° / OEF derivatives,modeled_grid,present;2030;2050,Multi-decadal + OEF futures,Near real-time / CDS,GeoTIFF / NetCDF,Open,Open/Copernicus,Yes,https://www.chc.ucsb.edu/data/chirps,https://cds.climate.copernicus.eu/,Open global extremes and OEF derivatives as operational CCRA rasters/futures.,Prefer IMN for official CR climate narrative.,High,International modeled
Flood Threat Index,CRI-A028,CRI-A028-CCRA-011,OEF CHIRPS–COPDEM Flood Risk Index (FRI) — present+SSP,Open Earth Foundation,Hazard,FRI futures complement to CNE present flood layers,CCRA-011,Hydrogeological Disasters,Floods,Hazard,Global / city AOIs,Model raster,modeled_grid,present;2030;2050,2024 + SSP,Internal,COG,Internal/open per OEF,See catalog,Via catalog,https://github.com/Open-Earth-Foundation/geospatial-data,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/catalog/datasets.yaml,OEF FRI — useful SSP futures alongside IMN projections where CNE flood CC limited.,Prefer CNE for present flood citation.,Medium,OEF derived screening
Flood Threat Index,CRI-A029,CRI-A029-CCRA-011,OEF Flood Hazard Score (city screening ensemble),Open Earth Foundation (models/flood_hazard),Hazard,City flood hazard ensemble (0–1),CCRA-011,Hydrogeological Disasters,Floods,Hazard,"Pipeline-ready (San José, Alajuela, Cartago, Heredia, GAM cantones, …)",~250 m,modeled_grid,present,Static ensemble,Per city run,COG + tiles,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/tree/main/transformation/flood_hazard,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/docs/ccra_pipeline_architecture.md,OEF flood_hazard — calibrate vs CNE inundation-potential layers.,Not substitute for CNE/SNIT.,High,OEF derived screening
Flood Threat Index,CRI-A032,CRI-A032-CCRA-011,OEF Flood Risk Score H×E×V (city screening),Open Earth Foundation (flood_risk),Hybrid,R=(H×E×V)^(1/3) with INEC distrito E/V; optional CNE H,CCRA-011,Hydrogeological Disasters,Floods,Hazard,Pipeline-ready,~250 m,modeled_grid,present,Static,Per city run,COG + tiles,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/tree/main/transformation/flood_risk,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/docs/ccra_pipeline_architecture.md,OEF flood risk packaging for GAM multi-cantón AOIs.,Wire CNE H optionally; V grain is distrito not AGEB.,High,OEF derived screening
Flood Threat Index,CRI-A037,CRI-A037-CCRA-011,OEF Flood / Heat / Landslide mechanism-type layers (NbS screening),Open Earth Foundation (nbs_*_mechanism_type),Hazard,Mechanism classes; drainage_constrained proxies stormwater gap,CCRA-011,Hydrogeological Disasters,Floods,Hazard,Pipeline-ready,~250 m / ~90 m,modeled_grid,present,Static,Per NbS run,Categorical COG,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/tree/main/transformation/nbs_screening,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/collections/layers.yaml,OEF mechanism-type layers. Drainage_constrained remains proxy until municipal stormwater GIS opens.,Screening only.,Medium,OEF derived screening
Food production and marketing,CRI-A013,CRI-A013-CCRA-012,INEC Encuesta Nacional Agropecuaria (ENA) + MAG land use / SENARA irrigation districts,INEC / MAG / SENARA,Exposure,"Agricultural land, establishments, production, irrigation dependence",CCRA-012,Food Security,Droughts; Floods,Vulnerability,Costa Rica,Cantón/region survey; SENARA district polygons via SNIT,other_or_mixed,present,ENA cycles; SENARA ongoing,Periodic / annual,Tables / OGC / SHP,Open,INEC/MAG/SENARA,Partial (SNIT),https://inec.cr/,https://www.senara.or.cr/,Agri exposure + SENARA irrigation/aquifer layers — irrigation critical in Guanacaste drought CCRA.,Survey grain coarser than farm cadastral; SENARA coverage by district.,High,Primary official
Forest cover,CRI-A014,CRI-A014-CCRA-013,SINAC / FONAFIFO forest & land-cover products + Hansen GFC,SINAC / FONAFIFO / UMD,Hybrid,"Forest cover, forest loss, natural vegetation",CCRA-013,Infrastructures,Erosions; Heatwave,Vulnerability,Costa Rica,SINAC land-cover classes / ~30 m EO,modeled_grid,present,SINAC products + annual Hansen,Periodic/annual,SHP / GeoTIFF / OGC,Open,Gov CR / CC BY,Yes (SNIT),https://www.sinac.go.cr/,https://www.snitcr.go.cr/,Official forest/vegetation via SINAC SNIT layers plus Hansen loss dynamics.,Combine official cover with Hansen for loss.,High,Primary official
Forest loss,CRI-A014,CRI-A014-CCRA-014,SINAC / FONAFIFO forest & land-cover products + Hansen GFC,SINAC / FONAFIFO / UMD,Hybrid,"Forest cover, forest loss, natural vegetation",CCRA-014,Public Health,Diseases,Exposure,Costa Rica,SINAC land-cover classes / ~30 m EO,modeled_grid,present,SINAC products + annual Hansen,Periodic/annual,SHP / GeoTIFF / OGC,Open,Gov CR / CC BY,Yes (SNIT),https://www.sinac.go.cr/,https://www.snitcr.go.cr/,Official forest/vegetation via SINAC SNIT layers plus Hansen loss dynamics.,Combine official cover with Hansen for loss.,High,Primary official
Health and basic services access,CRI-A001,CRI-A001-CCRA-015,INEC Censo 2011 + Estimaciones de población y vivienda 2022 (distrito) / proyecciones 2000–2050,Instituto Nacional de Estadística y Censos (INEC),Hybrid,"Population density, age structure, housing/WASH themes (census); updated distrito population counts",CCRA-015,Food Security; Public Health; Water Resources,Diseases; Droughts; Floods; Heatwaves,Exposure,Costa Rica,Distrito (~491); cantón/provincia aggregates; census segments where published,neighborhood_or_small_area,present;2030;2050,Censo 2011 themes; población/vivienda 2022; proyecciones to 2050,Census cycle + annual estimates,CSV / REDATAM / PDF tables,Open,INEC open terms,Partial,https://inec.cr/,https://admin.inec.cr/,Primary E/V backbone: distrito population/age (+ Census 2011 housing/WASH). Finer than cantón; coarser than MX AGEB/UK LSOA.,Full thematic census refresh lagging vs 2022 estimates; use EHPM/ENAHO for income between censuses. GAM needs multi-distrito AOIs.,High,Primary official
Health and basic services access,CRI-A002,CRI-A002-CCRA-015,PNUD–UCR–SINIRUBE Atlas de Desarrollo Humano Cantonal (IDH / IPM cantonal),PNUD / UCR / SINIRUBE,Vulnerability,Income/poverty and multi-domain human development at cantón,CCRA-015,Food Security; Public Health; Water Resources,Diseases; Droughts; Floods; Heatwaves,Exposure,Costa Rica,Cantón (84+),city_or_municipality,present,IDH ~2010–2022; IPM ~2020–2023,Annual atlas releases,Tables / interactive atlas,Open,PNUD/UCR terms,Downloads,https://www.undp.org/es/costa-rica,https://pnud-conocimiento.cr/,Cantonal HDI and multidimensional poverty — best systematic deprivation product (coarser than CONEVAL AGEB/SEIFA).,Cantón grain; not distrito/neighbourhood. IPMc methodology differs from INEC national IPM.,High,Research/NGO
Health and basic services access,CRI-A005,CRI-A005-CCRA-015,Ministerio de Salud / CCSS establecimientos + OSM healthcare POIs,Ministerio de Salud / CCSS / OSM,Vulnerability,Health facility density; disease surveillance aggregates (soft),CCRA-015,Food Security; Public Health; Water Resources,Diseases; Droughts; Floods; Heatwaves,Exposure,Costa Rica,Facility points; cantón/región for surveillance tables,facility_or_asset,present,Ongoing,Periodic,CSV / GeoJSON,Partially open,Varies / ODbL,Partial,https://www.ministeriodesalud.go.cr/,https://www.ccss.sa.cr/,Health facility locations for density; Vigilancia epidemiológica aggregates — not open case GIS.,Confirmed disease cases soft gap at neighbourhood grain.,Medium,Secondary official
Health facility density,CRI-A005,CRI-A005-CCRA-016,Ministerio de Salud / CCSS establecimientos + OSM healthcare POIs,Ministerio de Salud / CCSS / OSM,Vulnerability,Health facility density; disease surveillance aggregates (soft),CCRA-016,Public Health,Diseases; Heatwaves,Vulnerability,Costa Rica,Facility points; cantón/región for surveillance tables,facility_or_asset,present,Ongoing,Periodic,CSV / GeoJSON,Partially open,Varies / ODbL,Partial,https://www.ministeriodesalud.go.cr/,https://www.ccss.sa.cr/,Health facility locations for density; Vigilancia epidemiológica aggregates — not open case GIS.,Confirmed disease cases soft gap at neighbourhood grain.,Medium,Secondary official
Households in hazard-prone areas,CRI-A003,CRI-A003-CCRA-017,IGN / SNIT límites distritales y cantonales + cartografía oficial,Instituto Geográfico Nacional / SNIT,Boundary,Official admin geographies for city AOI and joins,CCRA-017,Hydrogeological Disasters,Floods; Landslides,Exposure,Costa Rica,Distrito / cantón / provincia,neighborhood_or_small_area,n/a,DTA updates (2024: 84 cantones / ~492 distritos),As DTA changes,SHP / OGC WMS/WFS,Open,IGN/SNIT,Yes (OGC),https://www.snitcr.go.cr/,https://www.snitcr.go.cr/ico_servicios_ogc,Official distrito/cantón polygons via SNIT OGC — join INEC attributes and CNE hazards.,"Keep DTA vintage matched to INEC tables (new cantones Monteverde, Puerto Jiménez).",High,Primary official
Households in hazard-prone areas,CRI-A004,CRI-A004-CCRA-017,WorldPop / GHSL population grids (Costa Rica),WorldPop / JRC,Exposure,Alternate gridded population density,CCRA-017,Hydrogeological Disasters,Floods; Landslides,Exposure,Costa Rica,~100 m,modeled_grid,present;2030,Multi-epoch,Product releases,GeoTIFF,Open,CC BY / JRC,Yes,https://hub.worldpop.org/,https://ghsl.jrc.ec.europa.eu/,Continuous population rasters; prefer INEC distrito for official counts when intersecting hazards.,Modeled vs census; useful for OEF E inside GAM.,High,International modeled
Households in hazard-prone areas,CRI-A006,CRI-A006-CCRA-017,CNE threat layers via SNIT — áreas con potencial a inundación + deslizamientos / mapas de amenaza,Comisión Nacional de Emergencias (CNE),Hazard,Primary national Flood and Landslide Threat mapping,CCRA-017,Hydrogeological Disasters,Floods; Landslides,Exposure,Costa Rica,National threat polygons / susceptibility maps (SNIT OGC),modeled_grid,present,CNE map vintages (ongoing updates),As CNE/SNIT refresh,OGC WMS/WFS / SHP,Open via SNIT,CNE/SNIT,Yes (OGC),https://www.snitcr.go.cr/ico_servicios_ogc,https://www.cne.go.cr/,Authoritative CNE inundation-potential and landslide threat layers published through SNIT — primary Flood/Landslide Threat for CRI cities.,Not always design-flood AEP engineering maps; climate-change flood futures limited — pair with IMN/OEF FRI.,High,Primary official
Households in hazard-prone areas,CRI-A007,CRI-A007-CCRA-017,Municipal / cantonal risk atlases & CNE DesInventar / MIDEPLAN disaster loss records,Municipalidades / CNE / MIDEPLAN,Hazard,Local flood/landslide risk context and historical event exposure,CCRA-017,Hydrogeological Disasters,Floods; Landslides,Exposure,Costa Rica (uneven municipal atlas coverage),Cantón / local study polygons / event points,city_or_municipality,present,Event records from ~1988+; atlas vintages vary,Periodic,PDF / GIS / tables,Partially open,Varies,Limited,https://www.cne.go.cr/,https://www.mideplan.go.cr/,Cantonal adaptation plans and loss inventories complement CNE national layers for GAM and coastal cantones.,Many products PDF-first; GIS openness varies.,Medium,Secondary official
Households in hazard-prone areas,CRI-A018,CRI-A018-CCRA-017,"IGN / MOPT / OSM — roads, rail, ports, buildings; Microsoft footprints",IGN / MOPT / OSM / Microsoft,Exposure,Road/rail/port density; buildings for hazard-prone households,CCRA-017,Hydrogeological Disasters,Floods; Landslides,Exposure,Costa Rica,Vector networks / buildings,facility_or_asset,present,IGN/SNIT; OSM continuous,Periodic / continuous,SHP / PBF / GPKG,Open,IGN / ODbL,Yes,https://www.snitcr.go.cr/,https://download.geofabrik.de/central-america/costa-rica.html,Open transport and building exposure for CNE hazard overlays.,Rail network limited; building completeness uneven outside GAM.,High,Secondary official
Households in hazard-prone areas,CRI-A029,CRI-A029-CCRA-017,OEF Flood Hazard Score (city screening ensemble),Open Earth Foundation (models/flood_hazard),Hazard,City flood hazard ensemble (0–1),CCRA-017,Hydrogeological Disasters,Floods; Landslides,Exposure,"Pipeline-ready (San José, Alajuela, Cartago, Heredia, GAM cantones, …)",~250 m,modeled_grid,present,Static ensemble,Per city run,COG + tiles,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/tree/main/transformation/flood_hazard,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/docs/ccra_pipeline_architecture.md,OEF flood_hazard — calibrate vs CNE inundation-potential layers.,Not substitute for CNE/SNIT.,High,OEF derived screening
Households in hazard-prone areas,CRI-A032,CRI-A032-CCRA-017,OEF Flood Risk Score H×E×V (city screening),Open Earth Foundation (flood_risk),Hybrid,R=(H×E×V)^(1/3) with INEC distrito E/V; optional CNE H,CCRA-017,Hydrogeological Disasters,Floods; Landslides,Exposure,Pipeline-ready,~250 m,modeled_grid,present,Static,Per city run,COG + tiles,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/tree/main/transformation/flood_risk,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/docs/ccra_pipeline_architecture.md,OEF flood risk packaging for GAM multi-cantón AOIs.,Wire CNE H optionally; V grain is distrito not AGEB.,High,OEF derived screening
Households in hazard-prone areas,CRI-A034,CRI-A034-CCRA-017,OEF Landslide Risk Score H×E×V (city screening),Open Earth Foundation (landslide_risk),Hybrid,Landslide risk composite,CCRA-017,Hydrogeological Disasters,Floods; Landslides,Exposure,Pipeline-ready,~90 m,modeled_grid,present,Static,Per city run,COG + tiles,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/tree/main/transformation/landslide_risk,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/docs/ccra_pipeline_architecture.md,OEF landslide risk screening — high relevance in CRI.,Slope gate.,High,OEF derived screening
