indicator_name,dataset_id,row_id,dataset_name,publisher,dataset_type,information_requirements_satisfied,related_ccra_indicator,sectors_served,climatic_risks_served,risk_components,geographic_coverage,geographic_granularity,granularity_class,horizons_covered,temporal_coverage,update_frequency,data_format,open_restricted,license,api_available,download_url,documentation_url,short_description,limitations,confidence_level,authoritative_tier
Flood Threat Index,MEX-A029,MEX-A029-CCRA-011,OEF Flood Hazard Score (city screening ensemble),Open Earth Foundation (models/flood_hazard),Hazard,City flood hazard ensemble (0–1),CCRA-011,Hydrogeological Disasters,Floods,Hazard,"Pipeline-ready (CDMX/ZMVM, Guadalajara, Monterrey, Puebla, León, …)",~250 m,modeled_grid,present,Static ensemble,Per city run,COG + tiles,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/tree/main/transformation/flood_hazard,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/docs/ccra_pipeline_architecture.md,OEF flood_hazard — cross-check/calibrate vs CENAPRED ANR; fill gaps where municipal atlas weak.,Not substitute for ANR/state atlas.,High,OEF derived screening
Flood Threat Index,MEX-A032,MEX-A032-CCRA-011,OEF Flood Risk Score H×E×V (city screening),Open Earth Foundation (flood_risk),Hybrid,R=(H×E×V)^(1/3) with AGEB/CONEVAL E/V; optional CENAPRED H,CCRA-011,Hydrogeological Disasters,Floods,Hazard,Pipeline-ready,~250 m,modeled_grid,present,Static,Per city run,COG + tiles,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/tree/main/transformation/flood_risk,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/docs/ccra_pipeline_architecture.md,OEF flood risk packaging; MEX AGEB+CONEVAL is among richest V stacks.,Wire CENAPRED H optionally.,High,OEF derived screening
Flood Threat Index,MEX-A037,MEX-A037-CCRA-011,OEF Flood / Heat / Landslide mechanism-type layers (NbS screening),Open Earth Foundation (nbs_*_mechanism_type),Hazard,Mechanism classes; drainage_constrained proxies stormwater gap,CCRA-011,Hydrogeological Disasters,Floods,Hazard,Pipeline-ready,~250 m / ~90 m,modeled_grid,present,Static,Per NbS run,Categorical COG,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/tree/main/transformation/nbs_screening,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/collections/layers.yaml,OEF mechanism-type layers. Drainage_constrained remains proxy; Census 'drenaje' is household sanitation connection ≠ stormwater network coverage.,Screening only. Do not confuse dwelling drenaje with CCRA-039.,Medium,OEF derived screening
Food production and marketing,MEX-A013,MEX-A013-CCRA-012,INEGI Censo Agropecuario / SIAP land use & irrigation statistics,INEGI / SIAP–SADER,Exposure,"Agricultural land, establishments, production, irrigation dependence",CCRA-012,Food Security,Droughts; Floods,Vulnerability,México,Municipio / agricultural census units; SIAP rasters/tables,state_or_province,present,Censo Agropecuario cycles; SIAP annual,Census / annual,Tables / GIS,Open,INEGI / SIAP,Partial,https://www.inegi.org.mx/programas/cagf/,https://www.gob.mx/siap,Strong agri exposure stack; irrigation critical for drought CCRA in many states.,Municipio grain often needs downscaling for city AOI.,High,Primary official
Forest cover,MEX-A014,MEX-A014-CCRA-013,CONAFOR INFyS / MAD-MEX land cover + Hansen GFC,CONAFOR / CONABIO / UMD,Hybrid,"Forest cover, forest loss, natural vegetation",CCRA-013,Infrastructures,Erosions; Heatwave,Vulnerability,México,INFyS / ~30 m EO,modeled_grid,present,INFyS cycles + annual Hansen,Periodic/annual,GeoTIFF / tables,Open,Gov MX / CC BY,Partial,https://www.gob.mx/conafor,https://www.biodiversidad.gob.mx/,Official forest inventory/monitoring plus EO for vegetation/erosion/landslide context.,Combine INFyS with Hansen for loss dynamics.,High,Primary official
Forest loss,MEX-A014,MEX-A014-CCRA-014,CONAFOR INFyS / MAD-MEX land cover + Hansen GFC,CONAFOR / CONABIO / UMD,Hybrid,"Forest cover, forest loss, natural vegetation",CCRA-014,Public Health,Diseases,Exposure,México,INFyS / ~30 m EO,modeled_grid,present,INFyS cycles + annual Hansen,Periodic/annual,GeoTIFF / tables,Open,Gov MX / CC BY,Partial,https://www.gob.mx/conafor,https://www.biodiversidad.gob.mx/,Official forest inventory/monitoring plus EO for vegetation/erosion/landslide context.,Combine INFyS with Hansen for loss dynamics.,High,Primary official
Health and basic services access,MEX-A001,MEX-A001-CCRA-015,INEGI Censo de Población y Vivienda 2020 — Principales resultados por AGEB y manzana urbana,Instituto Nacional de Estadística y Geografía (INEGI),Hybrid,"Population density, age, income proxies, water/sanitation/drainage dwelling fields, electricity for E/V",CCRA-015,Food Security; Public Health; Water Resources,Diseases; Droughts; Floods; Heatwaves,Exposure,México (urban AGEB/manzana; rural via ITER/localidad),AGEB / manzana urbana (finest standard census units),neighborhood_or_small_area,present,2020 Census,Census cycle (10 years) + intercensal,CSV / SCITEL / SCINCE / Marco Geoestadístico,Open,INEGI open terms / datos abiertos,Yes (downloads / APIs),https://www.inegi.org.mx/programas/ccpv/2020/,https://www.inegi.org.mx/app/scitel/,"National gold-standard E/V backbone at AGEB/manzana: age, dwelling services (agua, drenaje, electricidad), sociodemographics — city CCRA ready.",Rural manzana coverage limited; use ITER for rural localities. Privacy asterisks on small counts.,High,Primary official
Health and basic services access,MEX-A002,MEX-A002-CCRA-015,CONEVAL Grado de Rezago Social AGEB urbana 2020 + estimaciones de pobreza urbana (AGEB/localidad),CONEVAL,Vulnerability,Income/poverty and multi-domain social deprivation (IMD/SEIFA analogue),CCRA-015,Food Security; Public Health; Water Resources,Diseases; Droughts; Floods; Heatwaves,Exposure,México (urban AGEB; municipal poverty nationwide),AGEB urbana (GRS/pobreza ranges); municipio for official poverty,neighborhood_or_small_area,present,2020 (Census-aligned),CONEVAL measurement cycles,CSV / SHP / PDF maps,Open,CONEVAL open,Downloads,https://www.coneval.org.mx/Medicion/IRS/Paginas/Rezago_social_AGEB_2020.aspx,https://www.coneval.org.mx/Medicion/Paginas/PobrezaInicio.aspx,Canonical small-area deprivation: GRS AGEB + poverty estimates — preferred Income/V proxy (closest to IMD/SEIFA in this set).,GRS ≠ full multidimensional poverty (excludes income/food in GRS itself); combine with poverty AGEB products and Census.,High,Primary official
Health and basic services access,MEX-A005,MEX-A005-CCRA-015,CLUES / SSA establecimientos de salud + OSM healthcare POIs,Secretaría de Salud / DGIS / OSM,Vulnerability,Health facility density; disease surveillance aggregates (soft),CCRA-015,Food Security; Public Health; Water Resources,Diseases; Droughts; Floods; Heatwaves,Exposure,México,Facility points (CLUES); municipio for some surveillance,facility_or_asset,present,Ongoing,Periodic,CSV / GeoJSON,Open (CLUES); case microdata restricted,Gov MX / ODbL,Partial,http://www.dgis.salud.gob.mx/,https://www.gob.mx/salud,Official health facility catalogue (CLUES) for density; SUIVE aggregates for disease — not open case GIS.,Confirmed disease cases soft gap at city-block grain.,High,Primary official
Health facility density,MEX-A005,MEX-A005-CCRA-016,CLUES / SSA establecimientos de salud + OSM healthcare POIs,Secretaría de Salud / DGIS / OSM,Vulnerability,Health facility density; disease surveillance aggregates (soft),CCRA-016,Public Health,Diseases; Heatwaves,Vulnerability,México,Facility points (CLUES); municipio for some surveillance,facility_or_asset,present,Ongoing,Periodic,CSV / GeoJSON,Open (CLUES); case microdata restricted,Gov MX / ODbL,Partial,http://www.dgis.salud.gob.mx/,https://www.gob.mx/salud,Official health facility catalogue (CLUES) for density; SUIVE aggregates for disease — not open case GIS.,Confirmed disease cases soft gap at city-block grain.,High,Primary official
Households in hazard-prone areas,MEX-A003,MEX-A003-CCRA-017,INEGI Marco Geoestadístico — AGEB / manzana / municipio / entidad,INEGI,Boundary,Official census geographies for city AOI and joins,CCRA-017,Hydrogeological Disasters,Floods; Landslides,Exposure,México,Manzana → entidad,neighborhood_or_small_area,n/a,2020 MG + updates,Periodic MG editions,SHP / GPKG,Open,INEGI,Yes,https://www.inegi.org.mx/app/mapa/espacioydatos/,https://www.inegi.org.mx/temas/mg/,Official AGEB/manzana polygons for Census/CONEVAL joins and hazard overlays.,Match MG vintage to attribute tables.,High,Primary official
Households in hazard-prone areas,MEX-A004,MEX-A004-CCRA-017,WorldPop / GHSL population grids (México),WorldPop / JRC,Exposure,Alternate gridded population density,CCRA-017,Hydrogeological Disasters,Floods; Landslides,Exposure,México,~100 m,modeled_grid,present;2030,Multi-epoch,Product releases,GeoTIFF,Open,CC BY / JRC,Yes,https://hub.worldpop.org/,https://ghsl.jrc.ec.europa.eu/,Continuous population rasters; prefer INEGI AGEB for official counts.,Modeled vs census; use for OEF E grids.,High,International modeled
Households in hazard-prone areas,MEX-A006,MEX-A006-CCRA-017,CENAPRED Atlas Nacional de Riesgos — peligro/vulnerabilidad por inundación + catálogo de inundaciones,CENAPRED,Hazard,Primary national Flood Threat indices and flood event catalogue,CCRA-017,Hydrogeological Disasters,Floods; Landslides,Exposure,México,National peril/vulnerability indices; municipal event layers; ZMVM atlas enhancements,modeled_grid,present,Índice peligro 2016; vulnerabilidad 2017; catálogo 2020+; atlas updates,ANR / service updates,ArcGIS REST / WMS / downloads,Open view/services,CENAPRED / Gov MX,Yes (MapServer),http://www.atlasnacionalderiesgos.gob.mx/,http://servicios2.cenapred.unam.mx:6080/arcgis/rest/services/ANR/Fenomenos_Hidrometeorologicos/MapServer,Authoritative national flood peril & vulnerability layers via ANR — strongest single Flood Threat path for MEX cities.,Not always property-scale engineering AEP maps; use state/municipal atlas for detail. Climate-change flood futures uneven.,High,Primary official
Households in hazard-prone areas,MEX-A007,MEX-A007-CCRA-017,Atlas estatales/municipales de riesgos + CONAGUA puntos críticos de inundación,Estados / municipios / CONAGUA–CENAPRED,Hazard,Local flood hazard and critical inundation points for city CCRA,CCRA-017,Hydrogeological Disasters,Floods; Landslides,Exposure,México (coverage by atlas program),Municipal/state flood polygons / critical points,other_or_mixed,present,Atlas vintages vary,Program cycles,SHP / PDF / REST,Mostly open via ANR portal,State/municipal,Partial,http://www.atlasnacionalderiesgos.gob.mx/,https://www.gob.mx/conagua,State/municipal risk atlases and CONAGUA critical flood points — city-scale complement to national indices.,Quality and GIS openness vary by municipality.,High,Primary official
Households in hazard-prone areas,MEX-A009,MEX-A009-CCRA-017,CENAPRED Mapa Nacional de Susceptibilidad por Inestabilidad de Laderas (2020) + NASA LHASA/DEM drivers,CENAPRED / NASA / ESA,Hazard,Landslide Threat / Susceptibility,CCRA-017,Hydrogeological Disasters,Floods; Landslides,Exposure,México,National susceptibility map + ~1 km LHASA / 30 m DEM,modeled_grid,present,2020 national map + model vintages,Product updates,Raster / ArcGIS REST / GeoTIFF,Open,CENAPRED / see publishers,Yes,http://www.atlasnacionalderiesgos.gob.mx/,https://gpm.nasa.gov/landslides/,National landslide susceptibility (CENAPRED) — preferred Landslide Threat; LHASA/DEM as OEF inputs.,Screening scale; local geotech studies for engineering.,High,Primary official
Households in hazard-prone areas,MEX-A018,MEX-A018-CCRA-017,"INEGI / OSM — carretera, ferrocarril, puertos, edificios; Microsoft footprints",INEGI / OSM / Microsoft,Exposure,Road/rail/port density; buildings for hazard-prone households,CCRA-017,Hydrogeological Disasters,Floods; Landslides,Exposure,México,Vector networks / buildings,facility_or_asset,present,INEGI RNC/RHN releases; OSM continuous,Periodic / continuous,SHP / PBF / GPKG,Open,INEGI / ODbL,Yes,https://www.inegi.org.mx/temas/transportes/,https://download.geofabrik.de/north-america/mexico.html,Open transport and building exposure stack for CENAPRED hazard overlays.,Building completeness uneven in peri-urban/informal settlements.,High,Secondary official
Households in hazard-prone areas,MEX-A029,MEX-A029-CCRA-017,OEF Flood Hazard Score (city screening ensemble),Open Earth Foundation (models/flood_hazard),Hazard,City flood hazard ensemble (0–1),CCRA-017,Hydrogeological Disasters,Floods; Landslides,Exposure,"Pipeline-ready (CDMX/ZMVM, Guadalajara, Monterrey, Puebla, León, …)",~250 m,modeled_grid,present,Static ensemble,Per city run,COG + tiles,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/tree/main/transformation/flood_hazard,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/docs/ccra_pipeline_architecture.md,OEF flood_hazard — cross-check/calibrate vs CENAPRED ANR; fill gaps where municipal atlas weak.,Not substitute for ANR/state atlas.,High,OEF derived screening
Households in hazard-prone areas,MEX-A032,MEX-A032-CCRA-017,OEF Flood Risk Score H×E×V (city screening),Open Earth Foundation (flood_risk),Hybrid,R=(H×E×V)^(1/3) with AGEB/CONEVAL E/V; optional CENAPRED H,CCRA-017,Hydrogeological Disasters,Floods; Landslides,Exposure,Pipeline-ready,~250 m,modeled_grid,present,Static,Per city run,COG + tiles,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/tree/main/transformation/flood_risk,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/docs/ccra_pipeline_architecture.md,OEF flood risk packaging; MEX AGEB+CONEVAL is among richest V stacks.,Wire CENAPRED H optionally.,High,OEF derived screening
