iso3,country,track,dataset_id,dataset_name,publisher,tier,cells_touched,n_cells,years_contributed,n_years,notes
ARG,Argentina,adaptation,ARG-A015,UMSEF / Dirección de Bosques monitores + Hansen GFC + ESA WorldCover,MAGyP / UMD / ESA,T1,CCRA-013;CCRA-014;CCRA-027,3,2024,1,
ARG,Argentina,adaptation,ARG-A016,SIB / APN áreas protegidas + WDPA Argentina,Administración de Parques Nacionales / Ambiente / UNEP-WCMC,T1,CCRA-005;CCRA-031,2,2024,1,
ARG,Argentina,adaptation,ARG-A017,Biodiversity Intactness Index + KBAs (Argentina),NHM / BirdLife,T3,CCRA-005;CCRA-006,2,2024,1,
ARG,Argentina,adaptation,ARG-A018,INDEC Cuentas Nacionales / provincial GVA by industry (agro & industry shares),INDEC,T1,CCRA-002;CCRA-021,2,2024,1,
ARG,Argentina,adaptation,ARG-A019,"IGN / OSM — roads, rail, ports, buildings; Microsoft footprints",IGN / OSM / Microsoft,T1,CCRA-017;CCRA-032;CCRA-034;CCRA-038,4,2024,1,
ARG,Argentina,adaptation,ARG-A020,CAMMESA / Secretaría de Energía generation & SESCO; WRI Global Power Plant Database,CAMMESA / Secretaría de Energía / WRI,T1,CCRA-009;CCRA-030,2,2024,1,
ARG,Argentina,adaptation,ARG-A021,Balance Energético Nacional (BEN) / CAMMESA demand; ENRE–ENARGAS; census energy proxies,Secretaría de Energía / CAMMESA / reguladores,T1,CCRA-009;CCRA-010,2,2022;2023;2024,3,
ARG,Argentina,adaptation,ARG-A022,INA / AySA & provincial water utilities performance; Water Security / drought indicators,INA / AySA / provincial operators / Ambiente,T1,CCRA-019;CCRA-041,2,2024,1,
ARG,Argentina,adaptation,ARG-A023,ENGIRSU / Observatorio RSU + CEAMSE (AMBA) + municipal waste open data,Ambiente / CEAMSE / municipios,T1,CCRA-040,1,2024,1,
ARG,Argentina,adaptation,ARG-A024,AGP / puertos nacionales & provinciales + OSM harbour features,AGP / prefectura–ports / OSM,T1,CCRA-029,1,2024,1,
ARG,Argentina,adaptation,ARG-A028,OEF CHIRPS–COPDEM Flood Risk Index (FRI) — present+SSP,Open Earth Foundation,T2,CCRA-011,1,2024,1,
ARG,Argentina,adaptation,ARG-A029,OEF Flood Hazard Score (city screening ensemble),Open Earth Foundation (models/flood_hazard),T2,CCRA-011;CCRA-017,2,2024,1,
ARG,Argentina,adaptation,ARG-A030,OEF Heat Hazard Score (city screening ensemble),Open Earth Foundation (models/heat_hazard),T2,CCRA-026,1,2024,1,
ARG,Argentina,adaptation,ARG-A031,OEF Landslide Hazard Score (city screening ensemble),Open Earth Foundation (models/landslide_hazard),T2,CCRA-022;CCRA-023,2,2024,1,
ARG,Argentina,adaptation,ARG-A032,OEF Flood Risk Score H×E×V (city screening),Open Earth Foundation (flood_risk),T2,CCRA-011;CCRA-017;CCRA-028,3,2024,1,
ARG,Argentina,adaptation,ARG-A033,OEF Heat Risk Score H×E×V (city screening),Open Earth Foundation (heat_risk),T2,CCRA-001;CCRA-026;CCRA-028,3,2024,1,
ARG,Argentina,adaptation,ARG-A034,OEF Landslide Risk Score H×E×V (city screening),Open Earth Foundation (landslide_risk),T2,CCRA-017;CCRA-022;CCRA-023;CCRA-028,4,2024,1,
ARG,Argentina,adaptation,ARG-A035,OEF shared city Exposure score (population density screening),Open Earth Foundation,T2,CCRA-017;CCRA-028,2,2024,1,
ARG,Argentina,adaptation,ARG-A036,OEF shared city Vulnerability score (age/social screening),Open Earth Foundation,T2,CCRA-001;CCRA-020;CCRA-038,3,2024,1,
ARG,Argentina,adaptation,ARG-A037,OEF Flood / Heat / Landslide mechanism-type layers (NbS screening),Open Earth Foundation (nbs_*_mechanism_type),T2,CCRA-011;CCRA-023;CCRA-026,3,2024,1,
AUS,Australia,mitigation,AUS-001,Australia's National Greenhouse Accounts / National Inventory Report (NIR),"Department of Climate Change, Energy, the Environment and Water (DCCEEW)",T1,I.1;I.2;I.3;I.4;I.5;I.7;I.8;II.1;II.2;II.3;II.4;II.5;III.1;III.2;III.3;III.4;IV.1;IV.2;V.1;V.2;V.3,21,2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,10,
AUS,Australia,mitigation,AUS-002,State and Territory Greenhouse Gas Inventories,DCCEEW,T1,I.1;I.2;I.3;I.4;I.5;I.7;I.8;II.1;II.2;II.3;II.4;II.5;III.1;III.2;III.3;III.4;IV.1;IV.2;V.1;V.2;V.3,21,2024,1,
AUS,Australia,mitigation,AUS-003,National Greenhouse and Energy Reporting (NGER) — corporate & electricity facility data,Clean Energy Regulator (CER),T1,I.3;I.4;I.8;II.5;III.1;III.4;IV.1,7,2024,1,
AUS,Australia,mitigation,AUS-004,National Greenhouse Accounts Factors,DCCEEW,T1,I.1;I.2;I.3;I.4;II.1;II.2;II.3;II.4;II.5;III.1;III.4;IV.2;VI.1,13,,0,
AUS,Australia,mitigation,AUS-005,Australian Energy Statistics / Australian Energy Update,DCCEEW (energy.gov.au),T1,I.1;I.2;I.3;I.4;I.5;II.1,6,2023,1,
AUS,Australia,mitigation,AUS-006,"Energy Account, Australia (ABS)",Australian Bureau of Statistics (ABS),T1,I.1;I.2;I.3;I.4;II.1;VI.1,6,2023,1,
AUS,Australia,mitigation,AUS-007,"AEMO NEM / electricity market data (generation, demand, carbon intensity products)",Australian Energy Market Operator (AEMO),T1,I.4,1,,0,
AUS,Australia,mitigation,AUS-008,BITRE Australian Infrastructure and Transport Statistics Yearbook (road/rail/aviation/maritime),Bureau of Infrastructure and Transport Research Economics (BITRE),T1,II.1;II.2;II.3;II.4,4,,0,
AUS,Australia,mitigation,AUS-009,ABS Motor Vehicle Census / vehicle registrations,Australian Bureau of Statistics,T1,II.1,1,,0,
AUS,Australia,mitigation,AUS-010,National Waste and Resource Recovery Database / Report,DCCEEW,T1,III.1;III.2;III.3,3,2022;2024,2,
AUS,Australia,mitigation,AUS-011,ABS Agricultural Census / ABARES agricultural statistics,ABS / ABARES (DAFF),T1,I.5;V.1;V.2;V.3,4,2020,1,
AUS,Australia,mitigation,AUS-012,FullCAM / Australia land sector carbon accounting (National Greenhouse Accounts),DCCEEW,T1,V.2;V.3,2,2024,1,
AUS,Australia,mitigation,AUS-013,Australia's State of the Forests / ABARES forest statistics,ABARES / Montreal Process Implementation Group,T1,V.2,1,,0,
AUS,Australia,mitigation,AUS-014,National Pollutant Inventory (NPI),DCCEEW,T1,I.3;III.3;IV.1,3,2024,1,
AUS,Australia,mitigation,AUS-015,Snapshot Climate — municipal community GHG profiles,Ironbark Sustainability / Beyond Zero Emissions (Snapshot),T3,I.1;I.2;I.3;I.4;I.8;II.1;II.2;III.1;III.4;IV.1;IV.2;V.1;V.2,13,,0,
AUS,Australia,mitigation,AUS-016,City of Melbourne Municipal Greenhouse Gas Emissions (open data),City of Melbourne,T1,I.1;I.2;I.3;I.4;II.1;II.2;III.1;III.4,8,2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,10,
AUS,Australia,mitigation,AUS-017,Safeguard Mechanism facility emissions (CER),Clean Energy Regulator,T1,I.3;I.4;I.8;IV.1,4,,0,
AUS,Australia,mitigation,AUS-018,DNSP / gas distributor open LGA energy consumption extracts (selected networks),Distribution networks (e.g. Jemena and other DNSPs/gas distributors) + state open data portals,T1,I.1;I.2;I.3,3,,0,
AUS,Australia,mitigation,AUS-019,Bureau of Meteorology / water corporation wastewater & urban water reporting,BOM (National Performance Report) / state water corporations,T1,III.4,1,,0,
AUS,Australia,mitigation,AUS-020,Australian Petroleum Statistics / upstream oil & gas production data,DCCEEW / geoscience & resources statistics,T1,I.4;I.8,2,,0,
AUS,Australia,mitigation,AUS-021,Household energy surveys / ABS household consumption modules,Australian Bureau of Statistics,T1,I.1;VI.1,2,,0,
AUS,Australia,mitigation,AUS-022,EDGAR GHG gridded & cities emissions,European Commission JRC,T2,I.1;I.2;I.3;I.4;II.1;II.3;II.4;III.1;IV.1;V.1;V.2;V.3,12,2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,10,
AUS,Australia,mitigation,AUS-023,Climate TRACE inventory,Climate TRACE,T2,I.3;I.4;I.8;II.1;II.3;II.4;III.1;IV.1;V.2,9,,0,
AUS,Australia,mitigation,AUS-024,Global Power Plant Database (Australia),WRI / Global Energy Monitor ecosystem (GPPD),T2,I.4,1,,0,
AUS,Australia,mitigation,AUS-025,F-gas / product-use emissions (NGA IPPU + NGA Factors refrigerants),DCCEEW,T1,IV.2,1,2024,1,
AUS,Australia,adaptation,AUS-A001,"ABS Census of Population and Housing 2021 — SA1/SA2 General Community Profiles (age, income, housing, dwellings)",Australian Bureau of Statistics (ABS),T1,CCRA-001;CCRA-010;CCRA-015;CCRA-018;CCRA-019;CCRA-020;CCRA-028;CCRA-038,8,2016;2017;2018;2019;2020;2021;2022;2023;2024,9,
AUS,Australia,adaptation,AUS-A002,ABS SEIFA 2021 (IRSD / IRSAD / IER / IEO) — SA1,Australian Bureau of Statistics,T1,CCRA-010;CCRA-015;CCRA-020;CCRA-038,4,2021;2022;2023;2024,4,
AUS,Australia,adaptation,AUS-A003,ABS ASGS Edition 3 digital boundaries (Mesh Block / SA1 / SA2 / LGA / GCCSA),Australian Bureau of Statistics,T1,CCRA-017,1,2021,1,
AUS,Australia,adaptation,AUS-A004,WorldPop / GHSL population grids (Australia),WorldPop / JRC,T2,CCRA-017;CCRA-028,2,2024,1,
AUS,Australia,adaptation,AUS-A005,AIHW / state health facility directories + OSM healthcare POIs,AIHW / state health departments / OSM,T1,CCRA-007;CCRA-015;CCRA-016,3,2024,1,
AUS,Australia,adaptation,AUS-A006,Australian Flood Risk Information Portal (AFRIP) / GA Flood Study Database + WMS/WFS,Geoscience Australia,T1,CCRA-011;CCRA-017,2,2018;2019;2020;2021;2022;2023;2024,7,
AUS,Australia,adaptation,AUS-A007,State/territory flood hazard portals (NSW SES Flood Data / QLD FloodCheck / VIC FloodZoom / WA/SA/NT/ACT council & SES layers),State SES / water / planning agencies,T1,CCRA-011;CCRA-017,2,2024,1,
AUS,Australia,adaptation,AUS-A008,GA Water Observations from Space (WOfS) / DEA Water Observations — historic inundation frequency,Geoscience Australia / Digital Earth Australia,T1,CCRA-011;CCRA-017,2,2024,1,
AUS,Australia,adaptation,AUS-A009,JRC Global River Flood Hazard + WRI Aqueduct Flood,JRC / WRI,T2,CCRA-011,1,2024,1,
AUS,Australia,adaptation,AUS-A010,NASA LHASA + Copernicus DEM / MERIT HAND (landslide drivers),NASA / ESA / MERIT,T2,CCRA-022;CCRA-023,2,2024,1,
AUS,Australia,adaptation,AUS-A011,Climate Change in Australia / NCRA / CSIRO–BoM national climate projections (CMIP),CSIRO / Bureau of Meteorology / DCCEEW,T1,CCRA-024;CCRA-025;CCRA-026;CCRA-035;CCRA-036;CCRA-037,6,2024,1,
AUS,Australia,adaptation,AUS-A012,Bureau of Meteorology climate grids / AWAP / AGCD + drought statements; SPEI/CDD/Rx5day derivable,Bureau of Meteorology,T1,CCRA-024;CCRA-025;CCRA-026;CCRA-033;CCRA-036;CCRA-037;CCRA-041,7,2024,1,
AUS,Australia,adaptation,AUS-A013,CHIRPS + ERA5-Land extremes / OEF HWM & FRI inputs,UCSB CHIRPS / ECMWF / OEF transforms,T2,CCRA-011;CCRA-024;CCRA-025;CCRA-033;CCRA-036;CCRA-037,6,2024,1,
AUS,Australia,adaptation,AUS-A014,CoastAdapt / Canute / GA coastal + IPCC AR6 regional SLR; state coastal hazard overlays,NCCARF / CSIRO / Geoscience Australia / states,T1,CCRA-029;CCRA-035,2,2024,1,
AUS,Australia,adaptation,AUS-A015,GA National Landslide Database / state landslide susceptibility inventories + DEM drivers,Geoscience Australia / state geological surveys,T1,CCRA-017;CCRA-022;CCRA-023,3,2024,1,
AUS,Australia,adaptation,AUS-A016,ABARES / ABS Agricultural Census + Catchment Scale Land Use (CLUM) / irrigated agriculture layers,ABARES / ABS / DAFF,T1,CCRA-002;CCRA-003;CCRA-004;CCRA-008;CCRA-012,5,2024,1,
AUS,Australia,adaptation,AUS-A017,Australia's State of the Forests / National Forest Inventory + Hansen GFC + DEA land cover,DAFF / ABARES / UMD / DEA,T1,CCRA-013;CCRA-014;CCRA-027,3,2024,1,
AUS,Australia,adaptation,AUS-A018,Collaborative Australian Protected Areas Database (CAPAD) / WDPA,DCCEEW / UNEP-WCMC,T1,CCRA-005;CCRA-031,2,2024,1,
AUS,Australia,adaptation,AUS-A019,Biodiversity Intactness Index + Key Biodiversity Areas (Australia),NHM / BirdLife,T3,CCRA-005;CCRA-006,2,2024,1,
AUS,Australia,adaptation,AUS-A020,ABS National Accounts / state GVA by industry (agriculture & industry shares),Australian Bureau of Statistics,T1,CCRA-002;CCRA-021,2,2024,1,
AUS,Australia,adaptation,AUS-A021,"Geoscape / OSM / PSMA — roads, rail, ports, buildings; Microsoft footprints",Geoscape / OSM / Microsoft,T1,CCRA-017;CCRA-032;CCRA-034;CCRA-038,4,2024,1,
AUS,Australia,adaptation,AUS-A022,AEMO / CER generator registers + WRI Global Power Plant Database,AEMO / Clean Energy Regulator / WRI,T1,CCRA-009;CCRA-030,2,2024,1,
AUS,Australia,adaptation,AUS-A023,Australian Energy Statistics / AER / ABS Energy Account; postcode/SA2 electricity use research,DCCEEW / AER / ABS,T1,CCRA-009;CCRA-010,2,2024,1,
AUS,Australia,adaptation,AUS-A024,BOM National Performance Report (urban water) + National Water Account + Water Market Information,Bureau of Meteorology / ABARES,T1,CCRA-019;CCRA-041,2,2024,1,
AUS,Australia,adaptation,AUS-A025,ABS / state waste statistics + council kerbside collection open data,ABS / DCCEEW / councils,T1,CCRA-040,1,2024,1,
AUS,Australia,adaptation,AUS-A026,Ports Australia / GA maritime infrastructure / OSM harbour features,Ports Australia / Geoscience Australia / OSM,T1,CCRA-029,1,2024,1,
AUS,Australia,adaptation,AUS-A028,OEF CHIRPS–COPDEM Flood Risk Index (FRI) — present+SSP,Open Earth Foundation,T2,CCRA-011,1,2024,1,
AUS,Australia,adaptation,AUS-A029,OEF Flood Hazard Score (city screening ensemble),Open Earth Foundation (models/flood_hazard),T2,CCRA-011;CCRA-017,2,2024,1,
AUS,Australia,adaptation,AUS-A030,OEF Heat Hazard Score (city screening ensemble),Open Earth Foundation (models/heat_hazard),T2,CCRA-026,1,2024,1,
AUS,Australia,adaptation,AUS-A031,OEF Landslide Hazard Score (city screening ensemble),Open Earth Foundation (models/landslide_hazard),T2,CCRA-022;CCRA-023,2,2024,1,
AUS,Australia,adaptation,AUS-A032,OEF Flood Risk Score H×E×V (city screening),Open Earth Foundation (flood_risk),T2,CCRA-011;CCRA-017;CCRA-028,3,2024,1,
AUS,Australia,adaptation,AUS-A033,OEF Heat Risk Score H×E×V (city screening),Open Earth Foundation (heat_risk),T2,CCRA-001;CCRA-026;CCRA-028,3,2024,1,
AUS,Australia,adaptation,AUS-A034,OEF Landslide Risk Score H×E×V (city screening),Open Earth Foundation (landslide_risk),T2,CCRA-017;CCRA-022;CCRA-023;CCRA-028,4,2024,1,
AUS,Australia,adaptation,AUS-A035,OEF shared city Exposure score (population density screening),Open Earth Foundation,T2,CCRA-017;CCRA-028,2,2024,1,
AUS,Australia,adaptation,AUS-A036,OEF shared city Vulnerability score (age/social screening),Open Earth Foundation,T2,CCRA-001;CCRA-020;CCRA-038,3,2024,1,
AUS,Australia,adaptation,AUS-A037,OEF Flood / Heat / Landslide mechanism-type layers (NbS screening),Open Earth Foundation (nbs_*_mechanism_type),T2,CCRA-011;CCRA-023;CCRA-026,3,2024,1,
CAN,Canada,mitigation,CAN-001,Canada's Official Greenhouse Gas Inventory / National Inventory Report (NIR),Environment and Climate Change Canada (ECCC),T1,I.1;I.2;I.3;I.4;I.5;I.7;I.8;II.1;II.2;II.3;II.4;II.5;III.1;III.2;III.3;III.4;IV.1;IV.2;V.1;V.2;V.3,21,2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,10,
CAN,Canada,mitigation,CAN-002,Greenhouse Gas Reporting Program (GHGRP) facility emissions,ECCC,T1,I.3;I.4;I.8;II.5;III.1;III.4;IV.1,7,2024,1,
CAN,Canada,mitigation,CAN-003,Canadian System of Environmental-Economic Accounts — energy use & GHG (SEEA PFA),Statistics Canada,T1,I.1;I.2;I.3;I.4;II.1;VI.1,6,2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,10,
CAN,Canada,mitigation,CAN-004,Report on Energy Supply and Demand in Canada (RESD) / energy tables,Statistics Canada / Canadian Centre for Energy Information,T1,I.1;I.2;I.3;I.4;I.5;II.1,6,,0,
CAN,Canada,mitigation,CAN-005,Electric sales / generation statistics (StatCan & provincial utilities open releases),"Statistics Canada; provincial utilities (e.g. Hydro-Québec, BC Hydro, Ontario IESO summaries)",T1,I.1;I.2;I.3;I.4,4,,0,
CAN,Canada,mitigation,CAN-006,Vehicle registrations by type and fuel type (table 23-10-0308),Statistics Canada,T1,II.1,1,2024,1,
CAN,Canada,mitigation,CAN-007,Sales of fuel used for road motor vehicles (StatCan),Statistics Canada,T1,II.1,1,,0,
CAN,Canada,mitigation,CAN-008,Census of Agriculture (incl. geodata products),Statistics Canada,T1,I.5;V.1;V.2;V.3,4,2021,1,
CAN,Canada,mitigation,CAN-009,Canada's National Forest Inventory (NFI) data & maps,Canadian Forest Service / NFI partners,T1,V.2,1,2024,1,
CAN,Canada,mitigation,CAN-010,BC Community Energy and Emissions Inventory (CEEI),Government of British Columbia,T1,I.1;I.2;I.3;II.1;III.1;V.2,6,2015;2016;2017;2018;2019;2020;2021;2024,8,
CAN,Canada,mitigation,CAN-011,Toronto Sector-Based Emissions Inventory (SBEI) / community GHG inventory,City of Toronto,T1,I.1;I.2;I.3;I.4;II.1;II.2;III.1;III.4;IV.1;IV.2,10,2023,1,
CAN,Canada,mitigation,CAN-012,Calgary Community-wide GHG Inventory (Open Calgary),City of Calgary,T1,I.1;I.2;I.3;II.1;III.1;III.4,6,,0,
CAN,Canada,mitigation,CAN-013,CER pipeline throughput & capacity / energy system data,Canada Energy Regulator (CER),T1,I.4;I.8,2,2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,10,
CAN,Canada,mitigation,CAN-014,AER upstream petroleum emissions / Petrinex reporting (Alberta),Alberta Energy Regulator (AER) / Petrinex,T3,I.3;I.4;I.8,3,,0,
CAN,Canada,mitigation,CAN-015,StatCan air carrier / airport traffic statistics,Statistics Canada / airport authorities,T1,II.4,1,,0,
CAN,Canada,mitigation,CAN-016,StatCan rail / marine transport statistics,Statistics Canada / Transport Canada,T1,II.2;II.3,2,,0,
CAN,Canada,mitigation,CAN-017,Waste Management Survey / solid waste statistics (StatCan) + landfill reporters in GHGRP,Statistics Canada; ECCC GHGRP landfill reporters,T1,III.1;III.2;III.3,3,,0,
CAN,Canada,mitigation,CAN-018,National Pollutant Release Inventory (NPRI),ECCC,T1,I.3;III.3;IV.1,3,,0,
CAN,Canada,mitigation,CAN-019,EDGAR GHG gridded & cities emissions,European Commission JRC,T2,I.1;I.2;I.3;I.4;II.1;II.3;II.4;III.1;IV.1;V.1;V.2;V.3,12,2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,10,
CAN,Canada,mitigation,CAN-020,Climate TRACE inventory,Climate TRACE,T2,I.3;I.4;I.8;II.1;II.3;II.4;III.1;IV.1;V.2,9,,0,
