sector_name,dataset_id,row_id,dataset_name,publisher,dataset_type,information_requirements_satisfied,related_gpc_sector,geographic_coverage,geographic_granularity,granularity_class,temporal_coverage,update_frequency,data_format,open_restricted,license,api_available,download_url,documentation_url,short_description,limitations,confidence_level,authoritative_tier
Commercial & institutional buildings,CRI-001,CRI-001-I.2,Inventario Nacional de Gases de Efecto Invernadero (INGEI) — IMN/DCC,Instituto Meteorológico Nacional (IMN) / Dirección de Cambio Climático (MINAE),Emissions,Emisiones/absorciones nacionales por sector IPCC; serie histórica; BTR/comunicaciones,I.2,Costa Rica,Nacional,national,1990–2021 (INGEI publicado con BTR1; series previas en SINAMECC),Ciclos de reporte (BTR/CN) + actualizaciones SINAMECC,PDF / XLSX sectoriales / SINAMECC,Open,Como indique SINAMECC/MINAE,Partial (SINAMECC open data),https://cglobal.imn.ac.cr/index.php/publications/4230/,https://cambioclimatico.minae.go.cr/inventario-nacional-de-gases-de-efecto-invernadero-ingei/,Inventario oficial UNFCCC/Paris de Costa Rica con series y hojas sectoriales.,No es inventario cantonal; usar PPCN cantonal y datos ARESEP/RECOPE para ciudades.,High,Primary official
Commercial & institutional buildings,CRI-002,CRI-002-I.2,SINAMECC — Sistema Nacional de Métrica de Cambio Climático (datos abiertos),MINAE / Dirección de Cambio Climático,Hybrid,"Portal oficial de datos abiertos: INGEI, BNE, PPCN, indicadores de mitigación/adaptación",I.2,Costa Rica,Nacional; cantonal (PPCN); según dataset,city_or_municipality,"Según recurso (INGEI, BNE 2010–2018+, PPCN 2016–2018+)",Según dataset,CSV / dashboards / XLSX,Open,Como indique SINAMECC,Yes (open data platform),https://www.sinamecc.go.cr/datos-abiertos,https://www.sinamecc.go.cr/,"Plataforma oficial de métrica climática — acceso transversal a INGEI, BNE y PPCN.",Actualización y cobertura varían por recurso; no sustituye microdatos de utilidades.,High,Primary official
Commercial & institutional buildings,CRI-003,CRI-003-I.2,Balance Nacional de Energía (BNE) — SEPSE,Secretaría de Planificación del Subsector Energía (SEPSE / MINAE),Activity,Oferta/demanda de energía por fuente y sector; base de actividad energética nacional,I.2,Costa Rica,Nacional,national,Serie anual (histórica en SINAMECC ~2010–2018+; ediciones SEPSE posteriores),Anual,XLSX / PDF / SINAMECC,Open,Como indique SEPSE/SINAMECC,Partial,https://www.sinamecc.go.cr/datos-abiertos,https://energia.minae.go.cr/,Balance energético oficial (metodología OLADE) — núcleo de actividad energética.,No es consumo por cantón; inventarios locales usan ARESEP/distribuidoras.,High,Primary official
Commercial & institutional buildings,CRI-004,CRI-004-I.2,"ARESEP datos abiertos — electricidad (generación, demanda, tarifas, distribuidoras)",Autoridad Reguladora de los Servicios Públicos (ARESEP),Hybrid,Generación por fuente/planta; demanda; compras de distribuidoras; tarifas — I.1–I.4 Scope 2,I.2,Costa Rica,Nacional; empresa distribuidora; planta,national,Series periódicas (portal datos abiertos),Mensual / periódica,CSV / API / web,Open,Datos abiertos ARESEP,Yes,https://aresep.go.cr/datos-abiertos/,https://datos.aresep.go.cr/,Estadísticas eléctricas abiertas del regulador — muy útiles dado el SEN casi 100% renovable.,Consumo por cantón/cliente a menudo requiere ICE/CNFL/ESPH/JASEC; factor Scope 2 muy bajo pero no cero.,High,Primary official
Commercial & institutional buildings,CRI-005,CRI-005-I.2,ARESEP / RECOPE — ventas de hidrocarburos,ARESEP / RECOPE,Activity,"Ventas de combustibles por tipo y tipo de cliente — on-road, estacionario, aviación, etc.",I.2,Costa Rica,Nacional; tipo de cliente (apertura cantonal limitada),city_or_municipality,~2010–presente (mensual),Mensual,CSV / API,Open,Datos abiertos ARESEP,Yes,https://aresep.go.cr/datos-abiertos/ventas-hidrocarburos-recope/,https://datos.aresep.go.cr/,Ventas oficiales de combustibles RECOPE — principal actividad fósil del país (transporte).,Venta ≠ consumo en el cantón; asignación municipal requiere métodos adicionales.,High,Primary official
Commercial & institutional buildings,CRI-007,CRI-007-I.2,Programa País Carbono Neutralidad (PPCN) — categoría cantonal,MINAE / Dirección de Cambio Climático,Emissions,Metodología GPC-adaptada e inventarios cantonales verificados; base de datos PPCN cantonal en SINAMECC,I.2,Cantones/distritos participantes,Cantón / distrito,city_or_municipality,Base SINAMECC ~2016–2018+; inventarios individuales según cantón,Según participación cantonal,Metodología PDF / base PPCN / informes cantonales,Open (metodología y base agregada); inventarios individuales parciales,Como indique DCC,Partial,https://www.sinamecc.go.cr/,https://cambioclimatico.minae.go.cr/wp-content/uploads/2019/01/Metodologia-para-medicion-reporte-verifiacion-de-emisiones-reducciones-remociones-compensaciones-GEI-cantonal-Costa-Rica.pdf,Programa nacional de inventarios cantonales alineados a GPC — diferenciador fuerte de Costa Rica.,No todos los cantones publican series abiertas anuales; cobertura incompleta del territorio.,High,National program / cantonal
Commercial & institutional buildings,CRI-008,CRI-008-I.2,BCCR — Cuenta de Energía (flujos físicos),Banco Central de Costa Rica,Hybrid,Cuentas ambientales de energía (SEEA) derivadas del BEN y ventas RECOPE,I.2,Costa Rica,Nacional; industria,national,Según publicaciones de cuentas ambientales BCCR,Periódica,PDF / tablas,Open,Como indique BCCR,No,https://www.bccr.fi.cr/indicadores-economicos/cuenta-energia,https://www.bccr.fi.cr/indicadores-economicos/DocCuentaEnergia/Metodologia-cuenta-energia.pdf,Cuenta de energía oficial complementaria al BEN e INGEI.,No es inventario GPC cantonal.,High,Primary official
Commercial & institutional buildings,CRI-017,CRI-017-I.2,"Distribuidoras eléctricas — consumos por cantón/tarifa (ICE, CNFL, ESPH, JASEC y cooperativas)",ICE / CNFL / ESPH / JASEC / cooperativas de electrificación,Activity,"Consumo eléctrico facturado por tarifa y, cuando se publica, por cantón — I.1–I.3",I.2,Áreas de concesión (cobertura nacional entre empresas),Empresa; cantón/tarifa cuando hay extractos,city_or_municipality,Según empresa/informe,Anual / periódica,Informes / solicitudes / open data parcial,Partial Open,Varía,No,https://aresep.go.cr/datos-abiertos/,https://www.grupoice.com/,Capa de actividad eléctrica local — crítica para inventarios PPCN cantonales.,No hay estándar nacional de publicación cantonal abierta; a menudo se gestiona caso a caso.,Medium,Utility
Commercial & institutional buildings,CRI-018,CRI-018-I.2,EDGAR GHG gridded & cities emissions,European Commission JRC,Emissions,Grillas y productos urbanos modelados de GEI para contraste,I.2,Global incluyendo Costa Rica,0.1° / productos ciudad 1 km,modeled_grid,1970–2024,Periódica,NetCDF/CSV,Open,Como indique JRC,No,https://edgar.jrc.ec.europa.eu/emissions_data_and_maps,https://edgar.jrc.ec.europa.eu/,Producto modelado internacional para gap-fill/contraste vs INGEI/PPCN.,Preferir fuentes oficiales costarricenses cuando existan.,High,International modeled
Commercial & institutional buildings,CRI-023,CRI-023-I.2,PPCN organizacional / inventarios institucionales verificados,MINAE / organizaciones participantes,Emissions,Inventarios organizacionales verificados — puntos industriales/institucionales de apoyo a IV.1 e I.3,I.2,Costa Rica (organizaciones participantes),Organización / instalación,facility_or_asset,Base SINAMECC ~2011–2020+,Según participación,Base PPCN / informes,Partial Open,Como indique DCC,Partial,https://www.sinamecc.go.cr/,https://cambioclimatico.minae.go.cr/,Inventarios organizacionales del PPCN — capa de puntos complementaria (no GHGRP nacional).,Voluntario/programático; no cubre todos los establecimientos.,Medium,National program
Manufacturing industries & construction,CRI-001,CRI-001-I.3,Inventario Nacional de Gases de Efecto Invernadero (INGEI) — IMN/DCC,Instituto Meteorológico Nacional (IMN) / Dirección de Cambio Climático (MINAE),Emissions,Emisiones/absorciones nacionales por sector IPCC; serie histórica; BTR/comunicaciones,I.3,Costa Rica,Nacional,national,1990–2021 (INGEI publicado con BTR1; series previas en SINAMECC),Ciclos de reporte (BTR/CN) + actualizaciones SINAMECC,PDF / XLSX sectoriales / SINAMECC,Open,Como indique SINAMECC/MINAE,Partial (SINAMECC open data),https://cglobal.imn.ac.cr/index.php/publications/4230/,https://cambioclimatico.minae.go.cr/inventario-nacional-de-gases-de-efecto-invernadero-ingei/,Inventario oficial UNFCCC/Paris de Costa Rica con series y hojas sectoriales.,No es inventario cantonal; usar PPCN cantonal y datos ARESEP/RECOPE para ciudades.,High,Primary official
Manufacturing industries & construction,CRI-002,CRI-002-I.3,SINAMECC — Sistema Nacional de Métrica de Cambio Climático (datos abiertos),MINAE / Dirección de Cambio Climático,Hybrid,"Portal oficial de datos abiertos: INGEI, BNE, PPCN, indicadores de mitigación/adaptación",I.3,Costa Rica,Nacional; cantonal (PPCN); según dataset,city_or_municipality,"Según recurso (INGEI, BNE 2010–2018+, PPCN 2016–2018+)",Según dataset,CSV / dashboards / XLSX,Open,Como indique SINAMECC,Yes (open data platform),https://www.sinamecc.go.cr/datos-abiertos,https://www.sinamecc.go.cr/,"Plataforma oficial de métrica climática — acceso transversal a INGEI, BNE y PPCN.",Actualización y cobertura varían por recurso; no sustituye microdatos de utilidades.,High,Primary official
Manufacturing industries & construction,CRI-003,CRI-003-I.3,Balance Nacional de Energía (BNE) — SEPSE,Secretaría de Planificación del Subsector Energía (SEPSE / MINAE),Activity,Oferta/demanda de energía por fuente y sector; base de actividad energética nacional,I.3,Costa Rica,Nacional,national,Serie anual (histórica en SINAMECC ~2010–2018+; ediciones SEPSE posteriores),Anual,XLSX / PDF / SINAMECC,Open,Como indique SEPSE/SINAMECC,Partial,https://www.sinamecc.go.cr/datos-abiertos,https://energia.minae.go.cr/,Balance energético oficial (metodología OLADE) — núcleo de actividad energética.,No es consumo por cantón; inventarios locales usan ARESEP/distribuidoras.,High,Primary official
Manufacturing industries & construction,CRI-004,CRI-004-I.3,"ARESEP datos abiertos — electricidad (generación, demanda, tarifas, distribuidoras)",Autoridad Reguladora de los Servicios Públicos (ARESEP),Hybrid,Generación por fuente/planta; demanda; compras de distribuidoras; tarifas — I.1–I.4 Scope 2,I.3,Costa Rica,Nacional; empresa distribuidora; planta,national,Series periódicas (portal datos abiertos),Mensual / periódica,CSV / API / web,Open,Datos abiertos ARESEP,Yes,https://aresep.go.cr/datos-abiertos/,https://datos.aresep.go.cr/,Estadísticas eléctricas abiertas del regulador — muy útiles dado el SEN casi 100% renovable.,Consumo por cantón/cliente a menudo requiere ICE/CNFL/ESPH/JASEC; factor Scope 2 muy bajo pero no cero.,High,Primary official
Manufacturing industries & construction,CRI-005,CRI-005-I.3,ARESEP / RECOPE — ventas de hidrocarburos,ARESEP / RECOPE,Activity,"Ventas de combustibles por tipo y tipo de cliente — on-road, estacionario, aviación, etc.",I.3,Costa Rica,Nacional; tipo de cliente (apertura cantonal limitada),city_or_municipality,~2010–presente (mensual),Mensual,CSV / API,Open,Datos abiertos ARESEP,Yes,https://aresep.go.cr/datos-abiertos/ventas-hidrocarburos-recope/,https://datos.aresep.go.cr/,Ventas oficiales de combustibles RECOPE — principal actividad fósil del país (transporte).,Venta ≠ consumo en el cantón; asignación municipal requiere métodos adicionales.,High,Primary official
Manufacturing industries & construction,CRI-007,CRI-007-I.3,Programa País Carbono Neutralidad (PPCN) — categoría cantonal,MINAE / Dirección de Cambio Climático,Emissions,Metodología GPC-adaptada e inventarios cantonales verificados; base de datos PPCN cantonal en SINAMECC,I.3,Cantones/distritos participantes,Cantón / distrito,city_or_municipality,Base SINAMECC ~2016–2018+; inventarios individuales según cantón,Según participación cantonal,Metodología PDF / base PPCN / informes cantonales,Open (metodología y base agregada); inventarios individuales parciales,Como indique DCC,Partial,https://www.sinamecc.go.cr/,https://cambioclimatico.minae.go.cr/wp-content/uploads/2019/01/Metodologia-para-medicion-reporte-verifiacion-de-emisiones-reducciones-remociones-compensaciones-GEI-cantonal-Costa-Rica.pdf,Programa nacional de inventarios cantonales alineados a GPC — diferenciador fuerte de Costa Rica.,No todos los cantones publican series abiertas anuales; cobertura incompleta del territorio.,High,National program / cantonal
Manufacturing industries & construction,CRI-008,CRI-008-I.3,BCCR — Cuenta de Energía (flujos físicos),Banco Central de Costa Rica,Hybrid,Cuentas ambientales de energía (SEEA) derivadas del BEN y ventas RECOPE,I.3,Costa Rica,Nacional; industria,national,Según publicaciones de cuentas ambientales BCCR,Periódica,PDF / tablas,Open,Como indique BCCR,No,https://www.bccr.fi.cr/indicadores-economicos/cuenta-energia,https://www.bccr.fi.cr/indicadores-economicos/DocCuentaEnergia/Metodologia-cuenta-energia.pdf,Cuenta de energía oficial complementaria al BEN e INGEI.,No es inventario GPC cantonal.,High,Primary official
Manufacturing industries & construction,CRI-017,CRI-017-I.3,"Distribuidoras eléctricas — consumos por cantón/tarifa (ICE, CNFL, ESPH, JASEC y cooperativas)",ICE / CNFL / ESPH / JASEC / cooperativas de electrificación,Activity,"Consumo eléctrico facturado por tarifa y, cuando se publica, por cantón — I.1–I.3",I.3,Áreas de concesión (cobertura nacional entre empresas),Empresa; cantón/tarifa cuando hay extractos,city_or_municipality,Según empresa/informe,Anual / periódica,Informes / solicitudes / open data parcial,Partial Open,Varía,No,https://aresep.go.cr/datos-abiertos/,https://www.grupoice.com/,Capa de actividad eléctrica local — crítica para inventarios PPCN cantonales.,No hay estándar nacional de publicación cantonal abierta; a menudo se gestiona caso a caso.,Medium,Utility
Manufacturing industries & construction,CRI-018,CRI-018-I.3,EDGAR GHG gridded & cities emissions,European Commission JRC,Emissions,Grillas y productos urbanos modelados de GEI para contraste,I.3,Global incluyendo Costa Rica,0.1° / productos ciudad 1 km,modeled_grid,1970–2024,Periódica,NetCDF/CSV,Open,Como indique JRC,No,https://edgar.jrc.ec.europa.eu/emissions_data_and_maps,https://edgar.jrc.ec.europa.eu/,Producto modelado internacional para gap-fill/contraste vs INGEI/PPCN.,Preferir fuentes oficiales costarricenses cuando existan.,High,International modeled
Manufacturing industries & construction,CRI-019,CRI-019-I.3,Climate TRACE inventory,Climate TRACE,Emissions,Estimaciones de emisiones por activo y área urbana,I.3,Global incluyendo Costa Rica,Activo / área urbana,modeled_grid,Años recientes mensuales,Periódica,CSV/API,Open,Como indique Climate TRACE,Yes,https://climatetrace.org/,https://climatetrace.org/,Emisiones por activo/área urbana complementarias al INGEI.,No oficial; calibrar con INGEI/ARESEP/RECOPE.,Medium,International modeled
Manufacturing industries & construction,CRI-023,CRI-023-I.3,PPCN organizacional / inventarios institucionales verificados,MINAE / organizaciones participantes,Emissions,Inventarios organizacionales verificados — puntos industriales/institucionales de apoyo a IV.1 e I.3,I.3,Costa Rica (organizaciones participantes),Organización / instalación,facility_or_asset,Base SINAMECC ~2011–2020+,Según participación,Base PPCN / informes,Partial Open,Como indique DCC,Partial,https://www.sinamecc.go.cr/,https://cambioclimatico.minae.go.cr/,Inventarios organizacionales del PPCN — capa de puntos complementaria (no GHGRP nacional).,Voluntario/programático; no cubre todos los establecimientos.,Medium,National program
Energy industries,CRI-001,CRI-001-I.4,Inventario Nacional de Gases de Efecto Invernadero (INGEI) — IMN/DCC,Instituto Meteorológico Nacional (IMN) / Dirección de Cambio Climático (MINAE),Emissions,Emisiones/absorciones nacionales por sector IPCC; serie histórica; BTR/comunicaciones,I.4,Costa Rica,Nacional,national,1990–2021 (INGEI publicado con BTR1; series previas en SINAMECC),Ciclos de reporte (BTR/CN) + actualizaciones SINAMECC,PDF / XLSX sectoriales / SINAMECC,Open,Como indique SINAMECC/MINAE,Partial (SINAMECC open data),https://cglobal.imn.ac.cr/index.php/publications/4230/,https://cambioclimatico.minae.go.cr/inventario-nacional-de-gases-de-efecto-invernadero-ingei/,Inventario oficial UNFCCC/Paris de Costa Rica con series y hojas sectoriales.,No es inventario cantonal; usar PPCN cantonal y datos ARESEP/RECOPE para ciudades.,High,Primary official
Energy industries,CRI-002,CRI-002-I.4,SINAMECC — Sistema Nacional de Métrica de Cambio Climático (datos abiertos),MINAE / Dirección de Cambio Climático,Hybrid,"Portal oficial de datos abiertos: INGEI, BNE, PPCN, indicadores de mitigación/adaptación",I.4,Costa Rica,Nacional; cantonal (PPCN); según dataset,city_or_municipality,"Según recurso (INGEI, BNE 2010–2018+, PPCN 2016–2018+)",Según dataset,CSV / dashboards / XLSX,Open,Como indique SINAMECC,Yes (open data platform),https://www.sinamecc.go.cr/datos-abiertos,https://www.sinamecc.go.cr/,"Plataforma oficial de métrica climática — acceso transversal a INGEI, BNE y PPCN.",Actualización y cobertura varían por recurso; no sustituye microdatos de utilidades.,High,Primary official
Energy industries,CRI-003,CRI-003-I.4,Balance Nacional de Energía (BNE) — SEPSE,Secretaría de Planificación del Subsector Energía (SEPSE / MINAE),Activity,Oferta/demanda de energía por fuente y sector; base de actividad energética nacional,I.4,Costa Rica,Nacional,national,Serie anual (histórica en SINAMECC ~2010–2018+; ediciones SEPSE posteriores),Anual,XLSX / PDF / SINAMECC,Open,Como indique SEPSE/SINAMECC,Partial,https://www.sinamecc.go.cr/datos-abiertos,https://energia.minae.go.cr/,Balance energético oficial (metodología OLADE) — núcleo de actividad energética.,No es consumo por cantón; inventarios locales usan ARESEP/distribuidoras.,High,Primary official
Energy industries,CRI-004,CRI-004-I.4,"ARESEP datos abiertos — electricidad (generación, demanda, tarifas, distribuidoras)",Autoridad Reguladora de los Servicios Públicos (ARESEP),Hybrid,Generación por fuente/planta; demanda; compras de distribuidoras; tarifas — I.1–I.4 Scope 2,I.4,Costa Rica,Nacional; empresa distribuidora; planta,national,Series periódicas (portal datos abiertos),Mensual / periódica,CSV / API / web,Open,Datos abiertos ARESEP,Yes,https://aresep.go.cr/datos-abiertos/,https://datos.aresep.go.cr/,Estadísticas eléctricas abiertas del regulador — muy útiles dado el SEN casi 100% renovable.,Consumo por cantón/cliente a menudo requiere ICE/CNFL/ESPH/JASEC; factor Scope 2 muy bajo pero no cero.,High,Primary official
Energy industries,CRI-006,CRI-006-I.4,ICE — estadísticas del Sistema Eléctrico Nacional,Instituto Costarricense de Electricidad (ICE),Hybrid,"Generación, demanda y operación del SEN; contexto de industrias de la energía y Scope 2",I.4,Costa Rica,Nacional / sistema,national,Series operativas e informes anuales,Continua / anual,Informes / web / datos a ARESEP,Partial Open,Como indique ICE,Partial,https://www.grupoice.com/,https://aresep.go.cr/datos-abiertos/,Operador/generador principal del SEN — datos de generación renovable dominante.,Microdatos de facturación por cantón no plenamente abiertos.,High,Primary official / utility
Energy industries,CRI-007,CRI-007-I.4,Programa País Carbono Neutralidad (PPCN) — categoría cantonal,MINAE / Dirección de Cambio Climático,Emissions,Metodología GPC-adaptada e inventarios cantonales verificados; base de datos PPCN cantonal en SINAMECC,I.4,Cantones/distritos participantes,Cantón / distrito,city_or_municipality,Base SINAMECC ~2016–2018+; inventarios individuales según cantón,Según participación cantonal,Metodología PDF / base PPCN / informes cantonales,Open (metodología y base agregada); inventarios individuales parciales,Como indique DCC,Partial,https://www.sinamecc.go.cr/,https://cambioclimatico.minae.go.cr/wp-content/uploads/2019/01/Metodologia-para-medicion-reporte-verifiacion-de-emisiones-reducciones-remociones-compensaciones-GEI-cantonal-Costa-Rica.pdf,Programa nacional de inventarios cantonales alineados a GPC — diferenciador fuerte de Costa Rica.,No todos los cantones publican series abiertas anuales; cobertura incompleta del territorio.,High,National program / cantonal
Energy industries,CRI-008,CRI-008-I.4,BCCR — Cuenta de Energía (flujos físicos),Banco Central de Costa Rica,Hybrid,Cuentas ambientales de energía (SEEA) derivadas del BEN y ventas RECOPE,I.4,Costa Rica,Nacional; industria,national,Según publicaciones de cuentas ambientales BCCR,Periódica,PDF / tablas,Open,Como indique BCCR,No,https://www.bccr.fi.cr/indicadores-economicos/cuenta-energia,https://www.bccr.fi.cr/indicadores-economicos/DocCuentaEnergia/Metodologia-cuenta-energia.pdf,Cuenta de energía oficial complementaria al BEN e INGEI.,No es inventario GPC cantonal.,High,Primary official
Energy industries,CRI-018,CRI-018-I.4,EDGAR GHG gridded & cities emissions,European Commission JRC,Emissions,Grillas y productos urbanos modelados de GEI para contraste,I.4,Global incluyendo Costa Rica,0.1° / productos ciudad 1 km,modeled_grid,1970–2024,Periódica,NetCDF/CSV,Open,Como indique JRC,No,https://edgar.jrc.ec.europa.eu/emissions_data_and_maps,https://edgar.jrc.ec.europa.eu/,Producto modelado internacional para gap-fill/contraste vs INGEI/PPCN.,Preferir fuentes oficiales costarricenses cuando existan.,High,International modeled
Energy industries,CRI-019,CRI-019-I.4,Climate TRACE inventory,Climate TRACE,Emissions,Estimaciones de emisiones por activo y área urbana,I.4,Global incluyendo Costa Rica,Activo / área urbana,modeled_grid,Años recientes mensuales,Periódica,CSV/API,Open,Como indique Climate TRACE,Yes,https://climatetrace.org/,https://climatetrace.org/,Emisiones por activo/área urbana complementarias al INGEI.,No oficial; calibrar con INGEI/ARESEP/RECOPE.,Medium,International modeled
