sector_name,dataset_id,row_id,dataset_name,publisher,dataset_type,information_requirements_satisfied,related_gpc_sector,geographic_coverage,geographic_granularity,granularity_class,temporal_coverage,update_frequency,data_format,open_restricted,license,api_available,download_url,documentation_url,short_description,limitations,confidence_level,authoritative_tier
Commercial & institutional buildings,CAN-011,CAN-011-I.2,Toronto Sector-Based Emissions Inventory (SBEI) / community GHG inventory,City of Toronto,Emissions,"GPC-aligned city inventory for stationary energy, transport, waste, IPPU; progress tracking",I.2,City of Toronto,City,city_or_municipality,Multi-year series incl. 2023 SBEI report,Annual/periodic,PDF (+ supporting open data when published),Open,Not identified,No,https://www.toronto.ca/wp-content/uploads/2025/11/99d0-2023-SBEI-Reportfinal-FINAL-ua.pdf,https://www.toronto.ca/services-payments/water-environment/environmentally-friendly-city-initiatives/transformto/,Mature GPC city inventory for Canada’s largest city.,Underlying utility microdata not fully republished; CBEI separate from sector-based.,High,City official
Commercial & institutional buildings,CAN-012,CAN-012-I.2,Calgary Community-wide GHG Inventory (Open Calgary),City of Calgary,Emissions,Community-wide GHG inventory open dataset for Calgary,I.2,Calgary,City,city_or_municipality,As published on Open Calgary,Periodic,Open data table,Open,As stated on Open Calgary,Yes (Socrata),https://data.calgary.ca/Environment/Community-wide-Greenhouse-Gas-GHG-Inventory/m7gu-3xk5,https://data.calgary.ca/,City GHG inventory published as open data.,Method notes must be read for GPC scope alignment; not all Canadian cities have equivalents.,High,City official
Commercial & institutional buildings,CAN-019,CAN-019-I.2,EDGAR GHG gridded & cities emissions,European Commission JRC,Emissions,Modeled sectoral GHG grids and city products,I.2,Global including Canada,0.1° / 1 km city products,modeled_grid,1970–2024,Periodic,NetCDF/CSV,Open,As stated by JRC,No,https://edgar.jrc.ec.europa.eu/emissions_data_and_maps,https://edgar.jrc.ec.europa.eu/,Modeled gap-fill/cross-check versus NIR/GHGRP/city inventories.,Prefer official Canadian sources when available.,High,International modeled
Manufacturing industries & construction,CAN-001,CAN-001-I.3,Canada's Official Greenhouse Gas Inventory / National Inventory Report (NIR),Environment and Climate Change Canada (ECCC),Emissions,National and provincial/territorial GHG by IPCC sector; electricity intensity; agriculture/LULUCF tables; emission factors,I.3,Canada,National; province/territory,state_or_province,1990–2024 (latest submission cycle),Annual,XLSX / PDF / open data folders,Open,Open Government Licence – Canada,No,https://data-donnees.az.ec.gc.ca/data/substances/monitor/canada-s-official-greenhouse-gas-inventory/,https://www.canada.ca/en/environment-climate-change/services/climate-change/greenhouse-gas-emissions/inventory.html,Official UNFCCC NIR with downloadable IPCC-sector and electricity tables by province/territory.,Not municipal boundary; city inventories need downscaling or local activity data.,High,Primary official
Manufacturing industries & construction,CAN-002,CAN-002-I.3,Greenhouse Gas Reporting Program (GHGRP) facility emissions,ECCC,Emissions,"Facility-level GHG (≥10 kt CO2e) including combustion, process, fugitive, on-site transport, waste/wastewater",I.3,Canada (reporting facilities),Facility (city/province searchable),facility_or_asset,Annual (recent overview through 2024),Annual,Web search / open data CSV,Open,Open Government Licence – Canada,No,https://climate-change.canada.ca/facility-emissions/,https://www.canada.ca/en/environment-climate-change/services/climate-change/greenhouse-gas-emissions/facility-reporting/overview-2024.html,Mandatory facility GHG reporting — key city inventory source for large point sources.,Threshold excludes small facilities; methods differ from community GPC Scope 2 accounting.,High,Primary official
Manufacturing industries & construction,CAN-003,CAN-003-I.3,Canadian System of Environmental-Economic Accounts — energy use & GHG (SEEA PFA),Statistics Canada,Hybrid,Energy use and GHG by industry/household economic accounts; provincial GHG physical flow accounts,I.3,Canada,National; provincial/territorial GHG tables,national,~2009–2023 (PFA updates),Annual,StatCan tables / CSV,Open,Statistics Canada Open Licence,Yes (StatCan Web Data Service),https://www150.statcan.gc.ca/n1/daily-quotidien/251211/dq251211c-eng.htm,https://www150.statcan.gc.ca/n1/pub/16-509-x/16-509-x2016001-eng.htm,SEEA energy/GHG accounts complementary to NIR (different framework — do not mix totals).,Not GPC city inventory; industry classification differs from IPCC/GPC.,High,Primary official
Manufacturing industries & construction,CAN-004,CAN-004-I.3,Report on Energy Supply and Demand in Canada (RESD) / energy tables,Statistics Canada / Canadian Centre for Energy Information,Activity,Energy supply/demand by fuel and sector; electricity generation/consumption context,I.3,Canada,National; provincial energy tables commonly available,national,Long annual series,Annual,StatCan tables / PDF,Open,Statistics Canada Open Licence,Yes,https://energy-information.canada.ca/en,https://www150.statcan.gc.ca/n1/en/type/data,Core national energy balance/supply-demand statistics for stationary energy and fuels.,Municipal customer-class meter data held by utilities; not in RESD.,High,Primary official
Manufacturing industries & construction,CAN-005,CAN-005-I.3,Electric sales / generation statistics (StatCan & provincial utilities open releases),"Statistics Canada; provincial utilities (e.g. Hydro-Québec, BC Hydro, Ontario IESO summaries)",Activity,Electricity generation mix and sales by customer class (national/provincial); some utility open datasets,I.3,Canada / provinces,Province; utility territory; IESO/market zones,state_or_province,Annual/monthly depending on product,Monthly to annual,CSV / web / PDF,Open (aggregates),Varies (StatCan OGL; utility terms),Partial,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=2510001501,https://energy-information.canada.ca/en,Electricity activity foundations; pair with municipal utility extracts for city inventories.,City boundary extracts often require LDC request; class definitions vary.,High,Primary official / utility
Manufacturing industries & construction,CAN-010,CAN-010-I.3,BC Community Energy and Emissions Inventory (CEEI),Government of British Columbia,Hybrid,"Community-scale building energy, on-road transport, solid waste, some land-use change estimates for BC local governments",I.3,British Columbia,Municipality / regional district,city_or_municipality,~2007–2021 published series (transport returned in 2024 release),Periodic provincial releases,Tables / open data,Open,As stated by BC (typically OGL-BC),Unknown,https://www2.gov.bc.ca/gov/content/environment/climate-change/data/ceei,https://www.crd.ca/media/file/2024-01-crd-ghg-inventory-faqs,Provincial community energy/emissions estimates — rare subnational city-relevant product.,Not full GPC BASIC+; methodology differs from municipal GPC inventories; BC-only.,High,Provincial official
Manufacturing industries & construction,CAN-011,CAN-011-I.3,Toronto Sector-Based Emissions Inventory (SBEI) / community GHG inventory,City of Toronto,Emissions,"GPC-aligned city inventory for stationary energy, transport, waste, IPPU; progress tracking",I.3,City of Toronto,City,city_or_municipality,Multi-year series incl. 2023 SBEI report,Annual/periodic,PDF (+ supporting open data when published),Open,Not identified,No,https://www.toronto.ca/wp-content/uploads/2025/11/99d0-2023-SBEI-Reportfinal-FINAL-ua.pdf,https://www.toronto.ca/services-payments/water-environment/environmentally-friendly-city-initiatives/transformto/,Mature GPC city inventory for Canada’s largest city.,Underlying utility microdata not fully republished; CBEI separate from sector-based.,High,City official
Manufacturing industries & construction,CAN-012,CAN-012-I.3,Calgary Community-wide GHG Inventory (Open Calgary),City of Calgary,Emissions,Community-wide GHG inventory open dataset for Calgary,I.3,Calgary,City,city_or_municipality,As published on Open Calgary,Periodic,Open data table,Open,As stated on Open Calgary,Yes (Socrata),https://data.calgary.ca/Environment/Community-wide-Greenhouse-Gas-GHG-Inventory/m7gu-3xk5,https://data.calgary.ca/,City GHG inventory published as open data.,Method notes must be read for GPC scope alignment; not all Canadian cities have equivalents.,High,City official
Manufacturing industries & construction,CAN-014,CAN-014-I.3,AER upstream petroleum emissions / Petrinex reporting (Alberta),Alberta Energy Regulator (AER) / Petrinex,Hybrid,Upstream oil & gas production-related emissions and methane reporting for Alberta facilities,I.3,Alberta (primary); Petrinex multi-jurisdiction roots,Facility,facility_or_asset,Annual ST60B and monthly Petrinex streams,Monthly/annual,PDF reports / system extracts (access varies),Partial Open,Not identified,No,https://static.aer.ca/prd/documents/sts/ST60-B-2025.pdf,https://www.petrinex.ca/,Provincial oil & gas emissions intelligence critical for prairie city inventories near upstream assets.,Alberta-centric; full Petrinex microdata not fully open without credentials.,Medium,Provincial regulator
Manufacturing industries & construction,CAN-018,CAN-018-I.3,National Pollutant Release Inventory (NPRI),ECCC,Hybrid,Facility pollutant releases/transfers — supporting industrial process & combustion screening (not GHG-complete),I.3,Canada,Facility,facility_or_asset,Annual long series,Annual,CSV / open data,Open,Open Government Licence – Canada,Yes (partial),https://open.canada.ca/data/en/dataset/1fb7d8d4-7713-4ec6-b957-4a882a84fed3,https://www.canada.ca/en/services/environment/pollution-waste-management/national-pollutant-release-inventory.html,Facility environmental releases useful to locate industrial sources alongside GHGRP.,Not a GHG inventory; substance list ≠ GPC gases.,High,Primary official
Manufacturing industries & construction,CAN-019,CAN-019-I.3,EDGAR GHG gridded & cities emissions,European Commission JRC,Emissions,Modeled sectoral GHG grids and city products,I.3,Global including Canada,0.1° / 1 km city products,modeled_grid,1970–2024,Periodic,NetCDF/CSV,Open,As stated by JRC,No,https://edgar.jrc.ec.europa.eu/emissions_data_and_maps,https://edgar.jrc.ec.europa.eu/,Modeled gap-fill/cross-check versus NIR/GHGRP/city inventories.,Prefer official Canadian sources when available.,High,International modeled
Manufacturing industries & construction,CAN-020,CAN-020-I.3,Climate TRACE inventory,Climate TRACE,Emissions,Asset and urban-area emissions estimates,I.3,Global including Canada,Asset / urban area,modeled_grid,Monthly recent years,Periodic,CSV/API,Open,As stated by Climate TRACE,Yes,https://climatetrace.org/,https://climatetrace.org/,Asset/urban emissions complementary to GHGRP for gap-fill.,Not official; calibrate to NIR/GHGRP.,Medium,International modeled
Energy industries,CAN-001,CAN-001-I.4,Canada's Official Greenhouse Gas Inventory / National Inventory Report (NIR),Environment and Climate Change Canada (ECCC),Emissions,National and provincial/territorial GHG by IPCC sector; electricity intensity; agriculture/LULUCF tables; emission factors,I.4,Canada,National; province/territory,state_or_province,1990–2024 (latest submission cycle),Annual,XLSX / PDF / open data folders,Open,Open Government Licence – Canada,No,https://data-donnees.az.ec.gc.ca/data/substances/monitor/canada-s-official-greenhouse-gas-inventory/,https://www.canada.ca/en/environment-climate-change/services/climate-change/greenhouse-gas-emissions/inventory.html,Official UNFCCC NIR with downloadable IPCC-sector and electricity tables by province/territory.,Not municipal boundary; city inventories need downscaling or local activity data.,High,Primary official
Energy industries,CAN-002,CAN-002-I.4,Greenhouse Gas Reporting Program (GHGRP) facility emissions,ECCC,Emissions,"Facility-level GHG (≥10 kt CO2e) including combustion, process, fugitive, on-site transport, waste/wastewater",I.4,Canada (reporting facilities),Facility (city/province searchable),facility_or_asset,Annual (recent overview through 2024),Annual,Web search / open data CSV,Open,Open Government Licence – Canada,No,https://climate-change.canada.ca/facility-emissions/,https://www.canada.ca/en/environment-climate-change/services/climate-change/greenhouse-gas-emissions/facility-reporting/overview-2024.html,Mandatory facility GHG reporting — key city inventory source for large point sources.,Threshold excludes small facilities; methods differ from community GPC Scope 2 accounting.,High,Primary official
Energy industries,CAN-003,CAN-003-I.4,Canadian System of Environmental-Economic Accounts — energy use & GHG (SEEA PFA),Statistics Canada,Hybrid,Energy use and GHG by industry/household economic accounts; provincial GHG physical flow accounts,I.4,Canada,National; provincial/territorial GHG tables,national,~2009–2023 (PFA updates),Annual,StatCan tables / CSV,Open,Statistics Canada Open Licence,Yes (StatCan Web Data Service),https://www150.statcan.gc.ca/n1/daily-quotidien/251211/dq251211c-eng.htm,https://www150.statcan.gc.ca/n1/pub/16-509-x/16-509-x2016001-eng.htm,SEEA energy/GHG accounts complementary to NIR (different framework — do not mix totals).,Not GPC city inventory; industry classification differs from IPCC/GPC.,High,Primary official
Energy industries,CAN-004,CAN-004-I.4,Report on Energy Supply and Demand in Canada (RESD) / energy tables,Statistics Canada / Canadian Centre for Energy Information,Activity,Energy supply/demand by fuel and sector; electricity generation/consumption context,I.4,Canada,National; provincial energy tables commonly available,national,Long annual series,Annual,StatCan tables / PDF,Open,Statistics Canada Open Licence,Yes,https://energy-information.canada.ca/en,https://www150.statcan.gc.ca/n1/en/type/data,Core national energy balance/supply-demand statistics for stationary energy and fuels.,Municipal customer-class meter data held by utilities; not in RESD.,High,Primary official
Energy industries,CAN-005,CAN-005-I.4,Electric sales / generation statistics (StatCan & provincial utilities open releases),"Statistics Canada; provincial utilities (e.g. Hydro-Québec, BC Hydro, Ontario IESO summaries)",Activity,Electricity generation mix and sales by customer class (national/provincial); some utility open datasets,I.4,Canada / provinces,Province; utility territory; IESO/market zones,state_or_province,Annual/monthly depending on product,Monthly to annual,CSV / web / PDF,Open (aggregates),Varies (StatCan OGL; utility terms),Partial,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=2510001501,https://energy-information.canada.ca/en,Electricity activity foundations; pair with municipal utility extracts for city inventories.,City boundary extracts often require LDC request; class definitions vary.,High,Primary official / utility
Energy industries,CAN-011,CAN-011-I.4,Toronto Sector-Based Emissions Inventory (SBEI) / community GHG inventory,City of Toronto,Emissions,"GPC-aligned city inventory for stationary energy, transport, waste, IPPU; progress tracking",I.4,City of Toronto,City,city_or_municipality,Multi-year series incl. 2023 SBEI report,Annual/periodic,PDF (+ supporting open data when published),Open,Not identified,No,https://www.toronto.ca/wp-content/uploads/2025/11/99d0-2023-SBEI-Reportfinal-FINAL-ua.pdf,https://www.toronto.ca/services-payments/water-environment/environmentally-friendly-city-initiatives/transformto/,Mature GPC city inventory for Canada’s largest city.,Underlying utility microdata not fully republished; CBEI separate from sector-based.,High,City official
Energy industries,CAN-013,CAN-013-I.4,CER pipeline throughput & capacity / energy system data,Canada Energy Regulator (CER),Activity,Pipeline throughput/capacity for oil & gas systems; energy market context for fugitives/energy industries,I.4,CER-regulated pipelines (Canada),Pipeline key points,other_or_mixed,~2006–present (quarterly updates),Quarterly,CSV / dashboards,Open,Open Government Licence – Canada,No,https://open.canada.ca/data/en/dataset/dc343c43-a592-4a27-8ee7-c77df56afb34,https://www.cer-rec.gc.ca/en/data-analysis/facilities-we-regulate/look-pipeline-flow-capacity/natural-pipeline-flow-capacity.html,Open pipeline flow/capacity data supporting oil & gas system activity proxies.,Not distribution LDC leakage rates; methane emissions need GHGRP/NIR/AER.,High,Primary official
Energy industries,CAN-014,CAN-014-I.4,AER upstream petroleum emissions / Petrinex reporting (Alberta),Alberta Energy Regulator (AER) / Petrinex,Hybrid,Upstream oil & gas production-related emissions and methane reporting for Alberta facilities,I.4,Alberta (primary); Petrinex multi-jurisdiction roots,Facility,facility_or_asset,Annual ST60B and monthly Petrinex streams,Monthly/annual,PDF reports / system extracts (access varies),Partial Open,Not identified,No,https://static.aer.ca/prd/documents/sts/ST60-B-2025.pdf,https://www.petrinex.ca/,Provincial oil & gas emissions intelligence critical for prairie city inventories near upstream assets.,Alberta-centric; full Petrinex microdata not fully open without credentials.,Medium,Provincial regulator
Energy industries,CAN-019,CAN-019-I.4,EDGAR GHG gridded & cities emissions,European Commission JRC,Emissions,Modeled sectoral GHG grids and city products,I.4,Global including Canada,0.1° / 1 km city products,modeled_grid,1970–2024,Periodic,NetCDF/CSV,Open,As stated by JRC,No,https://edgar.jrc.ec.europa.eu/emissions_data_and_maps,https://edgar.jrc.ec.europa.eu/,Modeled gap-fill/cross-check versus NIR/GHGRP/city inventories.,Prefer official Canadian sources when available.,High,International modeled
Energy industries,CAN-020,CAN-020-I.4,Climate TRACE inventory,Climate TRACE,Emissions,Asset and urban-area emissions estimates,I.4,Global including Canada,Asset / urban area,modeled_grid,Monthly recent years,Periodic,CSV/API,Open,As stated by Climate TRACE,Yes,https://climatetrace.org/,https://climatetrace.org/,Asset/urban emissions complementary to GHGRP for gap-fill.,Not official; calibrate to NIR/GHGRP.,Medium,International modeled
Energy industries,CAN-022,CAN-022-I.4,Global Power Plant Database (Canada),WRI,Activity,"Power plant locations, fuels, capacities",I.4,Canadian plants in global DB,Facility,modeled_grid,Snapshot,Irregular,CSV,Open,CC-BY 4.0 (typical),No,https://datasets.wri.org/dataset/globalpowerplantdatabase,https://datasets.wri.org/dataset/globalpowerplantdatabase,Facility registry for territorial energy-industry geocoding; verify with CER/provincial data.,May lag newest plants.,Medium,International compiled
"Agriculture, forestry & fishing energy",CAN-001,CAN-001-I.5,Canada's Official Greenhouse Gas Inventory / National Inventory Report (NIR),Environment and Climate Change Canada (ECCC),Emissions,National and provincial/territorial GHG by IPCC sector; electricity intensity; agriculture/LULUCF tables; emission factors,I.5,Canada,National; province/territory,state_or_province,1990–2024 (latest submission cycle),Annual,XLSX / PDF / open data folders,Open,Open Government Licence – Canada,No,https://data-donnees.az.ec.gc.ca/data/substances/monitor/canada-s-official-greenhouse-gas-inventory/,https://www.canada.ca/en/environment-climate-change/services/climate-change/greenhouse-gas-emissions/inventory.html,Official UNFCCC NIR with downloadable IPCC-sector and electricity tables by province/territory.,Not municipal boundary; city inventories need downscaling or local activity data.,High,Primary official
"Agriculture, forestry & fishing energy",CAN-004,CAN-004-I.5,Report on Energy Supply and Demand in Canada (RESD) / energy tables,Statistics Canada / Canadian Centre for Energy Information,Activity,Energy supply/demand by fuel and sector; electricity generation/consumption context,I.5,Canada,National; provincial energy tables commonly available,national,Long annual series,Annual,StatCan tables / PDF,Open,Statistics Canada Open Licence,Yes,https://energy-information.canada.ca/en,https://www150.statcan.gc.ca/n1/en/type/data,Core national energy balance/supply-demand statistics for stationary energy and fuels.,Municipal customer-class meter data held by utilities; not in RESD.,High,Primary official
"Agriculture, forestry & fishing energy",CAN-008,CAN-008-I.5,Census of Agriculture (incl. geodata products),Statistics Canada,Activity,"Livestock, crops, land use, farm practices at fine census geographies",I.5,Canada,Census division/subdivision and linked geographies,other_or_mixed,Every 5 years (2021 latest published; 2026 upcoming),Quinquennial,Tables / FGDB / open maps,Open,Statistics Canada Open Licence,Partial,https://open.canada.ca/data/en/dataset/b944bd53-49e5-4a80-83e5-1048d3abf38d,https://www.statcan.gc.ca/en/census-agriculture,Gold-standard AFOLU activity dataset with sub-provincial geography.,5-year cycle; manure management detail limited; urban livestock sparse.,High,Primary official
Non-specified sources,NO-COVERAGE,NO-COVERAGE-I.6,No suitable dataset identified (I.6),,,,I.6,,,unknown,,,,,,,,,No suitable dataset identified for this GPC subsector in the current research pass.,,,
"Fugitive emissions from mining, processing, storage & transport of coal",CAN-001,CAN-001-I.7,Canada's Official Greenhouse Gas Inventory / National Inventory Report (NIR),Environment and Climate Change Canada (ECCC),Emissions,National and provincial/territorial GHG by IPCC sector; electricity intensity; agriculture/LULUCF tables; emission factors,I.7,Canada,National; province/territory,state_or_province,1990–2024 (latest submission cycle),Annual,XLSX / PDF / open data folders,Open,Open Government Licence – Canada,No,https://data-donnees.az.ec.gc.ca/data/substances/monitor/canada-s-official-greenhouse-gas-inventory/,https://www.canada.ca/en/environment-climate-change/services/climate-change/greenhouse-gas-emissions/inventory.html,Official UNFCCC NIR with downloadable IPCC-sector and electricity tables by province/territory.,Not municipal boundary; city inventories need downscaling or local activity data.,High,Primary official
