sector_name,dataset_id,row_id,dataset_name,publisher,dataset_type,information_requirements_satisfied,related_gpc_sector,geographic_coverage,geographic_granularity,granularity_class,temporal_coverage,update_frequency,data_format,open_restricted,license,api_available,download_url,documentation_url,short_description,limitations,confidence_level,authoritative_tier
Commercial & institutional buildings,AUS-001,AUS-001-I.2,Australia's National Greenhouse Accounts / National Inventory Report (NIR),"Department of Climate Change, Energy, the Environment and Water (DCCEEW)",Emissions,National GHG by IPCC sector/gas; methods and factors; quarterly updates; economic-sector inventory,I.2,Australia,National,national,1990–2023/24 (NGA 2024 cycle); quarterly updates,Annual NIR + quarterly updates,Interactive web / tables / PDF NIR,Open,Creative Commons (as stated on ANGA / DCCEEW),No,https://greenhouseaccounts.climatechange.gov.au/,https://www.dcceew.gov.au/climate-change/emissions-reporting/tracking-reporting-emissions,Official UNFCCC NIR and National Greenhouse Accounts portal (successor to AGEIS).,"Not LGA/city boundary; use state inventories, Snapshot, or local activity data for cities.",High,Primary official
Commercial & institutional buildings,AUS-002,AUS-002-I.2,State and Territory Greenhouse Gas Inventories,DCCEEW,Emissions,State/territory disaggregation of the national inventory by sector,I.2,Australia,State / territory,state_or_province,Aligned with National Greenhouse Accounts annual series,Annual,Tables / ANGA portal / PDF,Open,Creative Commons (as stated),No,https://greenhouseaccounts.climatechange.gov.au/,https://www.dcceew.gov.au/climate-change/emissions-reporting/tracking-reporting-emissions,Official state/territory GHG inventories — primary subnational official emissions layer.,Not municipal; city inventories need further downscaling or local data.,High,Primary official
Commercial & institutional buildings,AUS-004,AUS-004-I.2,National Greenhouse Accounts Factors,DCCEEW,Hybrid,"Emission factors for fuels, electricity (state), waste, refrigerants and related activity-to-emissions conversion",I.2,Australia,National; state electricity factors,state_or_province,Annual workbook editions,Annual,PDF / workbook,Open,Creative Commons (as stated),No,https://www.dcceew.gov.au/climate-change/publications/national-greenhouse-accounts-factors,https://www.dcceew.gov.au/climate-change/emissions-reporting/tracking-reporting-emissions,Standard Australian emission factors widely used in city and organisational inventories.,Not activity data; electricity factors are state/grid averages.,High,Primary official
Commercial & institutional buildings,AUS-005,AUS-005-I.2,Australian Energy Statistics / Australian Energy Update,DCCEEW (energy.gov.au),Activity,"Energy supply/demand by fuel, industry and state/territory; electricity generation and gas consumption",I.2,Australia,National; state/territory,state_or_province,Long FY series (latest AES includes 2023–24),Annual,XLSX tables / PDF,Open,Creative Commons (as stated),No,https://www.energy.gov.au/energy-data/australian-energy-statistics,https://www.energy.gov.au/publications/australian-energy-update-2025,Authoritative Australian energy balance and state fuel/industry consumption tables.,Not LGA meter extracts; city inventories need DNSP/retailer or modelled LGA products.,High,Primary official
Commercial & institutional buildings,AUS-006,AUS-006-I.2,"Energy Account, Australia (ABS)",Australian Bureau of Statistics (ABS),Hybrid,Physical energy supply/use by industry and households; monetary energy accounts,I.2,Australia,National; industry,national,Annual FY series (latest 2023–24),Annual,Tables / CSV / data explorer,Open,Creative Commons Attribution 4.0,Yes (ABS API),https://www.abs.gov.au/statistics/industry/energy/energy-account-australia/latest-release,https://www.abs.gov.au/statistics/industry/energy/energy-account-australia/latest-release,Official SEEA-style energy accounts complementary to AES and the NIR.,Not GPC city inventory; industry classification differs from IPCC/GPC.,High,Primary official
Commercial & institutional buildings,AUS-015,AUS-015-I.2,Snapshot Climate — municipal community GHG profiles,Ironbark Sustainability / Beyond Zero Emissions (Snapshot),Emissions,"GPC BASIC+ style municipality emissions profiles for all Australian LGAs (stationary, transport, waste, IPPU, AFOLU, fugitives)",I.2,Australia,Local government area; federal electorate; state,other_or_mixed,Annual profiles (multi-year series on portal),Annual,Web profiles / downloadable reports,Open (free profiles),As stated by Snapshot,No,https://snapshotclimate.com.au/,https://snapshotclimate.com.au/user-guide/,Nationwide LGA GHG profiles (GPC-oriented) filling the absence of an official LA inventory like UK DESNZ.,Hybrid Tier1/Tier2 modelled product — not a government National Statistic; calibrate to NIR/NGER/local utility data.,Medium,NGO / compiled municipal product
Commercial & institutional buildings,AUS-016,AUS-016-I.2,City of Melbourne Municipal Greenhouse Gas Emissions (open data),City of Melbourne,Emissions,"GPC municipal inventory open dataset for Melbourne (stationary energy, transport, waste scopes)",I.2,City of Melbourne LGA,City / LGA,city_or_municipality,2013–2020 open series (ongoing CDP/GCoM reporting),Periodic open releases / annual reporting,CSV / XLS / JSON,Open,As stated on Data Vic / Melbourne open data,Partial,https://discover.data.vic.gov.au/dataset/city-of-melbourne-municipal-greenhouse-gas-emissions-2013-2020,https://www.melbourne.vic.gov.au/,Example open GPC city inventory dataset for a major Australian city.,Single-city; other capitals often publish PDFs/CDP without full open tables.,High,City official
Commercial & institutional buildings,AUS-018,AUS-018-I.2,DNSP / gas distributor open LGA energy consumption extracts (selected networks),Distribution networks (e.g. Jemena and other DNSPs/gas distributors) + state open data portals,Activity,Electricity/gas consumption by LGA or zone where networks publish open extracts — residential/commercial proxies,I.2,Selected network territories (coverage incomplete nationally),LGA / zone substation / postcode (varies),neighborhood_or_small_area,Network-dependent series,Varies,CSV / dashboards / PDF,Partial Open,Varies by network,Partial,https://near.csiro.au/,https://www.aemo.com.au/,Network-level open consumption products (patchy) — best local activity layer when available.,Not nationally standardised; many LGAs require data requests; privacy aggregation rules apply.,Medium,Utility / network
Commercial & institutional buildings,AUS-022,AUS-022-I.2,EDGAR GHG gridded & cities emissions,European Commission JRC,Emissions,Modeled sectoral GHG grids and city products for cross-check,I.2,Global including Australia,0.1° / 1 km city products,modeled_grid,1970–2024,Periodic,NetCDF/CSV,Open,As stated by JRC,No,https://edgar.jrc.ec.europa.eu/emissions_data_and_maps,https://edgar.jrc.ec.europa.eu/,Modeled gap-fill/cross-check versus NGA/NGER/Snapshot/city inventories.,Prefer official Australian sources when available.,High,International modeled
Manufacturing industries & construction,AUS-001,AUS-001-I.3,Australia's National Greenhouse Accounts / National Inventory Report (NIR),"Department of Climate Change, Energy, the Environment and Water (DCCEEW)",Emissions,National GHG by IPCC sector/gas; methods and factors; quarterly updates; economic-sector inventory,I.3,Australia,National,national,1990–2023/24 (NGA 2024 cycle); quarterly updates,Annual NIR + quarterly updates,Interactive web / tables / PDF NIR,Open,Creative Commons (as stated on ANGA / DCCEEW),No,https://greenhouseaccounts.climatechange.gov.au/,https://www.dcceew.gov.au/climate-change/emissions-reporting/tracking-reporting-emissions,Official UNFCCC NIR and National Greenhouse Accounts portal (successor to AGEIS).,"Not LGA/city boundary; use state inventories, Snapshot, or local activity data for cities.",High,Primary official
Manufacturing industries & construction,AUS-002,AUS-002-I.3,State and Territory Greenhouse Gas Inventories,DCCEEW,Emissions,State/territory disaggregation of the national inventory by sector,I.3,Australia,State / territory,state_or_province,Aligned with National Greenhouse Accounts annual series,Annual,Tables / ANGA portal / PDF,Open,Creative Commons (as stated),No,https://greenhouseaccounts.climatechange.gov.au/,https://www.dcceew.gov.au/climate-change/emissions-reporting/tracking-reporting-emissions,Official state/territory GHG inventories — primary subnational official emissions layer.,Not municipal; city inventories need further downscaling or local data.,High,Primary official
Manufacturing industries & construction,AUS-003,AUS-003-I.3,National Greenhouse and Energy Reporting (NGER) — corporate & electricity facility data,Clean Energy Regulator (CER),Hybrid,Published Scope 1/2 emissions and energy for corporations above threshold; designated generation facility emissions/generation,I.3,Australia (reporting entities),Corporation; electricity generation facility (state/grid fields),facility_or_asset,Annual FY series (latest published 2024–25 extracts),Annual (by ~28 Feb),XLSX / CSV,Open (above publication threshold),As stated by CER,No,https://cer.gov.au/markets/reports-and-data/nger-reporting-data-and-registers,https://cer.gov.au/schemes/national-greenhouse-and-energy-reporting-scheme,Mandatory NGER publications — key facility/corporate layer for Australian city inventories.,Publication thresholds; corporate totals not always facility-geocoded except electricity generators; Safeguard facilities related but separate.,High,Primary official
Manufacturing industries & construction,AUS-004,AUS-004-I.3,National Greenhouse Accounts Factors,DCCEEW,Hybrid,"Emission factors for fuels, electricity (state), waste, refrigerants and related activity-to-emissions conversion",I.3,Australia,National; state electricity factors,state_or_province,Annual workbook editions,Annual,PDF / workbook,Open,Creative Commons (as stated),No,https://www.dcceew.gov.au/climate-change/publications/national-greenhouse-accounts-factors,https://www.dcceew.gov.au/climate-change/emissions-reporting/tracking-reporting-emissions,Standard Australian emission factors widely used in city and organisational inventories.,Not activity data; electricity factors are state/grid averages.,High,Primary official
Manufacturing industries & construction,AUS-005,AUS-005-I.3,Australian Energy Statistics / Australian Energy Update,DCCEEW (energy.gov.au),Activity,"Energy supply/demand by fuel, industry and state/territory; electricity generation and gas consumption",I.3,Australia,National; state/territory,state_or_province,Long FY series (latest AES includes 2023–24),Annual,XLSX tables / PDF,Open,Creative Commons (as stated),No,https://www.energy.gov.au/energy-data/australian-energy-statistics,https://www.energy.gov.au/publications/australian-energy-update-2025,Authoritative Australian energy balance and state fuel/industry consumption tables.,Not LGA meter extracts; city inventories need DNSP/retailer or modelled LGA products.,High,Primary official
Manufacturing industries & construction,AUS-006,AUS-006-I.3,"Energy Account, Australia (ABS)",Australian Bureau of Statistics (ABS),Hybrid,Physical energy supply/use by industry and households; monetary energy accounts,I.3,Australia,National; industry,national,Annual FY series (latest 2023–24),Annual,Tables / CSV / data explorer,Open,Creative Commons Attribution 4.0,Yes (ABS API),https://www.abs.gov.au/statistics/industry/energy/energy-account-australia/latest-release,https://www.abs.gov.au/statistics/industry/energy/energy-account-australia/latest-release,Official SEEA-style energy accounts complementary to AES and the NIR.,Not GPC city inventory; industry classification differs from IPCC/GPC.,High,Primary official
Manufacturing industries & construction,AUS-014,AUS-014-I.3,National Pollutant Inventory (NPI),DCCEEW,Hybrid,Facility pollutant releases/transfers — industrial process & combustion screening (not GHG-complete),I.3,Australia,Facility; LGA/postcode search tools,neighborhood_or_small_area,From ~1998; annual (latest 2024–25 cycle),Annual,CSV / XLSX / web database,Open,Creative Commons Attribution 4.0,Partial,https://data.gov.au/data/dataset/043f58e0-a188-4458-b61c-04e5b540aea4,https://www.dcceew.gov.au/environment/protection/npi/data,Facility environmental releases useful to locate industrial sources alongside NGER.,Explicitly not a GHG inventory (no CO2/CH4 as GHGs); substance list ≠ GPC gases.,High,Primary official
Manufacturing industries & construction,AUS-015,AUS-015-I.3,Snapshot Climate — municipal community GHG profiles,Ironbark Sustainability / Beyond Zero Emissions (Snapshot),Emissions,"GPC BASIC+ style municipality emissions profiles for all Australian LGAs (stationary, transport, waste, IPPU, AFOLU, fugitives)",I.3,Australia,Local government area; federal electorate; state,other_or_mixed,Annual profiles (multi-year series on portal),Annual,Web profiles / downloadable reports,Open (free profiles),As stated by Snapshot,No,https://snapshotclimate.com.au/,https://snapshotclimate.com.au/user-guide/,Nationwide LGA GHG profiles (GPC-oriented) filling the absence of an official LA inventory like UK DESNZ.,Hybrid Tier1/Tier2 modelled product — not a government National Statistic; calibrate to NIR/NGER/local utility data.,Medium,NGO / compiled municipal product
Manufacturing industries & construction,AUS-016,AUS-016-I.3,City of Melbourne Municipal Greenhouse Gas Emissions (open data),City of Melbourne,Emissions,"GPC municipal inventory open dataset for Melbourne (stationary energy, transport, waste scopes)",I.3,City of Melbourne LGA,City / LGA,city_or_municipality,2013–2020 open series (ongoing CDP/GCoM reporting),Periodic open releases / annual reporting,CSV / XLS / JSON,Open,As stated on Data Vic / Melbourne open data,Partial,https://discover.data.vic.gov.au/dataset/city-of-melbourne-municipal-greenhouse-gas-emissions-2013-2020,https://www.melbourne.vic.gov.au/,Example open GPC city inventory dataset for a major Australian city.,Single-city; other capitals often publish PDFs/CDP without full open tables.,High,City official
Manufacturing industries & construction,AUS-017,AUS-017-I.3,Safeguard Mechanism facility emissions (CER),Clean Energy Regulator,Emissions,Large facility covered emissions under Safeguard — industrial/energy point sources,I.3,Australia (covered facilities),Facility,facility_or_asset,Annual Safeguard reporting years,Annual,Tables / register extracts,Open (published register elements),As stated by CER,No,https://cer.gov.au/schemes/safeguard-mechanism,https://cer.gov.au/schemes/safeguard-mechanism,"Large-emitter facility emissions under Safeguard, complementary to NGER publications.",Covers high emitters only; not community Scope 2 accounting.,High,Primary official
Manufacturing industries & construction,AUS-018,AUS-018-I.3,DNSP / gas distributor open LGA energy consumption extracts (selected networks),Distribution networks (e.g. Jemena and other DNSPs/gas distributors) + state open data portals,Activity,Electricity/gas consumption by LGA or zone where networks publish open extracts — residential/commercial proxies,I.3,Selected network territories (coverage incomplete nationally),LGA / zone substation / postcode (varies),neighborhood_or_small_area,Network-dependent series,Varies,CSV / dashboards / PDF,Partial Open,Varies by network,Partial,https://near.csiro.au/,https://www.aemo.com.au/,Network-level open consumption products (patchy) — best local activity layer when available.,Not nationally standardised; many LGAs require data requests; privacy aggregation rules apply.,Medium,Utility / network
Manufacturing industries & construction,AUS-022,AUS-022-I.3,EDGAR GHG gridded & cities emissions,European Commission JRC,Emissions,Modeled sectoral GHG grids and city products for cross-check,I.3,Global including Australia,0.1° / 1 km city products,modeled_grid,1970–2024,Periodic,NetCDF/CSV,Open,As stated by JRC,No,https://edgar.jrc.ec.europa.eu/emissions_data_and_maps,https://edgar.jrc.ec.europa.eu/,Modeled gap-fill/cross-check versus NGA/NGER/Snapshot/city inventories.,Prefer official Australian sources when available.,High,International modeled
Manufacturing industries & construction,AUS-023,AUS-023-I.3,Climate TRACE inventory,Climate TRACE,Emissions,Asset and urban-area emissions estimates,I.3,Global including Australia,Asset / urban area,modeled_grid,Monthly recent years,Periodic,CSV/API,Open,As stated by Climate TRACE,Yes,https://climatetrace.org/,https://climatetrace.org/,Asset/urban emissions complementary to NGER for gap-fill.,Not official; calibrate to NIR/NGER.,Medium,International modeled
Energy industries,AUS-001,AUS-001-I.4,Australia's National Greenhouse Accounts / National Inventory Report (NIR),"Department of Climate Change, Energy, the Environment and Water (DCCEEW)",Emissions,National GHG by IPCC sector/gas; methods and factors; quarterly updates; economic-sector inventory,I.4,Australia,National,national,1990–2023/24 (NGA 2024 cycle); quarterly updates,Annual NIR + quarterly updates,Interactive web / tables / PDF NIR,Open,Creative Commons (as stated on ANGA / DCCEEW),No,https://greenhouseaccounts.climatechange.gov.au/,https://www.dcceew.gov.au/climate-change/emissions-reporting/tracking-reporting-emissions,Official UNFCCC NIR and National Greenhouse Accounts portal (successor to AGEIS).,"Not LGA/city boundary; use state inventories, Snapshot, or local activity data for cities.",High,Primary official
Energy industries,AUS-002,AUS-002-I.4,State and Territory Greenhouse Gas Inventories,DCCEEW,Emissions,State/territory disaggregation of the national inventory by sector,I.4,Australia,State / territory,state_or_province,Aligned with National Greenhouse Accounts annual series,Annual,Tables / ANGA portal / PDF,Open,Creative Commons (as stated),No,https://greenhouseaccounts.climatechange.gov.au/,https://www.dcceew.gov.au/climate-change/emissions-reporting/tracking-reporting-emissions,Official state/territory GHG inventories — primary subnational official emissions layer.,Not municipal; city inventories need further downscaling or local data.,High,Primary official
Energy industries,AUS-003,AUS-003-I.4,National Greenhouse and Energy Reporting (NGER) — corporate & electricity facility data,Clean Energy Regulator (CER),Hybrid,Published Scope 1/2 emissions and energy for corporations above threshold; designated generation facility emissions/generation,I.4,Australia (reporting entities),Corporation; electricity generation facility (state/grid fields),facility_or_asset,Annual FY series (latest published 2024–25 extracts),Annual (by ~28 Feb),XLSX / CSV,Open (above publication threshold),As stated by CER,No,https://cer.gov.au/markets/reports-and-data/nger-reporting-data-and-registers,https://cer.gov.au/schemes/national-greenhouse-and-energy-reporting-scheme,Mandatory NGER publications — key facility/corporate layer for Australian city inventories.,Publication thresholds; corporate totals not always facility-geocoded except electricity generators; Safeguard facilities related but separate.,High,Primary official
Energy industries,AUS-004,AUS-004-I.4,National Greenhouse Accounts Factors,DCCEEW,Hybrid,"Emission factors for fuels, electricity (state), waste, refrigerants and related activity-to-emissions conversion",I.4,Australia,National; state electricity factors,state_or_province,Annual workbook editions,Annual,PDF / workbook,Open,Creative Commons (as stated),No,https://www.dcceew.gov.au/climate-change/publications/national-greenhouse-accounts-factors,https://www.dcceew.gov.au/climate-change/emissions-reporting/tracking-reporting-emissions,Standard Australian emission factors widely used in city and organisational inventories.,Not activity data; electricity factors are state/grid averages.,High,Primary official
Energy industries,AUS-005,AUS-005-I.4,Australian Energy Statistics / Australian Energy Update,DCCEEW (energy.gov.au),Activity,"Energy supply/demand by fuel, industry and state/territory; electricity generation and gas consumption",I.4,Australia,National; state/territory,state_or_province,Long FY series (latest AES includes 2023–24),Annual,XLSX tables / PDF,Open,Creative Commons (as stated),No,https://www.energy.gov.au/energy-data/australian-energy-statistics,https://www.energy.gov.au/publications/australian-energy-update-2025,Authoritative Australian energy balance and state fuel/industry consumption tables.,Not LGA meter extracts; city inventories need DNSP/retailer or modelled LGA products.,High,Primary official
Energy industries,AUS-006,AUS-006-I.4,"Energy Account, Australia (ABS)",Australian Bureau of Statistics (ABS),Hybrid,Physical energy supply/use by industry and households; monetary energy accounts,I.4,Australia,National; industry,national,Annual FY series (latest 2023–24),Annual,Tables / CSV / data explorer,Open,Creative Commons Attribution 4.0,Yes (ABS API),https://www.abs.gov.au/statistics/industry/energy/energy-account-australia/latest-release,https://www.abs.gov.au/statistics/industry/energy/energy-account-australia/latest-release,Official SEEA-style energy accounts complementary to AES and the NIR.,Not GPC city inventory; industry classification differs from IPCC/GPC.,High,Primary official
Energy industries,AUS-007,AUS-007-I.4,"AEMO NEM / electricity market data (generation, demand, carbon intensity products)",Australian Energy Market Operator (AEMO),Hybrid,"NEM generation mix, demand and related intensity for electricity Scope 2 and energy industries",I.4,National Electricity Market (eastern/southern states); WEM separate for WA,Region / market; facility-level open data products vary,facility_or_asset,Near real-time + historic,Continuous / periodic publications,API / CSV / dashboards,Open (selected products),As stated by AEMO,Yes,https://www.aemo.com.au/energy-systems/electricity/national-electricity-market-nem/data-nem,https://www.aemo.com.au/,Operational electricity market data for NEM Scope 2 factors and I.4 context.,WA/NT markets separate; not a substitute for AES annual balances.,High,Primary official / system operator
Energy industries,AUS-015,AUS-015-I.4,Snapshot Climate — municipal community GHG profiles,Ironbark Sustainability / Beyond Zero Emissions (Snapshot),Emissions,"GPC BASIC+ style municipality emissions profiles for all Australian LGAs (stationary, transport, waste, IPPU, AFOLU, fugitives)",I.4,Australia,Local government area; federal electorate; state,other_or_mixed,Annual profiles (multi-year series on portal),Annual,Web profiles / downloadable reports,Open (free profiles),As stated by Snapshot,No,https://snapshotclimate.com.au/,https://snapshotclimate.com.au/user-guide/,Nationwide LGA GHG profiles (GPC-oriented) filling the absence of an official LA inventory like UK DESNZ.,Hybrid Tier1/Tier2 modelled product — not a government National Statistic; calibrate to NIR/NGER/local utility data.,Medium,NGO / compiled municipal product
Energy industries,AUS-016,AUS-016-I.4,City of Melbourne Municipal Greenhouse Gas Emissions (open data),City of Melbourne,Emissions,"GPC municipal inventory open dataset for Melbourne (stationary energy, transport, waste scopes)",I.4,City of Melbourne LGA,City / LGA,city_or_municipality,2013–2020 open series (ongoing CDP/GCoM reporting),Periodic open releases / annual reporting,CSV / XLS / JSON,Open,As stated on Data Vic / Melbourne open data,Partial,https://discover.data.vic.gov.au/dataset/city-of-melbourne-municipal-greenhouse-gas-emissions-2013-2020,https://www.melbourne.vic.gov.au/,Example open GPC city inventory dataset for a major Australian city.,Single-city; other capitals often publish PDFs/CDP without full open tables.,High,City official
Energy industries,AUS-017,AUS-017-I.4,Safeguard Mechanism facility emissions (CER),Clean Energy Regulator,Emissions,Large facility covered emissions under Safeguard — industrial/energy point sources,I.4,Australia (covered facilities),Facility,facility_or_asset,Annual Safeguard reporting years,Annual,Tables / register extracts,Open (published register elements),As stated by CER,No,https://cer.gov.au/schemes/safeguard-mechanism,https://cer.gov.au/schemes/safeguard-mechanism,"Large-emitter facility emissions under Safeguard, complementary to NGER publications.",Covers high emitters only; not community Scope 2 accounting.,High,Primary official
Energy industries,AUS-020,AUS-020-I.4,Australian Petroleum Statistics / upstream oil & gas production data,DCCEEW / geoscience & resources statistics,Activity,Petroleum/gas production and related energy statistics supporting fugitive and energy-industry estimation,I.4,Australia,National; state/basin products vary,state_or_province,Long monthly/annual series,Monthly / annual,Tables / Excel,Open,As stated,No,https://www.energy.gov.au/energy-data/australian-petroleum-statistics,https://www.energy.gov.au/energy-data/australian-energy-statistics,Official petroleum statistics supporting oil/gas fugitive and energy industry inventories.,City relevance mainly near terminals/refineries/LNG; pair with NGER/Safeguard for facility GHGs.,High,Primary official
Energy industries,AUS-022,AUS-022-I.4,EDGAR GHG gridded & cities emissions,European Commission JRC,Emissions,Modeled sectoral GHG grids and city products for cross-check,I.4,Global including Australia,0.1° / 1 km city products,modeled_grid,1970–2024,Periodic,NetCDF/CSV,Open,As stated by JRC,No,https://edgar.jrc.ec.europa.eu/emissions_data_and_maps,https://edgar.jrc.ec.europa.eu/,Modeled gap-fill/cross-check versus NGA/NGER/Snapshot/city inventories.,Prefer official Australian sources when available.,High,International modeled
Energy industries,AUS-023,AUS-023-I.4,Climate TRACE inventory,Climate TRACE,Emissions,Asset and urban-area emissions estimates,I.4,Global including Australia,Asset / urban area,modeled_grid,Monthly recent years,Periodic,CSV/API,Open,As stated by Climate TRACE,Yes,https://climatetrace.org/,https://climatetrace.org/,Asset/urban emissions complementary to NGER for gap-fill.,Not official; calibrate to NIR/NGER.,Medium,International modeled
